# Nions = 10000
Atom,Depth (nm),Energy (eV),Primary
O,1.692,22.321,0
O,1.392,64.28,1
O,1.565,0,0
O,1.565,40.955,0
O,0.4334,183.8,1
O,0.7391,94.129,0
O,1.092,25.202,0
O,0.6403,194.68,1
O,2.053,45.584,0
O,1.932,19.752,0
O,1.34,21.754,0
O,1.144,34.084,0
O,0.9731,52.991,1
O,0.2186,248.43,1
Ti,0.4055,173.99,0
O,0.8022,73.463,0
O,1.021,55.166,0
O,0.6152,70.653,0
O,0.7728,25.505,0
O,0.4194,114.82,1
O,0.7192,28.136,0
Ti,0.6282,48.669,0
O,0.2186,144.01,1
O,0.1981,49.932,0
Ti,0.3839,51.72,0
O,1.765,33.082,1
O,1.945,87.149,1
O,2.344,32.502,0
O,2.619,0,0
O,2.619,19.708,0
O,2.22,28.203,0
O,0.2186,62.546,1
O,0.3047,0.16838,0
O,0.3047,60.377,0
O,0.4318,281.61,1
O,0.7376,127.31,0
O,1.059,36.825,0
O,0.8877,47.853,0
O,0.6126,105.7,0
O,0.731,72.257,0
O,0.8698,51.252,0
Ti,0.6295,61.972,1
O,0.8077,35.868,1
O,0.8585,146.43,1
O,1.251,97.35,0
O,2.007,26.548,0
O,1.436,22.212,0
O,1.225,159.56,1
O,1.35,81.735,0
O,1.729,37.362,1
O,1.943,19.72,1
Ti,0.4343,50.176,1
O,0.4991,19.277,0
O,0.6353,280.89,1
O,1.538,80.494,0
O,1.879,0.85726,0
O,1.879,69.166,0
O,2.467,29.947,0
O,1.453,54.793,0
O,0.9851,31.025,0
O,0.8184,74.283,0
O,0.9431,19.228,0
Ti,0.8202,57.627,1
Ti,0.9091,41.3,0
O,0.2186,137.03,1
O,0.8538,95.128,0
O,1.433,22.024,0
O,0.8232,69.684,1
O,0.871,40.62,0
O,1.035,42.158,1
O,1.243,148.11,1
O,1.907,39.315,0
O,0.2186,139.43,1
O,0.3763,127.35,0
O,0.9676,94.136,0
O,1.337,45.91,0
O,1.478,31.355,0
Ti,0.4258,56.031,1
O,0.6254,23.061,0
O,0.5821,71.93,1
O,0.4478,34.073,0
O,0.2595,19.706,0
O,0.777,81.437,1
O,1.031,20.429,0
O,1.195,52.697,1
O,1.323,0,0
O,1.323,32.933,0
O,0.648,39.225,1
O,1.074,165.81,1
O,2.47,0,0
O,2.47,32.054,0
O,2.341,51.431,0
O,2.415,0.50411,0
O,2.415,34.34,0
O,1.433,36.312,1
O,1.641,50.284,1
Ti,1.816,39.821,1
O,1.933,23.211,1
O,0.6533,188.81,1
Ti,0.795,122.7,0
Ti,1.179,84,0
Ti,1.517,57.419,0
O,0.9838,19.644,0
Ti,0.8559,65.969,1
O,1.127,22.881,0
O,1.286,53.134,1
O,1.712,23.008,1
Ti,0.2186,76.62,1
O,0.3433,32.791,0
O,0.4156,110.59,1
O,0.2995,26.28,0
O,0.5967,34.839,1
Ti,0.981,114.63,1
Ti,1.075,91.852,0
O,1.345,23.484,0
O,1.218,57.56,0
O,1.856,21.005,0
O,1.064,28.689,1
O,0.2186,87.07,1
Ti,0.3199,42.644,0
O,0.4399,28.943,0
O,0.639,155.71,1
O,0.7689,86.642,0
O,1.041,23.173,0
Ti,1.23,171.68,1
O,1.758,31.374,0
Ti,1.59,40.847,0
Ti,1.256,62.658,0
Ti,0.6534,110.41,1
O,0.7744,20.745,0
O,1.232,226.66,1
O,2.621,42.315,0
O,2.26,31.434,0
O,2.118,28.216,0
O,2.181,22.339,0
O,1.375,42.977,1
O,1.523,23.349,0
Ti,1.47,43.614,1
Ti,0.2186,96.459,1
Ti,0.2096,88.372,0
O,0.09405,36.984,0
O,0.1801,22.634,0
Ti,0.4104,59.675,1
O,0.6223,24.878,0
O,0.5403,119.17,1
O,0.892,0.15632,0
O,0.892,29.224,0
Ti,0.8978,39.965,0
O,1.033,24.164,0
O,0.5835,23.32,0
O,0.8174,100.02,1
O,1.105,19.272,0
O,0.9568,32.973,0
O,1.002,40.868,1
O,1.199,19.458,1
O,0.6481,304.95,1
O,1.026,198.08,0
O,1.828,107.71,0
O,2.411,31.423,0
O,2.373,39.987,0
O,1.198,26.21,0
O,0.8289,40.799,1
Ti,1.022,57.829,1
O,1.109,24.623,0
O,0.4286,37.313,1
O,0.6459,41.468,1
O,1.081,58.078,1
O,1.113,37.139,0
O,1.293,48.744,1
O,1.533,26.343,0
Ti,2.005,94.16,1
O,0.8696,269.02,1
O,1.844,103.89,0
O,2.331,20.873,0
O,1.716,83.819,0
O,1.505,23.864,0
O,1.06,113.23,1
O,1.447,56.438,0
O,0.4365,39.526,1
Ti,0.6535,99.824,1
Ti,0.715,76.694,0
O,0.8147,29.639,0
O,1.015,28.853,1
O,1.174,102.73,1
O,1.483,24.937,0
O,1.283,63.71,1
O,1.676,24.728,0
O,1.321,31.042,1
O,1.428,24.533,1
Ti,0.2186,83.016,1
O,0.4214,27.934,0
O,0.292,26.505,0
O,0.4137,253.74,1
O,1.45,53.005,0
O,1.248,23.686,0
O,1.355,20.568,0
Ti,0.6008,114.09,0
O,0.9326,35.664,0
O,0.7596,54.848,0
Ti,0.6317,114.86,1
O,0.9975,19.334,0
O,0.8439,65.752,0
O,1.045,33.499,0
O,0.4364,176.15,1
O,0.5482,66.15,0
O,0.4401,22.158,0
Ti,0.6434,173.09,1
O,0.9021,32.105,0
O,0.7937,28.101,0
O,0.7444,43.964,0
O,0.7426,24.448,1
O,0.2186,113.58,1
O,0.2147,27.956,0
Ti,0.3775,80.133,0
O,0.7778,19.485,0
O,0.5873,21.607,0
O,0.4278,141.34,1
O,1.333,45.917,0
O,1.579,23.226,0
O,0.8897,31.87,0
O,0.6144,59.827,1
O,0.6787,43.722,0
O,0.7792,24.28,0
Ti,0.8168,141.34,1
O,1.001,24.761,0
O,0.9453,20.311,0
O,0.6488,130.59,1
O,1.322,67.818,0
O,1.485,45.695,0
O,1.649,23.987,0
O,1.008,26.141,0
O,0.8362,62.066,1
O,0.8942,29.248,0
Ti,1.047,74.937,1
Ti,1.814,45.664,1
O,0.2186,318.79,1
O,1.546,65.299,0
O,2.076,24.643,0
O,0.9574,25.52,0
O,0.5645,36.107,0
O,0.3629,109.67,0
O,0.617,25.175,0
O,0.4197,37.972,1
O,1.05,46.825,1
O,0.2186,98.445,1
O,0.7497,45.341,0
O,1.102,25.523,0
Ti,1.055,138.94,1
O,1.583,30.45,0
O,1.318,44.346,0
O,1.435,30.831,0
O,1.693,71.436,1
O,2.075,48.136,0
O,0.2186,58.224,1
O,0.3424,0,0
O,0.3424,53.793,0
Ti,0.4323,49.488,1
O,0.541,25.537,0
O,1.043,52.894,1
Ti,1.514,52.245,1
O,1.901,21.354,0
O,1.548,73.887,1
O,0.2186,167.63,1
Ti,0.3828,122.14,0
O,0.598,89.599,0
O,1.592,25.274,0
O,0.814,19.674,0
O,0.4238,193.04,1
O,1.124,39.431,0
Ti,0.8205,53.161,0
Ti,0.8421,68.925,1
O,1.008,19.408,0
Ti,0.4361,358.56,1
O,1.036,46.264,0
O,0.8355,155.03,0
O,2.204,21.68,0
O,1.456,19.361,0
O,1.207,25.794,0
Ti,0.6415,80.95,0
O,0.7064,54.19,0
O,1.128,0.62327,0
O,1.128,27.962,0
O,0.5238,30.523,0
Ti,0.5902,43.309,1
O,0.6399,19.567,1
O,0.4283,42.846,1
O,1.012,44.307,1
O,1.21,26.2,1
O,1.618,109.63,1
Ti,1.88,49.227,0
O,2.028,21.823,0
O,2.022,19.142,1
Ti,0.2186,109.33,1
O,0.1432,24.096,0
O,0.2134,22.407,0
O,0.4056,32.581,1
O,0.3994,19.236,0
O,0.6102,29.386,1
O,0.9948,22.9,1
Ti,1.182,40.03,1
Ti,1.399,134.39,1
O,0.984,34.638,0
Ti,1.429,50.64,0
O,1.666,33.18,1
O,0.4364,20.994,1
O,0.8681,164.04,1
O,1.485,69.237,1
O,1.622,26.948,0
O,1.662,33.138,1
O,1.803,42.873,1
O,1.988,19.826,0
Ti,1.882,49.829,1
O,0.4317,203.06,1
O,0.8986,62.978,0
O,0.893,23.476,0
O,0.8036,73.343,1
O,0.8815,56.953,0
O,1.151,81.067,1
O,1.248,19.614,0
O,1.297,28.562,0
O,0.8694,70.645,1
O,1.495,21.861,0
O,1.289,22.949,0
O,1.071,150.57,1
O,1.612,31.752,0
Ti,1.499,48.254,0
O,1.507,24.165,1
O,1.93,38.841,1
Ti,0.2186,377.65,1
Ti,0.2359,368.12,0
O,0.89,104.81,0
O,0.4929,19.898,0
O,0.7776,23.476,0
O,0.8167,19.278,0
O,0.6701,28.238,0
O,0.2186,280.8,1
O,2.682,36.523,0
O,1.901,24.389,0
O,1.699,54.24,0
O,1.804,28.35,0
O,1.012,23.787,1
O,1.034,0,0
O,1.034,19.692,0
O,0.4362,26.651,1
Ti,1.062,330.46,1
O,1.511,26.674,0
O,1.36,23.373,0
O,1.254,31.915,0
O,1.356,22.971,0
Ti,1.107,150.58,0
Ti,1.103,124.41,0
O,1.153,19.846,0
O,1.094,75.014,0
O,1.077,66.492,0
O,0.9842,21.491,0
O,1.11,68.149,0
O,1.14,42.526,0
O,1.178,27.432,0
O,1.192,27.757,1
O,0.2186,83.491,1
O,0.05278,0.55437,0
O,0.05278,38.055,0
Ti,1.193,287.01,1
O,1.45,20.08,0
O,1.299,73.659,0
O,1.239,91.067,0
O,1.277,31.958,0
O,0.4365,35.591,1
O,0.6541,208.42,1
O,1.049,20.352,1
O,1.945,39.973,1
O,2.335,28.137,1
O,0.2186,58.431,1
O,0.3401,0,0
O,0.3401,56.191,0
O,0.4322,283.26,1
O,1.084,170.72,0
O,1.36,36.803,0
Ti,1.464,80.999,0
O,1.655,42.227,0
O,1.284,38.26,0
O,1.381,31.787,0
O,1.717,0,0
O,1.717,19.297,0
O,0.6224,68.687,0
O,0.7217,34.685,0
Ti,0.6219,71.24,1
O,0.6763,47.702,1
O,0.7378,26.594,0
Ti,0.4321,95.648,1
O,0.4812,49.971,0
O,0.5514,35.894,0
Ti,0.6287,193.8,1
O,0.7478,89.285,0
O,0.2898,0,0
O,0.2898,21.304,0
O,0.7593,27.837,1
O,0.9166,72.228,1
O,1.026,56.709,0
O,1.215,20.651,0
O,1.182,26.896,0
Ti,1.104,43.545,1
O,1.178,22.258,0
Ti,0.2186,111.48,1
Ti,0.3621,102.55,0
Ti,0.5615,45.434,0
O,0.6994,26.416,0
O,0.5733,80.466,1
Ti,0.4804,43.641,0
O,0.7707,44.251,1
Ti,1.142,44.542,1
O,1.26,28.446,1
O,1.206,20.058,0
O,1.493,42.554,1
O,1.605,26.57,1
O,0.2186,102.22,1
O,0.426,67.118,0
O,0.7979,31.972,0
O,0.3734,29.739,0
O,0.4284,28.673,1
O,0.6252,156.72,1
O,1.084,40.425,0
O,0.9814,28.074,0
O,0.8373,33.544,1
O,1.264,40.093,1
O,1.465,27.654,1
O,1.6,19.092,0
Ti,0.2186,51.485,1
O,0.2655,34.777,0
O,0.3835,0.66365,0
O,0.3835,34.114,0
Ti,0.4229,128.64,1
O,0.7489,52.148,0
Ti,0.6111,48.106,0
O,0.5485,79.938,1
O,0.9043,77.52,1
O,1.119,38.456,0
O,1.274,31.403,0
O,1.133,20.031,1
O,0.4348,46.653,1
O,0.5775,22.298,0
Ti,0.6402,121.93,1
Ti,0.6978,85.097,0
O,0.779,44.364,0
Ti,0.8463,61.08,1
O,1.043,26.898,0
O,1.401,39.849,1
O,1.575,28.254,0
O,1.751,20.793,0
Ti,1.469,51.197,1
Ti,0.4364,345.81,1
O,0.2329,46.336,0
O,0.1565,41.96,0
O,0.4256,149.35,0
O,0.413,0.34696,0
O,0.413,149,0
O,0.3908,20.627,0
Ti,0.2454,97.937,0
Ti,0.04931,81.236,0
Ti,0.5663,45.268,1
O,0.2186,29.697,1
Ti,0.4347,88.454,1
O,0.774,33.269,0
O,0.6192,38.209,0
O,0.7723,19.519,0
O,0.7763,90.999,1
O,1.061,24.944,0
Ti,1.938,126.65,1
O,1.87,45.949,0
Ti,1.887,55.331,0
O,1.843,21.957,0
O,0.2186,20.789,1
Ti,0.4355,319.53,1
Ti,0.7701,56.188,0
Ti,0.4989,125.18,0
O,0.4631,41.102,0
Ti,0.5485,45.755,0
Ti,0.5856,39.266,0
Ti,0.5366,103.21,1
O,0.6349,53.055,0
O,0.7611,35.666,0
O,0.2186,44.576,1
O,0.262,36.04,0
O,0.3543,27.888,0
O,0.4334,61.637,1
O,0.6496,33.437,0
O,1.281,31.036,1
O,1.493,62.246,1
O,1.626,29.594,0
O,2.133,46.891,1
O,2.309,60.123,1
O,2.464,32.047,0
O,0.2186,40.175,1
O,0.2842,33.211,0
O,0.4182,0.75717,0
O,0.4182,32.454,0
O,0.6304,0,0
O,0.6304,30.45,0
O,0.4338,104.77,1
O,1.1,27.24,0
O,1.267,79.393,1
O,1.365,22.108,0
O,1.481,51.58,1
O,2.093,46.609,1
O,2.652,22.534,0
O,0.2186,20.535,1
O,0.4354,93.375,1
O,0.7054,24.183,0
O,0.6368,65.901,1
O,0.8127,24.9,0
O,0.851,121.29,1
Ti,1.802,42.054,0
O,2.002,29.224,0
O,2.211,0.36564,0
O,2.211,24.028,0
O,1.033,75.113,1
O,1.4,41.357,0
O,1.17,52.973,1
O,1.364,24.828,1
Ti,0.2186,89.047,1
O,0.258,44.247,0
O,0.6195,106.2,1
O,0.8111,76.085,0
O,0.9907,59.619,0
Ti,1.001,41.305,1
O,1.162,34.606,1
O,1.38,28.359,0
O,1.336,47.855,1
Ti,0.4337,113.98,1
O,0.5553,42.83,0
O,0.6285,210.78,1
O,2.313,49.71,0
O,1.979,35.462,0
O,0.8467,28.975,1
O,1.06,63.191,1
O,1.312,34.351,0
Ti,0.4335,153.36,1
Ti,0.5966,130.32,0
O,0.9118,34.364,0
Ti,0.787,42.591,0
O,0.9005,28.283,0
O,0.7063,20.318,1
O,0.8173,49.8,1
O,0.9626,25.288,1
Ti,1.29,123.7,1
O,1.432,33.736,0
O,1.628,0.092679,0
O,1.628,19.542,0
O,1.392,23.823,0
O,1.373,49.633,0
O,0.4352,37.43,1
O,0.6435,353.96,1
O,3.552,34.14,0
Ti,3.459,78.445,0
O,3.744,24.71,0
O,1.82,36.798,0
O,0.838,28.619,1
O,0.2186,100.09,1
Ti,0.3843,58.082,0
Ti,0.6388,196.07,1
O,0.8722,62.082,0
Ti,0.809,68.327,0
O,0.9171,43.481,0
O,1.274,21.435,0
O,0.7318,40.746,1
Ti,0.7802,99.87,1
O,0.9618,45.156,0
O,1.137,21.405,0
O,0.2186,75.315,1
O,0.3701,53.316,0
O,0.8452,81.35,1
O,1.034,165.09,1
O,1.659,27.303,0
O,1.206,20.065,0
Ti,0.2186,61.304,1
O,0.5438,31.09,0
O,0.4201,183.34,1
O,1.374,37.248,0
Ti,1.165,41.473,0
O,1.257,27.933,0
O,1.427,0.55735,0
O,1.427,25.376,0
O,1.089,20.198,0
O,0.6136,90.838,1
O,1.001,39.65,0
O,1.105,31.479,0
O,1.353,0,0
O,1.353,19.909,0
O,0.9253,25.66,0
O,1.014,20.771,0
O,0.7734,20.263,1
O,1.103,23.984,1
O,1.216,32.221,1
O,0.4349,145.66,1
O,0.7263,27.795,0
O,0.7305,22.489,0
O,0.7225,25.869,0
O,0.6019,65.944,0
O,1.55,0.28055,0
O,1.55,25.941,0
Ti,0.6323,116.2,1
Ti,0.7871,54.593,0
O,0.9237,35.371,0
Ti,0.7017,48.625,0
O,0.7585,27.868,0
O,1.03,36.823,1
O,1.242,56.71,1
O,1.275,26.091,0
O,1.626,27.717,1
Ti,0.2186,261.21,1
O,1.394,23.017,0
O,0.6153,146.47,0
O,0.8063,67.322,0
O,0.688,56.047,1
O,0.5717,21.057,0
O,0.8939,23.462,1
Ti,1.111,77.738,1
O,1.326,21.43,0
Ti,0.6504,66.983,1
Ti,0.8228,41.8,0
O,0.9786,22.404,0
Ti,0.8373,195.34,1
Ti,1.021,52.621,0
O,1.141,20.268,0
O,0.9544,45.975,0
O,0.9535,22.881,0
O,0.9554,43.817,0
O,0.9183,26.551,0
O,1.102,104.07,1
O,1.386,19.78,0
Ti,1.228,47.474,0
O,1.507,21.634,0
O,0.2186,94.388,1
Ti,0.3224,53.9,0
O,0.5381,28.397,0
O,0.6352,301.67,1
O,1.256,240.42,0
Ti,2.096,54.767,0
O,0.836,20.849,0
O,0.843,50.128,1
O,1.01,24.873,0
Ti,0.2186,254.13,1
Ti,0.8262,90.032,0
Ti,1.018,74.466,0
Ti,1.366,47.459,0
O,1.576,25.714,0
O,1.212,25.073,0
Ti,0.6385,118.66,0
Ti,0.7898,87.792,0
Ti,1.137,62.933,0
O,1.332,39.12,0
O,1.527,21.299,0
O,0.4311,19.17,0
O,0.3533,65.831,1
Ti,0.7267,48.731,1
O,0.8196,20.047,0
O,0.4366,251.03,1
O,0.5208,25.997,0
O,0.3419,0,0
O,0.3419,23.424,0
Ti,0.8465,138.8,0
Ti,1.278,100.11,0
O,1.474,46.544,0
O,0.6511,59.586,0
O,0.545,21.781,0
Ti,0.6301,122.73,1
O,0.6967,38.275,0
O,0.8095,36.836,1
O,0.9224,23.203,0
O,1.185,20.958,1
O,1.677,210.36,1
O,3.11,0,0
O,3.11,27.549,0
O,3.328,0,0
O,3.328,22.885,0
O,2.169,39.885,0
O,2.369,21.707,0
O,1.882,44.945,1
O,2.099,30.697,0
Ti,2.045,59.711,1
O,0.2186,243.31,1
O,0.7181,53.813,0
O,0.9441,20.63,0
O,0.4294,131.85,0
O,0.9091,35.108,0
Ti,0.4196,44.688,1
O,0.5587,21.312,1
O,0.497,0,0
O,0.497,19.188,0
Ti,0.7297,105.82,1
O,0.8199,71.113,0
O,1.048,24.478,0
Ti,0.2186,89.551,1
Ti,0.2723,64.247,0
O,0.7983,114.13,1
O,0.8377,19.078,0
O,1.11,33.925,0
O,1.199,19.554,0
O,0.956,66.439,1
O,1.068,19.689,1
Ti,1.191,42.11,1
O,1.637,28.249,1
Ti,0.2186,69.956,1
O,0.2192,36.995,0
O,0.22,25.204,0
O,0.2212,0,0
O,0.2212,23.683,0
O,0.6196,75.899,1
O,0.5723,20.789,0
O,0.7558,23.032,0
O,1.405,128.19,1
O,1.741,22.299,0
O,1.606,57.521,0
O,0.4363,109.45,1
O,0.7006,34.854,0
O,0.6504,39.286,1
