# Nions = 10000
Atom,Depth (nm),Energy (eV),Primary
O,0.9471,35.139,0
Ti,0.7265,84.43,0
Ti,0.8714,44.246,0
O,0.9962,24.673,0
O,0.6132,33.262,1
Ti,0.7652,160.97,1
O,0.5972,31.867,0
Ti,0.6218,77.518,0
O,0.3436,20.2,0
Ti,0.2186,86.572,1
O,0.4126,73.834,1
O,0.5083,45.549,0
O,0.6096,61.879,1
O,0.8227,139.82,1
O,1.437,56.2,0
O,1.153,26.16,0
O,1.214,59.004,1
O,1.588,24.241,0
O,0.2186,45.2,1
O,0.3192,20.751,0
Ti,1.303,308.78,1
Ti,1.243,44.794,0
O,0.9716,19.898,0
O,1.332,20.995,0
O,1.346,102.3,0
O,1.5,34.699,0
O,1.309,50.215,0
Ti,0.6303,263.99,1
O,1.565,36.505,0
Ti,0.9737,47.404,0
O,0.9143,33.273,0
O,0.832,30.802,0
O,0.7452,58.885,0
O,0.7026,21.483,1
O,0.7259,53.554,1
O,0.2186,25.94,1
O,0.3036,0.98358,0
O,0.3036,20.301,0
O,0.6384,20.736,1
O,0.8357,20.795,1
Ti,1.668,54.994,1
O,1.847,26.434,0
O,1.772,47.417,1
O,1.921,31.476,1
O,2.11,67.708,1
O,2.291,22.747,0
O,0.2186,20.185,1
Ti,0.6527,159.39,1
O,0.4419,53.698,0
O,0.2795,48.574,0
O,0.8315,20.764,1
O,1.347,68.89,1
O,1.591,22.287,0
O,1.532,75.335,1
O,1.588,26.554,0
O,1.737,24.363,1
O,0.4347,240.91,1
O,1.267,136.97,0
O,2.191,23.798,0
O,2.206,27.679,0
O,0.8649,26.35,0
O,0.8026,127.08,1
O,1.035,19.706,0
O,1.09,73.4,0
Ti,1.34,49.026,0
O,1.014,29.569,1
O,0.2186,35.422,1
O,0.3043,28.207,0
O,0.6363,328.98,1
Ti,1.842,58.402,0
Ti,2.053,48.837,0
O,2.252,24.473,0
O,1.242,181.06,0
O,2.061,20.666,0
O,1.856,47.374,0
O,1.952,26.651,0
O,1.607,38.109,0
Ti,0.9857,39.167,1
O,1.064,27.527,0
O,0.2186,332.5,1
O,0.19,0,0
O,0.19,150.7,0
Ti,0.3646,176.5,0
Ti,0.5227,127.8,0
O,0.6889,21.417,0
O,0.4205,61.115,1
O,0.6373,47.282,0
Ti,0.5793,62.524,1
O,0.6023,20.509,1
Ti,0.4342,67.4,1
O,0.4829,46.752,0
Ti,0.6359,402.69,1
O,0.2103,47.867,0
O,0.1555,23.223,0
O,0.3315,27.071,0
O,0.288,21.377,0
O,0.2093,0.57022,0
O,0.2093,20.807,0
Ti,0.434,103.18,1
O,0.8398,35.047,0
O,0.6012,203.88,1
O,0.8744,20.891,0
Ti,0.9191,86.119,0
O,1.065,56.529,0
O,0.823,44.787,0
O,0.7268,28.417,1
O,0.9605,41.267,1
O,1.036,37.861,1
O,0.2186,43.56,1
O,0.3257,39.771,0
Ti,0.4335,94.869,1
O,0.8138,49.561,0
O,0.6309,28.787,0
O,0.5994,81.716,1
Ti,0.6747,49.185,0
O,0.9571,88.476,1
O,1.068,44.779,0
Ti,1.161,102.23,1
O,1.533,27.91,0
O,0.2186,136.29,1
O,0.1898,28.092,0
Ti,0.242,73.751,0
O,0.07829,28.961,0
O,0.6212,120.23,1
O,0.7825,22.68,0
O,0.7872,50.68,1
O,1.095,22.372,0
O,0.9198,59.769,1
O,1.005,42.2,1
O,1.062,22.745,0
O,0.2186,20.382,1
O,0.4355,281.67,1
O,0.7982,29.616,0
O,0.6087,208.27,0
O,1.119,21.772,0
O,0.7846,88.178,0
O,0.6704,24.079,0
Ti,0.6329,149.12,1
O,0.5602,53.831,0
O,0.2186,30.909,1
O,0.3045,27.785,0
O,0.4345,159.8,1
O,1.05,30.387,0
Ti,1.039,41.29,0
O,1.113,20.345,0
O,0.9463,46.233,0
O,1.045,25.98,0
O,1.015,68.151,1
O,1.367,19.631,0
O,1.222,87.046,1
O,0.2186,34.954,1
O,0.2689,21.041,0
O,0.4342,35.204,1
O,0.7229,19.737,0
O,0.8494,124.87,1
O,1.059,96.63,0
Ti,1.152,152.07,1
O,1.564,19.503,0
Ti,1.228,54.431,0
O,1.283,24.438,0
O,1.145,84.131,1
O,1.138,29.995,0
O,1.229,0,0
O,1.229,19.693,0
O,0.2186,120.59,1
O,0.2785,80.801,0
O,0.3597,65.631,0
O,0.8164,28.969,0
O,0.9822,21.085,0
O,0.427,79.57,1
O,0.4359,33.288,0
O,0.8406,58.286,1
O,1.049,0,0
O,1.049,48.569,0
Ti,1.269,83.694,1
O,1.295,21.955,0
O,1.316,32.732,0
O,1.423,23.827,1
O,0.2186,19.196,1
Ti,0.4356,195.43,1
Ti,1.048,41.333,0
O,1.171,25.878,0
O,0.787,58.83,0
O,0.6153,43.093,0
O,0.5733,79.123,1
O,0.7607,23.97,0
O,0.65,36.696,1
O,0.7578,73.459,1
O,0.8764,53.815,0
O,1.027,38.817,0
O,1.354,26.574,0
Ti,0.8028,39.335,1
O,0.8455,25.553,0
O,0.9424,19.705,0
O,0.2186,47.05,1
O,0.3173,34.981,0
Ti,0.6309,174.96,1
O,0.9563,25.52,0
Ti,0.7059,86.055,0
Ti,0.7758,71.209,0
O,0.987,25.997,0
O,1.422,30.414,1
O,1.616,33.105,1
Ti,0.4367,362.18,1
Ti,0.6454,51.28,0
Ti,0.761,91.311,0
O,0.8784,43.917,0
O,0.8477,22.822,0
O,0.618,39.297,0
O,0.5845,40.443,0
Ti,0.5202,104.46,0
O,0.5719,53.088,0
O,0.5395,58.787,1
O,0.7936,20.246,0
Ti,0.2186,51.035,1
Ti,0.2312,47.566,0
Ti,0.4235,180.74,1
O,1.262,23.684,0
O,0.8823,67.886,0
O,0.5341,26.039,1
O,0.4338,19.881,0
Ti,0.7489,55.903,1
O,0.8356,24.901,0
O,0.5757,27.557,1
O,0.4355,44.5,1
O,0.4725,30.107,0
O,1.083,204.79,1
O,1.46,27.348,0
O,1.432,129.36,0
O,1.279,35.858,1
O,1.443,71.766,1
O,1.593,19.165,0
O,0.4338,296.04,1
O,1.576,185.22,0
O,1.781,134.95,0
O,2.537,0,0
O,2.537,36.924,0
O,0.7837,21.862,0
O,0.6449,116.22,1
O,1.429,26.904,0
Ti,0.4359,238,1
O,1.112,29.646,0
Ti,0.9922,45.593,0
O,1.097,21.168,0
O,0.8251,51.075,0
O,0.6417,40.653,0
O,0.7978,31.947,0
Ti,0.8947,112.26,1
O,1.038,29.423,0
O,1.011,25.657,0
O,0.9761,31.507,1
O,0.4327,58.004,1
O,0.7847,21.482,0
O,0.6447,259.53,1
O,0.9911,0,0
O,0.9911,22.845,0
O,1.071,21.798,0
Ti,1.006,103.88,0
O,1.296,26.807,0
O,1.174,67.673,0
O,1.771,20.534,0
O,1.561,23.647,0
O,0.8547,73.619,0
O,1.549,0.06135,0
O,1.549,19.26,0
Ti,0.8212,49.606,1
O,1.02,39.093,1
O,0.2186,58.837,1
O,0.3428,55.028,0
O,0.4321,179.14,1
O,0.7282,124.82,0
O,0.6472,32.193,1
Ti,1.26,105.16,1
O,1.659,21.029,0
O,1.448,19.337,0
O,1.254,24.474,1
O,0.2186,88.499,1
O,0.2961,71.948,0
O,0.4314,70.093,0
O,1.196,35.972,0
O,0.4296,89.518,1
O,1.35,29.605,0
O,1.515,26.347,0
O,0.9768,40.226,1
O,1.238,0,0
O,1.238,29.385,0
O,1.15,108.71,1
O,1.869,40.666,0
O,1.354,21.128,0
O,1.343,66.098,1
O,1.925,23.46,0
O,1.773,20.329,0
O,1.573,47.518,1
O,1.832,0,0
O,1.832,40.067,0
O,2.046,25.081,0
O,0.4366,327.78,1
O,1.1,204.79,0
O,1.347,38.229,0
O,1.353,96.618,0
O,1.06,0.84492,0
O,1.06,35.011,0
O,1.451,36.282,0
O,0.6433,87.438,1
O,0.8069,30.014,0
Ti,0.8333,48.76,1
O,0.7378,29.09,0
Ti,0.4364,332.79,1
Ti,0.7661,59.559,0
O,0.9224,43.895,0
O,0.6909,25.232,0
O,0.7756,0,0
O,0.7756,22.702,0
Ti,0.4262,133.76,0
Ti,0.3546,90.959,0
O,0.02552,20.652,0
O,0.2121,40.266,0
O,0.0775,36.52,0
O,0.4177,27.76,0
O,0.4125,20.999,0
Ti,0.5459,91.493,1
O,0.5734,36.066,0
O,0.5897,23.185,0
Ti,0.2186,54.382,1
O,0.4225,66.185,1
O,0.4763,35.284,0
O,0.5588,20.233,0
O,0.849,44.54,1
O,0.9941,35.208,0
Ti,1.044,43.176,1
O,1.09,21.023,0
O,1.258,54.248,1
O,0.2186,20.28,1
O,0.6541,294.52,1
O,2.136,21.374,0
O,1.504,128.19,0
O,1.863,72.523,0
O,2.018,26.127,0
O,1.663,24.495,0
O,1.297,21.518,0
O,0.8556,88.601,1
O,1.041,78.618,0
O,1.404,25.878,0
O,0.4348,51.405,1
O,0.6446,69.437,1
Ti,0.827,48.288,0
Ti,0.8323,344.53,1
O,0.05346,26.988,0
O,0.2382,142.83,0
O,0.06133,138.07,0
O,0.2186,24.864,1
O,0.8653,69.276,1
O,0.9869,33.079,0
O,0.9626,21.176,0
O,1.071,30.313,1
O,1.232,22.611,0
O,1.437,82.014,1
O,1.67,25.001,0
O,1.606,48.71,1
O,1.65,27.87,0
Ti,1.796,100.18,1
Ti,0.4342,136.7,1
O,0.6295,31.068,0
O,0.6962,23.197,0
O,0.5914,24.668,0
Ti,0.5145,54.654,0
O,0.5772,28.321,0
O,0.7931,54.65,1
O,1.041,126.93,1
O,1.109,42.733,1
Ti,0.4361,65.782,1
O,0.6362,57.993,1
O,0.6847,36.242,0
O,0.7475,22.317,0
Ti,0.8473,43.375,1
O,0.8837,21.626,0
O,1.058,59.055,1
O,1.424,39.953,0
O,1.839,80.6,1
O,3.176,0,0
O,3.176,21.371,0
O,1.977,71.735,1
O,0.8695,46.301,1
O,0.9346,23.776,0
Ti,1.088,81.852,1
O,1.252,19.489,0
O,1.774,139.55,1
O,2.024,20.806,0
O,1.953,64.771,0
O,2.122,0.76368,0
O,2.122,25.445,0
O,1.864,24.709,0
O,1.935,40.282,1
O,0.2186,370.11,1
O,0.5539,43.075,0
O,0.5924,31.638,0
O,0.3957,228.15,0
O,0.5115,0.12582,0
O,0.5115,47.548,0
O,0.1691,0.77226,0
O,0.1691,28.691,0
Ti,0.7166,66.567,0
O,0.8687,45.443,0
O,0.5529,78.282,0
O,0.7393,43.854,0
O,0.4252,53.704,1
O,0.774,35.997,1
O,0.9558,0.29698,0
O,0.9558,33.7,0
Ti,0.4359,79.366,1
Ti,0.4393,43.39,0
O,0.2854,20.953,0
O,0.8439,52.291,1
O,0.9732,22.087,0
Ti,1.033,146.53,1
Ti,1.36,40.508,0
O,1.492,26.77,0
O,1.199,68.361,0
O,1.487,25.12,0
O,1.016,52.846,1
Ti,0.2186,90.179,1
Ti,0.3931,68.956,0
O,0.5726,20.991,0
Ti,0.4118,60.37,1
O,0.4115,20.275,0
O,0.448,25.796,0
O,0.6216,35.403,1
Ti,0.8265,45.179,1
O,1.067,20.97,0
Ti,1.006,127.91,1
Ti,1.108,105.01,0
Ti,1.262,71.339,0
O,1.75,27.687,0
Ti,1.214,59.929,1
O,1.295,23.107,1
Ti,0.4337,81.276,1
O,0.6421,22.019,0
Ti,0.6109,42.27,0
O,0.6098,39.539,1
O,0.7084,20.423,0
O,0.7684,61.736,1
Ti,1.278,59.924,1
O,1.258,49.263,1
O,1.255,31.069,0
O,0.4334,155.69,1
O,0.6696,23.24,0
O,0.6404,20.262,0
O,0.5386,43.024,0
O,0.7699,22.816,0
Ti,0.6468,94.815,1
O,0.9754,38.592,0
O,0.7933,19.775,0
O,0.8027,150.13,1
Ti,1.403,41.736,0
O,1.059,45.764,0
O,0.4359,96.493,1
O,0.5985,40.399,0
O,0.6405,29.005,1
O,1.253,84.442,1
Ti,1.406,57.31,0
O,1.86,127.35,1
O,2.379,60.171,0
O,2.454,29.26,0
O,0.2186,132.48,1
O,0.3932,82.824,0
O,0.5517,81.6,0
O,0.6419,98.324,1
O,1.113,54.26,0
O,1.025,89.801,1
O,1.311,24.388,0
O,1.242,30.291,1
Ti,0.2186,101.38,1
O,0.2605,25.476,0
O,0.3298,0,0
O,0.3298,24.719,0
O,0.2103,26.663,0
O,0.2103,20.63,0
O,0.2052,0.4532,0
O,0.2052,20.177,0
Ti,0.5935,138.07,1
O,0.697,19.007,0
O,0.6532,102.89,0
O,0.9521,21.381,0
O,0.8613,25.557,0
Ti,0.7639,57.765,1
O,1.404,81.543,1
O,0.4367,251.57,1
Ti,1.464,40.299,0
O,1.643,20.376,0
O,1.276,21.874,0
Ti,0.8402,70.229,0
O,0.9526,24.137,0
O,0.6793,30.971,0
O,1.417,102.95,1
O,1.481,23.605,0
Ti,1.584,63.689,0
O,1.962,20.124,0
O,0.4307,367.06,1
O,2.559,57.155,0
O,2.756,25.467,0
O,1.414,49.62,0
O,1.223,42.185,0
Ti,0.8139,55.2,1
O,0.8908,35.758,0
Ti,0.4367,59.372,1
O,0.6335,123.03,1
O,0.4839,24.768,0
O,0.4085,0,0
O,0.4085,22.661,0
O,0.5523,21.941,0
Ti,0.7252,51.8,0
O,0.8202,22.165,0
Ti,0.8319,52.807,1
Ti,1.277,42.624,1
O,1.603,21.291,1
Ti,1.615,39.737,1
Ti,0.2186,61.224,1
O,0.333,40.128,0
O,1.117,185.43,1
O,1.519,19.009,0
O,1.254,19.237,0
O,1.246,59.555,0
Ti,1.314,39.036,1
O,1.378,22.832,0
O,1.724,46.634,1
O,1.921,30.522,0
O,1.296,115.16,1
O,1.398,31.362,0
O,1.388,33.572,0
O,1.544,0,0
O,1.544,19.065,0
Ti,1.51,75.359,1
O,1.516,27.005,0
O,1.698,42.433,1
O,1.989,48.945,1
O,2.139,28.332,1
O,2.323,20.264,0
O,0.4337,19.429,1
Ti,0.6513,393.31,1
Ti,0.9143,76.972,0
O,1.166,30.03,0
O,1.295,21.008,0
O,0.6496,27.019,0
O,0.6047,73.141,0
O,0.6143,38.894,0
O,0.6796,25.98,0
O,0.5925,79.957,0
O,0.5625,22.232,0
O,0.6375,20.853,0
O,0.6541,23.62,0
O,0.4308,146.65,1
O,0.7468,29.698,0
O,0.6846,51.078,0
O,0.8216,21.241,0
O,0.856,59.631,1
O,1.201,23.957,0
O,1.074,30.431,1
O,1.287,19.821,1
O,1.497,33.78,1
O,2.303,27.25,1
O,0.2186,22.801,1
O,0.8683,290.02,1
O,1.699,52.035,0
O,1.844,25.57,0
O,1.414,109.64,0
O,1.517,79.696,0
Ti,1.294,56.099,0
O,1.066,57.242,1
O,1.432,29.65,1
Ti,0.4356,134.51,1
O,0.4576,27.591,0
O,0.4752,29.372,0
O,0.9226,122.68,1
O,1.073,30.361,1
O,1.175,48.321,1
O,1.483,19.509,0
O,0.6549,123.2,1
O,0.9482,63.107,0
O,1.074,21.188,0
Ti,1.081,51.504,1
O,1.759,96.985,1
O,1.874,20.412,0
O,2.267,24.854,1
O,2.481,21.236,0
Ti,0.2186,66.658,1
Ti,0.6303,221.63,1
Ti,1.159,118.23,0
Ti,1.358,99.441,0
O,1.555,31.03,0
O,0.9943,72.199,0
O,1.125,53.969,0
O,1.286,19.019,0
O,0.9891,28.876,1
Ti,0.8604,65.106,1
O,1.074,166.01,1
O,2.049,0,0
O,2.049,110.33,0
O,2.622,22.976,0
O,2.473,35.928,0
Ti,1.44,69.547,1
O,1.477,42.714,1
O,1.562,47.667,1
O,1.653,36.79,0
O,0.2186,136.21,1
Ti,0.3947,85.122,0
Ti,0.7629,53.375,0
Ti,0.6425,229.33,1
O,1.019,51.939,0
O,0.9279,96.815,0
O,1.537,46.394,0
O,0.7173,37.94,1
O,0.2186,63.896,1
O,0.4318,63.138,1
O,0.8986,23.128,0
O,0.7041,23.458,0
O,0.6297,19.792,1
O,0.8219,182.71,1
O,1.593,79.904,0
O,1.176,38.531,0
O,0.9707,52.846,1
O,1.29,19.626,0
O,1.39,25.424,1
O,1.543,19.602,1
O,0.6524,67.628,1
O,0.7752,19.856,0
Ti,1.059,135.33,1
O,1.226,46.912,0
O,1.132,52.495,0
Ti,1.267,125.04,1
O,1.442,35.78,0
Ti,1.339,53.999,0
O,1.855,21.951,0
O,1.533,76.196,1
O,1.655,27.938,0
Ti,0.4334,235.67,1
O,0.5181,41.13,0
O,0.5128,57.023,0
O,0.4081,0,0
O,0.4081,20.059,0
O,0.5186,29.999,0
O,0.5079,104,0
O,0.5903,62.795,0
O,1.207,19.878,0
Ti,0.578,40.459,1
O,0.8837,51.448,1
O,1.409,39.45,1
Ti,0.2186,271.75,1
Ti,0.02242,41.697,0
O,1e-05,20.859,0
O,0.3456,35.773,1
O,0.5574,20.214,0
O,0.659,84.747,1
O,0.2186,75.847,1
O,0.3513,53.383,0
O,0.5044,31.897,0
O,0.6463,26.125,0
O,0.6152,102.34,1
O,1.206,20.153,1
O,1.408,49.986,1
O,1.586,22.746,1
O,0.8635,74.143,1
O,1.063,87.733,1
O,1.343,54.204,0
O,1.395,49.409,1
O,1.587,53.018,1
O,1.678,41.008,0
O,1.893,21.758,0
Ti,2.001,56.15,1
O,2.126,29.459,0
Ti,0.2186,40.84,1
Ti,0.6346,222.17,1
O,1.164,27.29,0
O,1.005,37.868,0
O,0.7828,78.53,0
Ti,0.9039,122.14,1
O,1.017,87.729,0
O,1.62,43.319,0
O,1.842,20.843,0
Ti,0.4361,64.776,1
O,0.5824,35.926,0
Ti,0.6283,77.846,1
Ti,0.6663,41.524,0
O,1.036,47.6,1
O,1.415,57.03,1
O,1.587,57.514,1
O,2.289,19.34,0
O,1.7,51.143,1
O,0.2186,267.77,1
O,1.129,38.053,0
O,1.254,28.024,0
O,0.7338,23.462,0
O,0.4673,30.21,0
O,0.3917,75.082,0
O,0.5595,36.695,0
O,0.6334,26.645,0
O,0.4191,39.56,1
O,0.7212,37.517,1
O,0.796,26.534,1
O,0.8608,30.612,1
O,0.6443,304.84,1
O,2.077,45.202,0
O,2.255,27.601,0
Ti,1.342,54.185,0
O,0.9694,121.91,0
Ti,1.204,59.219,0
O,1.343,42.767,0
O,1.766,23.715,0
O,1.286,80.521,1
O,1.787,0.19882,0
O,1.787,26.843,0
O,2.003,20.569,0
O,1.46,43.837,0
O,0.2186,20.422,1
O,0.6446,22.909,1
Ti,0.8558,61.052,1
O,1.059,100.18,1
Ti,1.63,44.143,0
O,1.228,37.064,1
O,1.354,0,0
O,1.354,32.801,0
Ti,1.377,80.3,1
O,1.654,39.233,0
O,1.901,20.931,0
Ti,1.794,51.796,1
O,1.852,22.049,0
O,0.4274,66.635,1
Ti,0.5399,45.109,0
O,0.8353,61.964,1
O,0.9178,30.718,0
O,1.048,50.494,1
Ti,1.26,46.607,1
O,1.391,27.598,0
Ti,1.607,132.59,1
O,1.84,26.714,0
O,1.659,36.754,0
O,1.781,20.612,1
O,0.4359,49.101,1
O,0.5103,26.992,0
Ti,0.8595,45.227,1
O,0.8954,22.607,0
O,1.262,53.973,1
O,1.391,20.352,0
Ti,1.439,161.67,1
O,1.602,21.738,0
O,1.534,113.14,0
O,1.918,93.712,0
Ti,1.442,67.197,1
O,0.4344,32.333,1
O,0.8599,94.932,1
O,1.332,64.566,0
O,1.057,77.449,1
O,1.135,46.665,0
Ti,1.264,125.39,1
O,1.646,23.832,0
O,1.484,42.952,0
O,1.364,21.089,0
O,1.364,45.141,1
Ti,0.6492,318.67,1
O,0.721,20.254,0
O,0.7929,80.517,0
O,0.7833,48.844,0
O,0.7774,24.861,0
O,0.7156,121.2,0
O,0.7445,60.536,0
O,0.7735,41.605,0
O,0.7564,42.48,1
O,0.8942,20.132,1
O,0.4362,59.255,1
O,0.5365,41.946,0
Ti,0.647,197.44,1
O,0.9036,22.253,0
O,0.8384,23.746,0
Ti,0.8085,119.43,0
Ti,1.106,76.972,0
O,1.292,51.081,0
O,1.493,24.597,0
O,0.9561,24.097,0
Ti,0.7587,69.62,1
O,0.7826,41.331,0
O,0.9862,0.098128,0
O,0.9862,31.172,0
Ti,0.8835,52.81,1
Ti,1.001,40.188,0
O,1.152,19.977,0
Ti,0.9024,39.305,1
O,1.939,41.354,1
O,2.152,42.401,1
Ti,2.528,88.191,1
Ti,2.619,68.443,0
O,2.915,30.65,0
O,2.727,42.458,1
O,0.2186,340.45,1
O,2.82,33.415,0
O,2.53,30.533,0
O,2.097,34.356,0
O,1.098,30.27,0
Ti,0.6968,76.21,0
O,0.7878,50.118,0
O,0.6136,43.003,1
Ti,0.4365,78.794,1
O,0.7561,27.928,0
O,0.6093,19.192,0
O,0.6249,67.389,1
Ti,0.9745,254.77,1
Ti,1.605,51.743,0
O,1.495,36.11,0
O,1.334,35.346,0
O,1.163,79.566,0
O,1.265,42.144,0
O,1.107,36.463,1
O,0.2186,20.678,1
O,0.6418,21.004,1
O,1.07,211.17,1
Ti,1.465,60.755,0
O,1.639,32.457,0
Ti,1.208,93.405,0
O,1.484,23.786,0
O,1.341,48.578,0
O,1.462,21.015,1
Ti,1.621,133.09,1
O,1.764,20.612,0
O,1.723,84.399,0
O,1.883,37.51,0
Ti,0.2186,50.583,1
O,0.4232,233.33,1
O,1.314,36.231,0
O,1.153,40.308,0
O,1.009,24.868,0
O,0.7372,41.878,0
O,0.6001,47.57,1
O,0.8046,59.645,1
Ti,0.2186,130.64,1
O,0.9263,28.955,0
O,1.339,19.633,0
Ti,0.7966,40,0
O,0.3891,27.621,0
O,0.5701,88.588,1
O,0.7783,23.26,0
O,0.84,33.189,0
Ti,0.9503,83.409,1
O,1.164,54.478,0
O,1.539,20.011,0
O,1.182,82.922,1
O,1.321,43.349,0
O,0.2186,54.706,1
O,0.3288,0,0
O,0.3288,44.873,0
O,0.6422,128.4,1
O,1.489,36.608,0
O,1.432,37.319,0
Ti,1.009,80.064,1
O,1.126,28.02,0
O,1.267,87.069,1
O,0.8696,121.89,1
Ti,0.9769,76.935,0
O,1.511,23.888,0
Ti,1.078,83.351,1
O,1.22,60.853,0
Ti,1.231,59.398,1
Ti,1.55,66.97,1
O,1.872,23.876,0
O,1.707,23.661,0
O,0.2186,109.59,1
Ti,0.3434,80.8,0
Ti,0.7725,54.283,0
O,0.562,19.323,0
Ti,0.4281,258.64,1
O,1.269,35.864,0
O,1.109,53.585,0
O,0.9165,26.391,0
Ti,0.7467,47.242,0
O,0.6242,42.082,0
O,0.5059,22.854,1
O,0.6742,38.237,1
O,0.7324,32.562,0
Ti,0.4365,53.003,1
O,0.4333,22.709,0
O,0.8562,34.931,1
O,0.9216,0,0
O,0.9216,30.177,0
O,1.243,60.837,1
O,1.445,46.146,1
O,1.625,20.921,1
O,1.798,79.937,1
Ti,1.906,55.509,0
O,2.274,27.323,0
Ti,1.976,49.718,1
Ti,2.077,40.189,0
Ti,0.2186,292.69,1
O,1.519,35.813,0
O,1.662,20.655,0
O,1.306,23.783,0
O,1.101,21.666,0
O,0.7488,25.516,0
O,0.5988,24.581,0
Ti,0.4257,60.285,0
O,0.5589,21.007,0
O,0.3359,60.315,1
O,0.7009,34.341,1
O,0.6507,226.82,1
O,1.972,44.424,0
O,1.465,26.445,0
O,1.297,87.914,0
O,1.895,21.384,0
O,1.758,27.801,1
O,1.849,21.556,1
Ti,0.2186,61.633,1
O,0.4205,185.75,1
O,1.269,21.617,0
O,1.15,61.968,0
O,1.371,20.806,0
O,0.8346,37.781,0
O,1.082,51.873,1
O,1.534,39.177,1
O,1.68,21.13,1
O,0.2186,111.9,1
O,0.3736,21.056,0
Ti,0.4094,68.108,0
Ti,0.7858,46.434,0
O,0.6424,177.78,1
Ti,0.4101,53.505,0
O,0.7759,40.946,0
O,1.064,63.944,1
O,1.198,48.945,0
O,1.632,23.704,1
O,0.2186,90.462,1
O,0.3088,84.485,0
O,1.124,50.277,0
Ti,0.4294,136.19,1
O,0.609,76.555,0
O,0.9991,24.789,0
O,1.089,41.213,1
O,1.427,45.512,1
Ti,0.2186,402.75,1
O,0.4511,20.704,0
O,0.4153,36.704,0
O,0.371,20.915,0
O,0.4456,33.584,0
O,0.4422,66.834,0
O,0.9101,0,0
O,0.9101,25.71,0
O,0.3735,45.302,0
Ti,0.3531,166.33,0
O,0.729,27.781,0
O,0.5897,79.141,0
O,1.011,25.369,0
O,0.4534,24.949,0
Ti,0.2733,42.566,1
O,0.2824,29.545,0
O,0.3135,28.173,0
O,0.2186,156.85,1
O,0.3595,0.25956,0
O,0.3595,53.786,0
O,0.6574,21.795,0
Ti,0.3303,100.8,0
O,0.5038,37.068,0
O,0.4246,124.04,1
O,0.5332,20.641,0
O,0.6309,137.71,1
O,0.8251,103.37,0
O,1.01,27.001,0
O,1.109,0,0
O,1.109,23.536,0
Ti,0.802,39.031,1
O,0.8667,24.326,0
O,0.4281,129.89,1
O,0.705,20.605,0
O,0.6422,38.131,0
O,0.6253,0,0
O,0.6253,35.335,0
O,0.8457,60.525,1
O,1.063,46.023,1
Ti,1.274,50.403,1
O,1.34,30.026,0
O,1.665,60.153,1
O,2.234,25.365,0
O,1.882,30.891,1
Ti,0.4361,240.9,1
Ti,0.406,100.93,0
O,0.4003,59.773,0
O,0.3893,50.916,0
O,0.3632,39.141,0
O,0.1825,22.081,0
O,0.4112,37.748,0
O,0.3232,0,0
O,0.3232,24.658,0
O,0.1051,23.638,0
O,0.5875,34.883,1
O,0.7733,60.757,1
O,0.8674,33.297,0
O,0.9639,19.591,0
Ti,0.979,67.215,1
O,1.069,32.109,0
O,0.4363,25.734,1
O,0.6546,231.1,1
O,1.246,53.426,0
O,1.185,24.649,0
O,1.267,64.313,0
O,1.434,25.321,1
O,1.631,19.138,0
O,1.93,21.233,1
O,0.2186,85.23,1
O,0.358,55.853,0
O,0.4298,45.005,1
Ti,0.8231,63.981,1
Ti,1.257,67.398,1
O,1.484,21.766,0
O,1.725,86.874,1
O,2.315,0.76729,0
O,2.315,45.099,0
O,2.531,0.14058,0
O,2.531,39.396,0
O,0.8698,296.4,1
O,2.44,22.598,0
O,2.229,101.74,0
O,2.404,78.881,0
O,2.588,36.606,0
O,1.696,24.565,0
O,1.295,80.268,0
O,1.07,44.259,1
O,1.238,27.902,1
Ti,0.2186,52.561,1
O,0.4226,230.48,1
O,0.6001,31.306,0
O,0.8821,31.53,1
O,1.022,44.594,1
O,1.235,19.862,0
O,1.018,24.858,1
Ti,0.4362,148.38,1
O,0.6253,20.339,0
O,0.5736,45.417,0
O,0.5294,41.831,0
O,0.608,52.536,1
O,1.478,20.897,1
O,1.586,64.874,1
Ti,1.607,45.91,0
O,1.713,30.618,0
O,0.2186,37.621,1
O,0.2509,33.877,0
O,0.3702,0.99792,0
O,0.3702,29.72,0
O,0.434,132.85,1
O,0.5577,36.666,0
O,0.5922,51.382,0
O,0.7727,26.382,0
Ti,0.6312,42.084,1
O,0.8369,21.603,0
Ti,0.8833,54.177,1
O,0.8719,34.42,0
O,1.165,56.344,1
O,1.311,32.354,0
O,1.648,35.892,1
Ti,0.2186,452.43,1
O,0.08548,32.572,0
O,0.152,19.991,0
O,0.2186,78.47,1
O,0.3147,0,0
O,0.3147,75.226,0
O,1.347,24.572,0
O,0.7426,19.732,0
Ti,0.4306,121.41,1
O,1.307,20.697,0
Ti,1.514,116.88,1
O,1.701,54.128,0
O,1.609,25.35,0
O,1.712,38.683,1
O,0.2186,183.23,1
O,1.982,34.693,0
O,0.617,121.56,1
O,0.9111,29.002,0
O,0.8698,55.857,0
O,0.8161,106.7,1
O,0.9919,23.69,1
O,0.4271,180.35,1
O,0.3461,24.59,0
O,0.2045,20.289,0
O,0.4957,38.001,0
O,0.4173,24.233,0
O,0.6215,33.196,0
O,0.5667,0,0
O,0.5667,19.782,0
O,0.5552,30.447,0
O,0.6114,22.427,0
Ti,0.6252,70.171,1
Ti,0.7064,40.104,0
