# Nions = 10000
Atom,Depth (nm),Energy (eV),Primary
C,0.8873,80.206,0
C,1.046,33.01,0
Si,0.6697,139.7,0
C,1.461,28.797,0
C,0.928,29.092,0
Si,0.6625,78.312,1
C,0.7739,27.209,0
C,0.6483,184.61,1
Si,0.9774,68.092,0
C,0.8922,26.412,0
C,1.016,40.965,0
C,0.8636,81.802,1
Si,1.289,87.907,1
C,0.2181,78.408,1
C,0.342,67.925,0
C,0.7132,28.739,0
C,0.4312,107.6,1
C,0.8415,75.07,0
C,1.658,25.394,0
Si,1.049,45.441,1
C,2.231,39.394,1
C,0.2181,41.216,1
Si,1.053,66.937,1
C,1.271,115.45,1
C,0.2181,34.972,1
C,0.2562,28.249,0
C,0.4339,91.147,1
C,0.6403,193.3,1
C,1.395,50.508,0
Si,0.98,67.452,0
C,1.101,33.963,0
C,0.8526,45.764,1
C,1.056,37.688,1
Si,0.2181,52.577,1
C,1.231,154.79,1
C,1.864,34.709,1
Si,2.053,70.724,1
C,2.383,32.216,0
C,0.653,52.235,1
Si,1.08,95.295,1
C,1.688,28.487,1
Si,1.859,53.338,1
C,2.022,35.608,1
Si,2.165,95.807,1
Si,2.394,46.173,0
C,0.4355,69.661,1
C,0.6455,178.26,1
C,1.219,26.573,0
Si,0.8061,41.858,0
Si,0.8435,74.627,1
Si,1.178,79.412,1
C,1.603,114.21,1
Si,1.781,68.366,0
C,1.851,39.133,1
Si,1.969,43.255,1
C,0.4348,79.876,1
Si,1.235,205.72,1
C,1.911,28.265,0
Si,1.75,93.14,0
Si,2.176,42.265,0
C,1.4,39.021,0
Si,0.2181,124.85,1
Si,0.418,61.125,0
C,0.2795,29.387,0
C,0.8113,167.56,1
C,1.194,37.189,0
Si,1.186,98.134,1
C,0.4336,29.14,1
C,0.651,112.07,1
Si,0.8644,198.54,1
C,1.372,99.358,0
Si,1.577,49.06,0
Si,1.043,40.893,0
Si,0.2181,79.16,1
Si,0.2264,0,0
Si,0.2264,48.682,0
C,0.1314,37.781,0
Si,0.9584,224.34,1
Si,1.216,64.306,0
Si,1.07,89.656,0
Si,1.345,43.123,0
Si,1.081,42.903,1
Si,0.6366,159.63,1
C,1.183,32.115,0
C,0.8027,50.007,0
Si,0.7886,93.668,1
C,0.9437,31.165,0
C,1.463,29.215,1
C,0.2181,70.715,1
C,0.352,0.1921,0
C,0.352,68.523,0
C,0.4318,245.87,1
C,1.393,35.126,0
Si,0.8622,83.943,0
Si,1.192,56.34,0
C,0.7916,29.292,1
C,1.029,26.847,1
Si,0.4346,126.27,1
C,0.5542,53.689,0
C,0.8416,85.741,1
Si,1.394,157.88,1
Si,1.588,132.54,0
C,2.123,26.569,0
C,1.987,81.423,0
C,0.2181,190.55,1
Si,0.5419,48.68,0
Si,0.6257,109.88,1
C,0.8113,31.565,0
C,0.8319,57.31,1
Si,1.008,57.071,1
C,1.184,27.248,0
Si,0.2181,101.15,1
Si,0.3533,71.04,0
C,0.5037,36.53,0
C,0.8259,190.58,1
Si,1.635,55.369,0
C,1.788,29.437,0
Si,1.006,43.665,0
Si,1.041,43.805,1
C,1.449,30.334,0
C,1.217,41.853,1
Si,0.2181,258.7,1
C,0.5671,32.249,0
C,0.3798,43.135,0
C,0.3937,34.108,1
C,0.558,37.141,1
C,0.7144,56.086,1
Si,0.2181,399.46,1
C,0.8776,33.369,0
C,0.7411,159.45,0
C,1.514,56.415,0
Si,0.5648,41.401,0
Si,0.3589,110.54,0
C,0.5238,73.175,0
C,0.3736,41.731,1
C,0.8653,44.955,1
C,1.081,53.631,1
C,1.289,65.552,1
C,1.672,132.17,1
C,0.2181,41.739,1
C,0.6444,71.244,1
Si,0.8104,53.372,0
Si,1.383,51.078,1
C,1.567,124.65,1
Si,1.749,41.849,1
Si,0.2181,125.06,1
C,0.9194,50.279,1
Si,1.016,211.21,1
Si,1.226,56.091,0
C,1.127,45.987,0
C,0.8596,63.685,1
Si,0.965,44.229,0
C,1.602,71.211,1
C,2.416,30.522,1
C,0.6315,165.6,1
C,2.037,27.1,0
C,1.891,38.923,0
C,1.046,37.375,0
C,1.095,29.318,1
C,0.4344,188.11,1
Si,1.446,43.542,0
C,0.58,30.413,0
C,1.07,38.298,1
Si,1.864,70.961,1
C,1.981,52.929,0
Si,0.2181,59.343,1
Si,0.622,120.74,1
Si,0.7069,62.767,0
C,1.279,59.871,1
C,1.388,26.712,1
C,1.486,61.441,1
C,0.2181,53.461,1
C,0.8571,43.045,1
Si,1.873,99.952,1
C,2.063,36.269,0
Si,0.4319,73.996,1
C,0.6238,157.97,1
C,0.9081,32.179,0
C,0.8062,70.484,1
Si,0.4358,212.79,1
C,1.03,25.552,0
Si,0.9408,62.002,0
Si,0.955,46.643,0
C,0.9291,37.473,0
C,0.8473,46.961,0
C,0.787,96.619,1
Si,0.9909,55.918,1
C,1.043,31.965,0
C,1.115,0,0
C,1.115,27.373,0
Si,0.8691,77.423,1
C,1.126,32.08,0
Si,1.48,78.02,1
C,1.668,75.927,1
C,1.817,59.824,1
C,0.4352,74.242,1
Si,0.6474,251.03,1
Si,1.26,53.35,0
C,1.292,33.293,0
C,1.114,48.728,0
C,1.203,34.026,0
C,0.795,57.739,1
C,0.2181,292.24,1
Si,1.832,102.51,0
Si,2.249,68.55,0
Si,2.446,59.52,0
C,2.646,49.92,0
C,0.4139,41.841,0
Si,0.6313,135.87,1
Si,1.155,61.694,0
C,1.001,28.752,0
Si,0.2181,344.19,1
Si,0.7361,176.46,0
Si,1.321,101.36,0
C,1.65,35.222,0
C,1.5,44.21,0
C,0.5604,91.247,0
Si,0.3891,40.738,0
C,0.4494,25.596,0
Si,0.3797,43.499,1
Si,0.4283,40.071,0
C,0.5828,51.817,1
Si,0.7841,45.332,1
Si,0.2181,320.77,1
C,0.5861,194.42,0
C,1.492,33.026,0
C,1.384,59.991,0
C,1.017,47.968,0
Si,0.4301,88.704,0
C,0.7629,31.694,0
C,0.5497,99.517,1
C,1.705,30.608,0
C,0.2181,197.84,1
Si,0.3402,84.559,0
Si,0.4263,58.343,1
Si,0.844,123.97,1
Si,1.061,73.087,0
C,0.2181,50.286,1
C,0.2861,29.243,0
C,0.6507,155.12,1
C,1.956,27.203,0
C,1.234,31.876,0
C,0.8283,49.977,0
Si,0.8572,133.62,1
C,0.9701,74.653,0
C,1.099,53.985,0
Si,1.053,61.129,1
C,1.255,51.027,0
C,1.643,29.781,0
Si,0.4347,166.57,1
C,0.9942,30.593,0
C,0.6137,76.301,0
C,0.6249,66.917,1
C,0.9623,28.167,0
Si,0.802,178.62,1
C,1.007,76.093,0
C,0.9937,33.66,0
Si,0.6492,126.81,1
C,1.434,31.454,0
C,1.023,30.625,0
C,0.8359,73.588,1
Si,1.384,41.108,1
Si,0.2181,98.425,1
C,0.3382,53.117,0
Si,0.8255,113.62,1
C,0.9305,57.021,0
C,0.9113,26.46,0
Si,1.036,61.49,1
Si,1.558,53.163,1
Si,1.635,40.746,0
Si,0.2181,61.211,1
C,0.3494,44.414,0
C,0.8518,34.59,1
C,1.056,33.573,1
C,1.247,26.429,1
Si,1.646,109.53,1
C,2.221,28.247,0
C,2.06,28.157,0
C,1.756,58.267,1
Si,1.839,45.901,1
Si,0.4352,378.36,1
C,1.103,85.042,0
C,1.225,55.772,0
C,1.361,42.408,0
Si,0.9547,43.847,0
Si,0.7259,40.404,1
Si,0.8649,77.784,1
C,0.9316,33.821,0
Si,1.069,122.94,1
Si,1.21,65.649,1
C,1.361,29.778,0
C,1.71,54.792,1
C,0.2181,48.714,1
C,0.8505,79.407,1
C,1.281,40.941,0
C,1.242,163.78,1
C,2.081,56.828,0
C,1.629,48.417,1
Si,0.4357,151.76,1
C,0.5081,75.599,0
C,1.057,46.939,1
C,1.262,118.41,1
C,1.753,61.771,0
Si,0.2181,48.235,1
C,0.4284,50.119,1
C,0.6881,0,0
C,0.6881,35.096,0
Si,1.274,47.118,1
C,1.463,59.058,1
Si,1.622,42.028,1
Si,1.77,61.151,1
Si,0.8544,251.66,1
Si,1.029,52.673,0
Si,0.989,47.004,1
C,1.008,32.216,0
Si,1.183,64.087,1
Si,0.2181,377.08,1
C,1.27,89.846,0
C,1.603,42.783,0
C,0.6633,78.762,0
C,0.721,25.726,0
C,0.2181,194.95,1
C,0.3758,0,0
C,0.3758,82.668,0
Si,0.3585,69.287,0
C,0.1607,46.208,0
Si,0.3801,105.25,0
C,0.4265,66.183,1
C,0.5498,47.513,0
Si,0.626,61.8,1
C,0.695,42.562,0
C,1.036,64.823,1
Si,0.2181,42.206,1
Si,0.4296,41.237,1
C,0.6401,31.338,1
C,0.8528,111.53,1
C,1.333,29.85,0
Si,1.062,42.21,1
C,1.554,59.339,1
Si,1.945,44.864,1
Si,0.4346,55.671,1
Si,1.426,183.38,1
C,2.033,70.159,0
C,1.937,41.053,0
C,2.073,26.976,1
C,0.2181,115.39,1
Si,0.3802,50.22,0
C,0.1994,37.258,0
Si,0.6366,54.445,1
C,0.825,34.179,0
Si,0.8106,86.009,1
C,0.9572,46.382,0
Si,1.617,124.77,1
Si,1.807,89.064,0
C,1.983,31.641,0
C,0.2181,26.454,1
Si,0.4344,249.45,1
Si,0.9731,51.589,0
C,0.8312,38.961,0
C,0.6426,95.085,0
Si,0.5907,80.675,1
Si,0.4332,64.911,1
C,0.5801,27.965,0
Si,0.6289,128.94,1
C,0.7568,36.113,0
Si,1.103,95.724,1
C,1.363,25.798,0
Si,1.195,69.213,1
Si,1.231,50.073,0
C,0.2181,234.08,1
C,0.5708,0,0
C,0.5708,30.44,0
Si,0.5018,47.3,0
Si,0.4004,146.23,0
C,0.842,32.452,0
Si,0.4261,69.726,1
Si,0.5117,56.921,0
C,0.8438,45.962,1
C,1.263,48.294,1
Si,0.4342,286.76,1
Si,1.208,52.245,0
C,0.9329,36.353,0
C,0.7573,93.342,0
Si,1.142,66.332,1
C,1.204,33.071,0
C,0.4353,93.998,1
C,0.8565,203.23,1
Si,1.047,70.353,1
C,1.154,30.703,0
Si,0.4314,146.08,1
Si,0.5005,75.801,0
C,0.6432,28.827,0
Si,0.6369,49.776,1
C,0.8209,70.949,1
Si,0.9954,124.55,1
C,1.129,33.718,0
C,1.108,74.962,0
Si,0.2181,90.792,1
Si,0.4014,40.253,0
C,0.4213,33.204,1
Si,0.6322,245.07,1
C,1.098,55.954,0
C,1.237,38.799,0
C,0.7499,87.244,0
Si,0.8005,90.468,1
Si,0.9561,73.057,0
Si,0.2181,371.42,1
Si,0.7583,69.255,0
C,1.001,30.573,0
C,0.3694,255.05,0
Si,1.305,131.01,0
Si,0.3746,93.073,1
Si,0.4347,430.44,1
C,0.5513,38.719,0
Si,0.6741,166.31,0
C,1.312,25.077,0
C,1.156,35.771,0
Si,0.5719,114.34,0
C,0.649,48.312,0
Si,0.2181,40.696,1
C,1.199,33.794,1
Si,1.503,43.017,1
C,1.576,62.322,1
Si,2.007,50.264,1
Si,0.649,94.203,1
C,0.7492,62.085,0
Si,1.39,51.125,1
Si,1.439,42.176,0
C,1.533,25.347,0
Si,1.603,190.07,1
Si,1.769,58.002,0
C,0.2181,27.371,1
C,0.4343,35.52,1
C,0.6508,28.571,1
C,1.44,46.34,1
Si,1.904,69.559,1
C,0.4337,81.5,1
C,0.4983,25.579,0
Si,0.8606,150.7,1
Si,1.226,56.459,0
Si,1.062,79.726,0
C,1.214,45.651,0
C,1.189,25.612,1
Si,1.675,51.322,1
C,1.765,28.414,0
C,0.2181,103.92,1
Si,0.3758,48.31,0
C,0.6347,204.38,1
Si,1.391,71.761,0
C,1.562,43.079,0
C,1.234,50.504,0
C,1.432,32.213,0
Si,0.8518,117.8,1
C,1.289,42.138,1
C,1.493,27.957,1
C,1.688,170.22,1
Si,2.158,88.725,0
C,2.324,44.104,0
C,1.877,30.682,1
Si,0.4358,134.3,1
C,0.3909,64.847,0
C,0.2745,34.44,0
C,1.06,32.974,1
Si,1.263,46.143,1
C,1.342,31.986,0
Si,1.454,77.385,1
C,0.2181,197.85,1
C,0.3738,145.03,0
C,0.7193,85.802,0
C,1.005,50.699,0
C,0.4263,89.964,1
C,1.058,68.973,1
C,1.46,28.225,0
Si,0.2181,193.21,1
Si,0.4262,57.641,0
Si,0.3967,106.47,0
C,0.5433,83.886,0
C,0.9519,39.342,0
C,0.4036,62.245,1
C,0.7153,29.708,0
Si,0.558,65.573,1
Si,0.7162,52.852,1
Si,0.8279,49.224,1
C,0.4353,79.219,1
C,0.5888,48.866,0
Si,0.6438,63.602,1
Si,1.061,217.77,1
C,1.423,30.335,0
C,1.44,46.741,0
Si,1.393,60.911,0
C,0.2181,26.901,1
C,0.4344,83.982,1
C,0.6565,55.07,0
Si,0.8537,60.64,1
Si,1.029,42.439,1
Si,1.368,163.73,1
Si,1.507,46.12,0
Si,0.2181,83.894,1
C,0.2359,38.267,0
Si,0.423,43.252,1
C,0.6028,212.07,1
C,1.301,26.098,0
Si,0.7488,61.824,1
C,0.2181,183.06,1
C,0.7565,41.591,0
Si,0.3944,62.314,0
C,0.4268,40.421,1
C,1.068,33.796,1
Si,1.493,154.42,1
Si,1.941,82.913,0
C,2.292,37.271,0
C,2.451,31.756,0
Si,0.4356,41.432,1
C,0.4655,31.814,0
C,0.5548,0,0
C,0.5548,29.133,0
Si,0.6498,60.835,1
C,0.8628,97.496,1
Si,1.281,199.92,1
C,2.071,61.47,0
Si,1.446,43.058,0
C,0.2181,95.949,1
C,0.2866,83.347,0
Si,0.4307,45.612,0
Si,0.577,0,0
Si,0.577,40.549,0
C,0.4304,128.12,1
Si,1.078,99.732,1
C,1.231,43.073,0
C,0.4328,102.88,1
Si,0.8308,245.64,1
Si,1.091,170.36,0
Si,1.231,118.49,0
C,1.383,59.617,0
C,1.082,46.201,1
C,1.497,58.652,1
Si,2.121,70.407,1
Si,2.456,70.859,1
C,0.4332,68.884,1
C,0.6368,27.07,1
Si,1.005,75.188,1
Si,1.195,43.35,0
Si,2.004,97.734,1
Si,0.4349,64.97,1
Si,0.4747,56.841,0
C,0.5695,42.144,0
C,1.125,0,0
C,1.125,26.757,0
Si,0.8554,72.983,1
Si,1.289,41.852,1
C,1.337,29.098,0
Si,1.862,49.376,1
C,2.019,36.979,0
Si,1.975,61.329,1
C,0.2181,151.21,1
C,0.5506,92.759,0
C,0.73,26.975,0
Si,0.6431,271.67,1
Si,1.463,67.554,0
C,1.781,25.296,0
C,1.273,59.733,0
Si,1.4,42.251,0
C,0.8437,45.639,0
Si,0.4351,144.66,1
Si,0.5601,61.495,0
C,0.6565,29.91,0
Si,0.6255,75.503,1
C,0.8774,37.548,0
C,0.8333,88.767,1
C,1.112,26.802,0
C,1.182,26.047,0
Si,0.4351,56.483,1
C,0.4992,46.623,0
Si,0.6438,312.87,1
Si,1.191,112.54,0
Si,1.542,42.819,0
Si,0.2181,110.47,1
Si,0.3045,0.89452,0
Si,0.3045,92.154,0
C,0.8468,36.48,0
C,1.018,0,0
C,1.018,32.5,0
Si,0.6289,40.943,1
C,0.8468,52.738,1
C,1.263,97.708,1
C,1.696,28.176,1
Si,0.2181,106.63,1
Si,0.3811,50.534,0
C,0.5073,25.169,0
Si,0.4186,95.17,1
Si,0.6283,67.621,1
Si,0.9673,49.752,1
Si,1.126,0,0
Si,1.126,45.96,0
C,0.6417,106.14,1
Si,0.8341,270.67,1
Si,0.9597,230.79,0
Si,1.887,82.281,0
C,2.082,63.858,0
C,1.399,68.101,0
Si,0.6478,92.766,1
C,0.7599,48.451,0
C,0.8606,75.251,1
C,1.627,27.075,0
Si,1.269,128.3,1
C,1.614,74.606,0
C,2.027,32.594,0
C,1.396,36.82,1
C,1.471,31.674,1
C,0.2181,212.36,1
C,1.5,35.208,0
C,0.3674,30.72,0
C,0.6395,52.397,1
Si,1.482,80.195,1
C,1.588,44.787,0
Si,0.2181,296.35,1
Si,0.4641,73.575,0
C,0.4587,52.316,0
Si,0.4116,112.11,0
Si,0.595,80.06,0
C,0.3388,77.56,0
C,0.4149,0.43774,0
C,0.4149,77.123,0
Si,0.8904,103.11,1
Si,1.015,61.921,0
C,1.14,36.034,0
C,0.4348,98.903,1
Si,0.6491,77.804,1
C,0.8611,47.358,1
C,1.071,123.08,1
C,1.682,43.067,0
C,1.259,50.056,1
C,0.6435,137.15,1
Si,0.835,138.62,1
Si,1.159,42.062,0
C,1.025,26.227,0
C,1.436,25.685,1
Si,0.2181,80.723,1
Si,0.2908,78.7,0
C,0.4235,124.46,1
C,0.6198,72.627,0
C,0.7426,0,0
C,0.7426,65.79,0
C,1.058,43.033,0
C,0.5516,26.38,0
Si,1.048,76.954,1
C,1.244,40.089,1
C,1.428,68.671,1
C,0.4344,46.428,1
C,0.6472,36.944,1
Si,1.077,92.457,1
C,1.264,121.2,1
C,1.672,31.108,0
Si,0.647,127.63,1
C,1.181,59.014,0
C,1.423,31.754,0
C,0.9728,62.513,1
Si,1.126,124.58,1
Si,1.655,61.495,0
C,0.4355,273.88,1
C,0.5275,64.1,0
Si,0.7167,78.368,0
Si,0.8039,51.831,0
C,1.057,30.094,0
C,0.6118,53.043,0
C,1.047,67.255,1
C,1.449,32.507,0
Si,0.2181,114.29,1
C,0.2651,88.756,0
C,0.397,76.385,0
C,0.4173,113.76,1
Si,0.6306,109.2,1
Si,0.8485,46.567,0
C,0.8686,63.493,1
C,1.154,31.101,0
Si,0.2181,126.28,1
Si,0.3821,124.5,0
C,0.92,38.882,0
C,0.416,245.37,1
C,1.063,42.281,0
C,1.063,27.458,0
C,0.8987,56.729,0
Si,0.76,65.171,1
Si,0.2181,190.24,1
C,0.345,116.42,0
Si,0.862,45.411,0
C,0.6661,33.39,0
C,0.4054,34.95,1
Si,0.8101,156.68,1
C,1.318,25.651,0
Si,0.9981,56.264,0
Si,0.9086,44.25,1
C,1.01,34.782,0
C,0.2181,164.78,1
Si,0.323,131.96,0
C,1.039,44.402,0
Si,0.4273,139.98,1
Si,0.5189,47.779,0
C,0.8525,88.426,1
Si,1.053,66.627,1
C,0.4355,61.872,1
Si,0.6458,144.37,1
C,1.459,34.609,0
C,0.8022,54.211,1
C,0.9463,38.622,1
C,1.034,30.833,0
C,1.183,0,0
C,1.183,27.513,0
Si,1.267,41.305,1
C,1.476,33.693,0
Si,1.363,46.434,1
Si,0.4347,55.348,1
C,0.6391,145.91,1
C,0.8523,54.167,0
C,0.9842,30.501,0
C,1.08,47.118,1
Si,1.233,82.303,1
C,0.2181,41.745,1
C,1.071,72.029,1
C,1.288,56.731,1
Si,1.709,64.068,1
Si,1.9,60.43,1
Si,0.4343,140.18,1
Si,0.4578,90.188,0
C,0.3878,36.846,0
C,0.3825,34.59,0
C,0.3166,27.449,0
