# Nions = 10000
Atom,Depth (nm),Energy (eV),Primary
C,0.8409,26.852,1
C,0.2181,137.42,1
C,0.434,110.49,0
C,0.4309,96.21,1
Si,0.6296,57.043,0
C,1.017,34.579,0
C,0.2181,66.645,1
Si,0.3364,54.235,0
Si,0.4269,112.27,1
Si,0.586,64.609,0
Si,0.7272,58.954,0
C,0.6387,40.284,1
Si,0.2181,51.14,1
Si,0.3108,46.233,0
C,0.2181,67.28,1
C,0.3329,33.072,0
C,0.4269,29.022,1
Si,0.4311,62.945,1
Si,0.7435,50.912,1
C,0.8169,58.579,1
C,1.107,25.958,0
C,0.2181,60.219,1
C,0.503,38.316,0
C,0.4339,39.428,1
C,0.8594,47.23,1
Si,0.2181,139.53,1
Si,0.3886,51.575,0
C,0.2772,63.498,0
C,0.3566,49.498,0
Si,0.4238,44.566,1
Si,0.7684,51.929,1
C,1.002,27.778,0
C,0.6481,30.602,1
C,0.4289,102.51,1
C,0.758,32.947,0
Si,0.4348,71.285,1
Si,0.5279,56.684,0
C,0.7882,27.073,0
Si,0.9312,73.765,1
C,1.095,34.99,0
C,0.4297,118.86,1
C,0.6364,85.845,0
Si,0.8683,77.607,1
Si,0.9518,42.288,0
C,0.2181,32.521,1
C,0.3384,28.128,0
Si,0.2181,118.08,1
C,0.8427,28.104,0
C,0.2181,48.242,1
Si,0.4292,83.964,1
C,0.6397,40.001,0
C,0.2181,95.484,1
Si,0.4298,103.42,1
C,0.7623,32.537,0
C,0.2181,77.424,1
C,0.4779,51.396,0
Si,0.6163,43.366,1
Si,0.2181,82.132,1
C,0.2581,64.36,0
C,0.4531,55.535,0
Si,0.4006,53.858,1
Si,0.2181,137.58,1
C,0.2825,113.77,0
Si,0.609,58.767,0
C,0.484,33.425,0
Si,0.3768,42.522,1
C,0.4221,49.752,1
C,0.5494,41.429,0
Si,0.8423,40.522,1
C,0.2181,35.402,1
Si,0.4338,119.67,1
Si,0.5172,0,0
Si,0.5172,41.417,0
C,0.5188,31.701,0
C,0.2181,36.571,1
C,0.4295,43.714,1
Si,0.647,55.602,1
Si,0.8074,0.47631,0
Si,0.8074,49.033,0
C,0.428,99.512,1
C,1.459,50.588,0
C,0.6231,29.399,1
C,0.8332,0.2252,0
C,0.8332,27.174,0
Si,0.2181,108.29,1
C,0.3191,71.151,0
C,0.4632,47.162,0
Si,0.3887,51.373,1
Si,0.2181,45.082,1
C,0.4171,27.257,1
C,0.6248,35.46,1
Si,0.8141,63.576,1
C,0.977,44.438,0
Si,0.43,65.199,1
Si,0.5889,80.018,1
Si,0.6767,44.405,0
Si,0.2181,66.287,1
Si,0.4095,54.037,1
C,0.6296,30.961,1
C,1.204,27.646,1
Si,0.6465,43.526,1
C,0.8439,26.995,1
Si,0.2181,147.66,1
Si,0.598,91.326,0
Si,0.9267,0,0
Si,0.9267,54.75,0
C,0.4237,33.973,0
Si,0.2181,40.066,1
Si,0.6027,91.446,1
Si,0.8669,0,0
Si,0.8669,54.843,0
Si,0.2181,65.964,1
Si,0.4096,45.32,1
Si,0.5294,43.613,1
Si,0.2181,71.362,1
Si,0.3962,52.922,0
C,0.4074,50.804,1
Si,0.5568,60.116,1
C,0.795,30.153,0
Si,0.2181,53.372,1
Si,0.6186,62.116,1
Si,0.2181,56.099,1
Si,0.2181,69.16,1
Si,0.3732,51.479,0
Si,0.2181,51.102,1
C,0.5972,44.36,1
Si,0.7961,42.596,1
Si,0.2181,53.09,1
Si,0.2181,74.184,1
C,0.2493,56.307,0
C,0.6078,49.879,1
C,0.2181,57.525,1
C,0.4355,29.546,0
Si,0.6329,50.179,1
C,0.2181,59.215,1
C,0.2709,37.972,0
Si,0.625,72.955,1
C,0.7407,50.072,0
C,0.4324,116.24,1
C,0.8082,54.888,1
Si,0.8104,49.924,1
Si,0.6474,98.068,1
C,0.818,25.005,0
C,0.767,28.305,0
Si,0.4267,77.266,1
C,0.8064,42.802,0
Si,0.6267,116.55,1
Si,0.9219,48.18,0
C,0.7498,26.95,0
Si,0.7994,75.16,1
C,0.4195,43.996,1
Si,0.5945,49.588,1
Si,0.7296,42.558,1
C,0.6489,99.512,1
C,0.2181,112.95,1
C,0.624,45.562,1
C,1.045,35.667,1
Si,0.4259,96.602,1
Si,0.4305,58.404,1
C,0.6033,74.375,1
C,0.2181,129.58,1
C,0.4354,109.23,0
C,0.4311,40.859,1
C,0.8016,25.059,0
Si,0.2181,100.3,1
C,0.3122,46.237,0
C,0.4059,38.788,0
C,0.395,31.414,1
Si,0.8639,45.769,1
C,1.035,42.233,1
C,0.2181,69.731,1
Si,0.4127,46.649,0
C,0.6058,34.614,0
Si,0.8124,65.447,1
C,1.016,34.768,0
Si,0.2181,70.413,1
Si,0.2877,57.522,0
C,0.4097,30.775,0
C,0.4059,50.422,1
C,0.5619,38.366,1
C,0.2181,36.205,1
C,0.3597,28.62,0
C,0.4307,50.373,1
C,0.63,46.85,1
Si,0.2181,56.756,1
C,0.6368,84.455,1
C,0.2181,98.375,1
C,0.3558,47.467,0
C,0.2181,64.805,1
Si,0.3998,49.077,0
C,0.6473,44.361,1
Si,0.8616,56.55,1
C,0.2181,52.176,1
C,0.3054,0.0085008,0
C,0.3054,50.167,0
Si,0.4283,114.02,1
Si,0.5796,76.13,0
Si,0.9067,40.236,0
C,0.844,59.759,1
C,1.055,0,0
C,1.055,54.55,0
Si,0.2181,143.04,1
Si,0.2812,100.89,0
Si,0.3704,85.872,0
Si,0.3778,46.485,1
Si,0.561,0,0
Si,0.561,43.721,0
Si,0.6425,43.998,1
Si,0.8416,64.575,1
Si,1.023,40.555,0
Si,1.065,42.802,1
C,0.4345,32.99,1
C,0.2181,123.75,1
C,0.3975,69.147,0
Si,0.2181,136.91,1
C,0.7006,27.177,0
Si,0.4316,65.197,1
Si,0.7603,55.099,1
C,0.6314,50.87,1
Si,0.4347,81.017,1
C,0.8256,29.565,0
C,0.623,43.595,0
Si,0.7452,54.505,1
Si,0.8722,44.379,0
Si,0.2181,92.027,1
C,0.2707,56.25,0
C,0.2181,118.17,1
C,0.424,0,0
C,0.424,110.1,0
C,1.559,37.081,0
Si,0.428,53.518,1
C,0.6423,61.555,1
Si,0.6387,88.368,1
Si,0.751,74.294,0
C,0.4317,78.853,1
C,0.2181,107.36,1
Si,0.4307,61.35,1
Si,0.6159,45.955,0
C,0.6359,70.36,1
C,0.8141,91.546,1
Si,1.166,55.248,0
Si,1.357,0,0
Si,1.357,52.189,0
Si,0.43,56.926,1
Si,0.4339,160.02,1
C,0.5895,52.509,0
C,0.2181,111.25,1
C,0.3875,54.355,0
C,0.6253,93.634,1
Si,0.8316,42.326,1
Si,0.4344,64.913,1
C,0.8047,28.701,1
C,0.9572,25.084,0
Si,0.4284,55.761,1
C,0.6483,67.113,1
C,0.8498,54.645,1
Si,0.4293,122.02,1
Si,0.2181,80.91,1
Si,0.4267,46.631,0
C,1.064,64.393,1
C,1.897,0.61165,0
C,1.897,37.681,0
Si,0.2181,174.8,1
Si,0.3663,107.19,0
C,0.5671,40.92,0
C,0.3232,38.659,0
Si,0.2181,101.86,1
C,0.4186,44.784,0
Si,0.2181,90.891,1
Si,0.3291,82.046,0
Si,0.3991,43.985,1
C,0.2181,117.05,1
Si,0.4285,87.453,0
C,1.064,27.699,0
C,0.4278,44.962,1
C,0.4329,60.398,1
C,0.8523,63.731,1
Si,0.2181,86.117,1
Si,0.3801,45.375,0
C,0.5334,27.842,0
Si,0.6006,54.739,1
C,0.427,90.272,1
C,0.639,36.126,1
C,0.2181,42.67,1
C,0.4295,49.632,1
C,0.2181,25.91,1
Si,0.8014,74.938,1
C,0.2181,32.312,1
C,0.8166,60.351,1
C,1.407,26.295,0
Si,0.6446,68.616,1
Si,0.4336,50.535,1
Si,0.5918,44.742,0
Si,0.7933,70.447,1
C,0.4307,93.118,1
C,0.6433,42.57,1
Si,0.8412,84.052,1
C,1.198,47.623,0
C,0.2181,62.606,1
C,0.4273,35.764,1
Si,0.64,44.413,1
Si,0.4268,57.406,1
Si,1.061,42.311,1
Si,1.155,0.86826,0
Si,1.155,41.443,0
C,0.5973,83.889,1
C,0.7598,38.526,0
C,0.6237,52.13,1
Si,0.2181,41.773,1
C,0.3894,31.542,0
C,0.4186,48.061,1
Si,0.2181,170.24,1
C,1.01,25.18,0
C,0.8118,54.057,0
Si,0.8233,43.582,1
Si,1.038,0,0
Si,1.038,42.091,0
Si,0.9498,57.532,1
Si,0.2181,89.684,1
C,0.9975,32.811,0
Si,0.2181,84.403,1
C,0.3665,42.032,0
C,0.6088,33.532,1
Si,0.2181,65.565,1
C,0.4103,54.631,0
C,0.4081,79.201,1
Si,0.6,46.214,0
C,0.8376,54.022,1
Si,0.4247,73.736,1
C,0.5639,26.204,1
C,0.6495,40.822,1
C,0.4243,67.333,1
Si,0.7527,40.095,0
C,0.6238,53.657,1
C,0.4298,72.431,1
C,0.5707,31.839,0
Si,0.8187,53.227,1
C,1.071,29.479,0
Si,0.6451,139.17,1
C,0.8844,81.292,0
C,0.4343,47.554,1
C,0.8519,56.394,1
C,0.2181,25.548,1
Si,0.6496,68.626,1
C,0.4302,71.906,1
C,0.5983,57.781,0
C,0.4325,42.599,1
Si,0.6334,52.943,1
Si,0.2181,178.01,1
Si,0.5879,86.746,0
C,0.951,26.232,0
Si,0.7418,43.708,0
C,0.4216,75.254,1
Si,0.5954,58.521,1
Si,0.2181,94.362,1
C,0.2552,44.231,0
C,0.3976,32.258,1
Si,0.2181,40.09,1
C,0.2517,32.197,0
Si,0.4193,118.43,1
Si,0.6304,58.687,0
C,1.049,42.141,1
C,1.245,0,0
C,1.245,39.647,0
Si,0.2181,155.94,1
Si,0.8319,0,0
Si,0.8319,48.883,0
C,1.048,26.185,0
C,0.3802,64.878,0
Si,1.229,43.189,1
C,0.2181,35.161,1
Si,1.064,40.386,1
Si,0.4346,117.49,1
Si,0.4345,73.337,1
C,0.506,47.964,0
Si,0.6292,88.2,1
Si,0.931,0,0
Si,0.931,72.129,0
Si,1.344,54.685,0
C,1.554,26.367,0
C,0.2181,141.26,1
C,0.572,27.262,0
C,0.4211,53.449,1
Si,0.2181,99.734,1
C,0.4312,27.452,0
C,0.2181,41.459,1
C,0.4297,26.181,1
Si,0.6473,54.018,1
C,0.2181,115.59,1
C,0.4342,58.818,0
C,0.7764,27.713,0
Si,0.9324,58.932,1
C,1.069,32.787,0
Si,0.2181,136.87,1
Si,0.4043,54.323,0
Si,0.4342,125.76,1
C,0.2181,74.372,1
C,0.3501,0.4654,0
C,0.3501,71.907,0
C,0.4264,67.488,1
Si,0.432,90.287,1
C,0.6353,27.682,0
Si,0.5821,61.293,1
Si,1.171,45.355,1
C,0.4325,105.06,1
Si,0.8632,77.573,0
C,1.071,36.624,0
Si,0.2181,98.477,1
Si,0.3816,85.896,0
C,0.7798,29.174,0
Si,0.3958,74.117,1
Si,0.8497,98.102,1
C,0.9826,40.165,0
C,0.2181,30.467,1
C,0.3299,0,0
C,0.3299,27.864,0
C,0.4315,85.225,1
Si,0.2181,150.8,1
C,0.6121,38.407,0
Si,0.4064,41.348,0
Si,0.4328,46.882,1
C,0.6125,48.797,1
C,0.4294,108.58,1
Si,0.8418,42.046,0
Si,0.6457,57.776,1
Si,0.8168,60.342,1
Si,0.9448,55.276,0
C,1.139,32.176,0
C,0.2181,118.64,1
Si,0.4029,95.977,0
C,0.618,31.099,0
C,0.2181,44.851,1
C,0.3734,31.021,0
Si,0.4292,43.348,1
Si,0.6059,52.443,1
C,0.2181,115.07,1
Si,0.3834,93.796,0
Si,0.4275,62.924,1
C,0.2181,53.837,1
C,0.352,25.996,0
Si,0.6161,89.174,1
C,0.7381,46.817,0
Si,0.2181,108.63,1
C,0.796,33.489,0
C,0.2181,90.611,1
C,0.4261,25.564,1
Si,0.6405,49.321,1
C,0.9934,36.299,1
Si,1.177,49.567,1
C,0.4325,47.765,1
C,0.2181,50.153,1
Si,0.4286,44.674,1
C,0.2181,88.951,1
Si,0.3715,68.592,0
Si,0.4261,67.103,1
Si,0.6172,53.832,0
C,0.4311,123.48,1
C,1.028,59.709,0
C,0.2181,72.168,1
Si,0.4114,42.382,0
Si,0.5818,51.244,1
Si,1.042,82.628,1
C,1.188,55.495,0
C,0.2181,105.75,1
C,0.3836,67.518,0
Si,0.7541,41.751,0
Si,0.2181,45.957,1
C,0.8416,61.604,1
Si,0.4342,136.49,1
C,0.9215,76.136,0
Si,0.2181,100.48,1
Si,0.5684,45.714,0
C,0.7345,37.906,0
C,0.3839,31.034,0
Si,0.2181,71.445,1
C,0.2181,99.831,1
C,0.403,86.251,0
C,0.7888,40.571,0
C,0.6188,44.076,1
Si,0.2181,79.493,1
C,0.3118,31.775,0
C,0.3945,0.28588,0
C,0.3945,31.49,0
C,0.2181,34.789,1
C,0.6144,61.444,1
Si,0.4315,83.252,1
Si,0.738,43.28,0
Si,0.2181,66.237,1
C,0.5706,36.667,1
Si,0.2181,70.072,1
C,0.2181,81.2,1
Si,0.3818,64.532,0
Si,0.7852,49.195,0
C,0.4263,66.372,1
C,0.6322,25.266,1
C,0.2181,83.52,1
C,0.4071,71.588,0
C,0.9353,0,0
C,0.9353,26.705,0
Si,0.4261,41.117,1
Si,0.4298,68.137,1
Si,0.8582,0,0
Si,0.8582,46.127,0
C,1.275,25.203,0
C,0.5848,63.087,1
Si,0.2181,49.932,1
Si,0.3772,45.194,0
C,0.2181,25.336,1
Si,0.4322,41.677,1
Si,0.7872,52.245,1
Si,0.4302,41.373,1
C,0.6054,86.44,1
C,0.9294,0,0
C,0.9294,55.101,0
Si,0.2181,66.094,1
C,0.3264,54.292,0
C,0.4078,77.092,1
C,0.4348,109.59,1
C,0.6404,35.13,1
Si,0.9572,45.331,1
C,1.062,34.252,0
C,0.2181,61.474,1
C,0.312,48.006,0
C,0.4277,50.677,1
C,0.2181,128.55,1
Si,0.5687,56.212,0
C,0.7535,43.944,0
Si,0.4151,46.52,0
Si,0.4347,121.32,1
C,0.4201,98.789,1
Si,0.2181,109.81,1
C,0.436,62.759,0
Si,0.2181,107.94,1
C,0.3343,57.757,0
C,0.2181,62.046,1
C,0.3958,36.145,0
Si,0.6337,55.473,1
C,0.7388,46.433,0
C,0.2181,26.284,1
Si,0.6378,64.676,1
Si,0.2181,114.82,1
C,0.6044,34.171,0
C,0.4347,43.539,1
Si,1.054,42.802,1
Si,0.43,98.031,1
Si,0.6492,52.645,0
Si,0.9455,0,0
Si,0.9455,42.017,0
C,1.147,32.833,0
Si,0.6456,42.493,1
C,0.8562,39.641,1
C,1.127,30.73,0
Si,0.2181,131.04,1
C,0.3774,41.68,0
C,0.6476,98.917,1
C,1.383,54.639,0
Si,0.2181,146.12,1
C,0.2181,111.12,1
Si,0.3737,57.262,0
Si,0.7953,69.049,1
Si,0.6326,100.72,1
C,1.15,41.57,0
Si,0.2181,43.981,1
C,0.2956,25.056,0
Si,0.6199,59.388,1
C,0.7157,28.442,0
Si,0.823,41.245,1
Si,0.4291,138.51,1
C,0.5859,45.897,0
C,0.6373,105.27,1
Si,1.034,57.622,0
Si,1.213,0,0
Si,1.213,52.874,0
C,1.598,27.658,0
C,0.6275,28.516,1
C,0.8141,0,0
C,0.8141,25.466,0
C,0.2181,25.108,1
Si,0.4322,154.23,1
C,0.8104,49.261,0
Si,0.7414,61.224,0
Si,0.6437,46.1,1
C,0.9804,49.46,1
Si,0.8677,61.74,1
C,1.062,32.068,0
C,0.4332,54.385,1
C,0.2181,65.867,1
C,0.3271,46.08,0
Si,0.6366,79.893,1
Si,0.8309,83.358,1
Si,0.9627,50.154,0
Si,0.2181,122.82,1
Si,0.324,117.01,0
C,1.078,27.69,0
C,0.7008,26.977,0
C,0.3849,51.185,1
C,0.8262,70.365,1
C,0.9982,38.493,1
Si,0.2181,176.8,1
C,0.4622,58.715,0
C,0.4604,69.079,0
C,0.5405,35.945,0
C,0.6444,77.446,1
C,1.098,31.434,0
Si,0.8555,46.817,1
C,0.4345,30.433,1
C,0.8593,45.664,1
C,0.4344,30.421,1
Si,0.6401,70.367,1
C,0.7863,28.269,0
Si,0.2181,40.619,1
Si,0.4191,113.07,1
C,0.6842,30.753,0
Si,0.6504,86.653,1
C,0.7889,46.427,0
Si,0.8175,94.756,1
C,1.092,26.083,0
C,0.2181,89.416,1
C,0.3435,54.126,0
C,0.6245,47.766,1
C,1.042,26.027,0
C,0.4344,106.65,1
Si,0.9324,56.039,0
Si,1.11,41.152,0
Si,1.296,68.759,1
Si,1.411,45.078,0
Si,0.2181,152.76,1
C,0.5186,47.232,0
C,0.6292,25.869,0
Si,0.4105,46.367,0
Si,0.6451,58.885,1
C,0.8439,31.401,1
Si,0.4329,89.078,1
C,0.51,37.596,0
Si,0.6271,65.956,1
Si,0.2181,102.13,1
C,0.3734,65.399,0
C,0.3915,45.564,1
C,0.2181,128.95,1
C,0.4304,122.51,0
Si,0.4305,47.029,1
C,0.6483,63.866,1
Si,1.065,45.284,1
Si,0.4338,141.13,1
C,1.084,28.491,0
Si,0.2181,127.56,1
C,0.288,98.495,0
C,0.4485,29.456,0
Si,0.3805,49.272,1
C,0.4633,25.625,0
C,0.2181,118.7,1
C,0.4262,76.486,0
C,0.2181,27.82,1
C,0.4321,46.235,1
C,0.6492,47.455,1
Si,0.2181,96.203,1
C,0.4004,32.404,0
Si,0.6346,51.318,1
C,0.2181,37.083,1
C,0.3697,31.703,0
Si,0.4303,48.084,1
Si,0.6416,48.76,1
Si,0.4333,100.57,1
Si,0.6425,56.373,1
Si,0.4336,133.13,1
C,0.8502,71.547,0
C,0.2181,62.155,1
C,0.3343,0.068792,0
C,0.3343,29.613,0
C,0.4336,53.243,1
Si,0.6325,56.198,1
Si,0.2181,92.211,1
C,0.426,48.984,0
C,0.2181,77.412,1
C,0.3337,0,0
C,0.3337,72.252,0
C,0.7489,51.417,0
C,0.4265,61.895,1
C,0.2181,120.15,1
Si,0.4056,97.991,0
Si,0.622,78.266,0
C,0.8166,58.45,0
C,0.4302,44.101,1
Si,0.2181,46.39,1
Si,0.8433,68.881,1
Si,0.2181,88.604,1
C,0.5607,31.545,0
Si,0.4336,74.354,1
Si,0.4263,70.726,1
C,0.517,26.468,0
Si,0.6327,57.995,1
Si,0.7561,42.005,0
C,0.2181,124.56,1
C,0.4318,90.512,0
C,0.6306,34.069,1
Si,0.6459,73.52,1
C,0.7981,34.246,0
C,0.2181,78.05,1
Si,0.3995,54.831,0
C,0.2181,100.65,1
Si,0.2181,65.228,1
C,0.4087,53.65,0
C,0.41,82.394,1
C,1.039,27.212,0
C,0.2181,45.285,1
C,0.2942,0.68386,0
C,0.2942,42.601,0
Si,0.4295,101.9,1
C,0.5391,25.786,0
C,0.6411,44.774,1
Si,0.2181,41.174,1
C,0.4315,80.176,1
Si,0.4305,80.414,1
C,0.5205,39.482,0
C,0.828,36.659,1
Si,0.2181,116.57,1
Si,0.387,63.817,0
C,0.4346,29.641,1
Si,0.8673,117.53,1
Si,0.2181,60.937,1
C,0.4307,111.22,1
Si,1.061,46.796,0
C,0.4338,68.26,1
C,0.7623,0.40046,0
C,0.7623,55.667,0
C,0.2181,48.149,1
C,0.819,34.516,1
C,0.2181,51.925,1
C,0.3152,44.803,0
Si,0.4287,46.987,1
C,0.4324,89.697,1
Si,0.8512,58.042,1
C,0.2181,32.629,1
C,0.3568,0,0
C,0.3568,28.994,0
C,0.4312,71.555,1
C,0.4231,79.452,1
C,1.36,28.417,0
C,0.5979,28.218,1
C,0.2181,97.187,1
Si,0.2181,54.964,1
Si,0.2181,98.01,1
C,0.3343,44.628,0
C,1.258,33.714,1
Si,0.2181,48.161,1
C,0.4158,30.505,1
C,0.835,53.904,1
Si,0.4296,50.892,1
Si,0.2181,137.2,1
Si,0.588,55.866,0
C,0.2181,45.53,1
C,0.3306,0.13542,0
C,0.3306,43.394,0
Si,0.4295,111.48,1
C,0.6207,45.505,0
C,0.5281,26.925,0
C,0.2181,44.027,1
Si,0.6441,74.79,1
C,0.7402,33.449,0
C,0.2181,30.183,1
C,0.848,47.586,1
C,1.052,57.285,1
C,0.8419,77.578,1
C,1.202,40.822,0
Si,0.4301,134.01,1
Si,0.5465,62.497,0
Si,0.6009,43.657,1
Si,0.2181,68.499,1
Si,0.7463,41.945,1
C,0.8973,26.583,0
Si,0.2181,131.51,1
Si,0.7598,60.932,0
C,0.2181,25.385,1
C,0.4322,29.872,1
Si,0.6491,54.676,1
C,0.7039,31.145,0
Si,0.8451,58.742,1
Si,0.6391,42.952,1
C,0.846,55.563,1
Si,0.4244,89.214,1
C,0.6273,51.254,1
C,0.2181,48.045,1
C,0.3577,42.369,0
Si,0.4292,65.441,1
Si,0.6131,41.199,0
Si,0.5823,70.999,1
C,0.2181,75.524,1
C,0.4026,33.054,0
C,0.535,0.92712,0
C,0.535,32.127,0
Si,0.6306,42.58,1
C,0.7567,30.387,1
C,0.6442,41.898,1
C,0.8461,25.67,0
Si,0.8303,40.831,1
C,0.4309,80.533,1
C,0.6285,39.351,0
Si,0.2181,112.04,1
Si,0.2708,72.141,0
Si,0.2181,52.086,1
C,0.2767,40.393,0
C,0.426,0.29309,0
C,0.426,35.425,0
Si,0.8093,46.841,1
Si,0.2181,63.177,1
Si,0.5395,55.889,1
Si,0.2181,73.61,1
C,0.271,45.234,0
C,0.3523,36.479,0
C,0.4844,28.212,0
C,0.6132,30.6,1
Si,0.8464,49.582,1
C,1.019,26.812,1
Si,1.187,51.002,1
C,0.2181,28.8,1
C,0.6361,68.989,1
Si,0.8443,42.902,1
C,0.2181,132.62,1
Si,0.4147,102.07,0
C,0.6235,33.406,0
C,0.2181,33.533,1
C,0.2181,47.592,1
C,0.3693,33.363,0
C,0.4289,38.036,1
Si,0.6285,70.04,1
C,0.785,36.629,0
Si,0.2181,96.15,1
Si,0.3078,54.722,0
C,0.401,40.542,0
Si,0.3953,45.98,1
C,0.4825,29.831,1
Si,0.2181,129.58,1
Si,0.3804,88.971,0
Si,0.2181,78.518,1
Si,0.4345,85.11,1
C,0.6007,30.335,1
Si,0.434,128.76,1
C,0.8395,31.999,0
C,0.6359,76.406,0
C,0.628,26.336,1
C,0.8317,63.336,1
Si,0.2181,152.31,1
Si,0.3346,103.48,0
Si,0.4685,40.166,0
C,0.8318,40.82,1
C,0.2181,32.841,1
Si,0.4311,78.562,1
Si,0.5129,48.449,0
Si,0.6295,52.916,1
C,0.2181,51.888,1
C,0.4287,33.796,1
Si,0.6191,64.474,1
Si,0.2181,92.811,1
Si,0.4113,71.409,0
Si,0.3957,61.683,1
C,1.22,25.347,1
C,0.4333,34.142,1
C,0.6488,47.609,1
C,0.8453,29.158,1
C,0.2181,36.896,1
C,0.2883,0.73829,0
C,0.2883,29.812,0
C,0.4223,0,0
C,0.4223,29.487,0
C,0.6376,66.095,1
Si,0.2181,150.7,1
Si,0.2871,133.24,0
Si,0.4307,60.686,0
Si,0.5432,49.581,0
C,0.4208,47.197,1
Si,0.4338,133.97,1
C,0.5655,83.1,0
C,0.8619,25.285,0
Si,0.2181,123.97,1
Si,0.8469,0,0
Si,0.8469,64.691,0
C,1.209,29.655,0
C,0.2181,55.517,1
C,0.3282,0,0
C,0.3282,30.34,0
Si,0.8299,46.145,1
Si,0.4217,70.451,1
C,0.5573,50.692,1
Si,0.2181,50.79,1
C,0.5795,67.786,1
C,0.7227,54.197,0
C,0.4322,76.466,1
Si,0.8384,73.872,1
Si,0.4274,87.381,1
Si,0.6454,104.55,1
C,0.7511,28.09,0
C,0.6166,0.93279,0
C,0.6166,25.157,0
C,0.8164,33.515,0
C,0.4342,76.157,1
C,0.5856,45.371,0
C,0.6064,35.593,1
Si,0.2181,123.85,1
Si,0.2676,79.365,0
C,0.3309,65.607,0
C,0.2181,110.47,1
Si,0.3726,60.701,0
C,0.527,32.507,0
C,0.2181,76.322,1
C,0.3988,39.95,0
C,0.4263,28.135,1
Si,0.6416,44.465,1
Si,0.2181,88.298,1
C,0.3929,41.038,0
Si,0.2181,116.59,1
Si,0.4237,88.883,0
C,0.3879,46.405,1
Si,0.2181,49.142,1
C,0.4153,41.931,1
Si,0.5803,75.91,1
C,0.7108,38.227,0
C,0.2181,25.675,1
Si,0.8337,47.446,1
C,0.2181,121.79,1
C,0.4027,0,0
C,0.4027,119.69,0
Si,0.4301,56.775,1
Si,0.2181,154.48,1
C,0.3849,89.162,0
C,0.4305,90.739,1
Si,0.6508,90.366,1
Si,0.7048,45.779,0
Si,0.2181,59.863,1
Si,0.3001,47.117,0
Si,0.428,41.482,0
Si,0.6235,97.945,1
Si,1.088,55.614,0
C,1.275,28.494,0
Si,0.2181,102.58,1
C,0.407,51.33,0
C,0.3225,36.007,0
C,0.7548,40.917,1
C,1.025,50.511,1
Si,0.434,112.28,1
C,0.973,38.843,0
C,0.8087,29.272,0
Si,0.7519,53.959,1
C,0.2181,98.892,1
C,0.3689,78.692,0
C,0.4265,35.508,1
C,0.4347,80.709,1
Si,0.7161,45.049,0
Si,1.067,46.185,1
Si,0.2181,88.913,1
C,0.3013,25.667,0
Si,0.2181,53.074,1
C,0.7497,44.813,1
C,0.2181,96.71,1
Si,0.3667,79.412,0
Si,0.5845,51.533,0
C,0.7601,28.879,0
Si,0.4263,79.832,1
C,0.7338,28.429,0
C,0.2181,94.616,1
C,0.3646,0,0
C,0.3646,86.447,0
C,0.9486,45.795,0
Si,0.4262,49.54,1
Si,0.648,40.365,1
C,1.038,48.936,1
C,1.393,0,0
C,1.393,27.081,0
Si,0.2181,84.689,1
Si,0.2619,72.219,0
C,0.4871,37.314,0
Si,0.6016,88.44,1
Si,0.7436,43.328,0
C,0.6456,39.263,1
Si,0.8377,46.527,1
Si,0.4343,177.51,1
C,0.9761,65.285,0
C,1.375,27.862,0
C,0.7962,43.859,0
Si,0.4327,80.355,1
Si,0.573,53.022,0
Si,0.2181,52.052,1
Si,0.5981,74.094,1
C,0.2181,41.959,1
C,0.3721,0,0
C,0.3721,39.001,0
Si,0.4299,60.681,1
Si,0.6186,0,0
Si,0.6186,43.597,0
Si,0.4342,48.391,1
C,0.6251,77.691,1
Si,0.4249,93.263,1
C,0.5262,69.787,0
Si,0.6095,58.904,1
Si,0.7299,40.868,0
C,0.8693,29.287,0
C,0.4318,81.69,1
Si,0.595,59.276,0
Si,0.6485,77.827,1
Si,0.2181,136.45,1
C,0.3429,89.269,0
C,0.4697,42.005,0
C,0.4205,33.94,0
Si,0.2181,62.857,1
C,0.4112,45.208,0
C,0.6092,37.616,0
Si,0.8331,68.642,1
C,0.4347,27.687,1
Si,1.045,56.287,1
C,0.2181,132.62,1
Si,0.4347,109.33,0
C,0.6524,35.225,0
C,0.7874,29.787,0
Si,0.4355,49.64,1
Si,0.2181,68.48,1
C,0.4165,49.053,0
Si,0.434,93.421,1
C,0.5656,39.31,0
Si,0.2181,132.72,1
Si,0.4216,119.68,0
C,0.8432,39.154,0
C,0.3816,44.908,1
C,0.853,44.497,1
C,1.059,39.029,1
C,0.4336,27.827,1
C,0.8295,52.466,1
C,0.2181,65.609,1
C,0.6419,73.143,1
C,0.2181,98.003,1
C,0.3639,0.11853,0
C,0.3639,95.885,0
Si,0.5817,55.374,0
Si,0.4264,71.24,1
Si,0.5724,65.264,0
Si,0.7712,42.744,0
C,0.2181,101.07,1
Si,0.3839,72.315,0
Si,0.4262,44.221,1
Si,1.237,69.224,1
Si,0.2181,66.476,1
C,0.5891,25.368,0
C,0.4019,32.361,0
C,0.4094,46.606,1
C,0.6212,48.296,1
C,0.6492,82.563,1
C,0.9788,47.571,0
Si,0.863,52.503,1
C,0.4341,43.604,1
Si,0.6409,48.02,1
C,0.7343,27.587,0
Si,0.2181,45.552,1
C,0.2514,36.357,0
C,0.3733,0,0
C,0.3733,35.129,0
Si,0.4181,121.31,1
