# Nions = 10000
Atom,Depth (nm),Energy (eV),Primary
C,0.2181,117.53,1
Si,0.3906,58.969,0
Si,0.4314,119.63,1
C,0.5812,56.593,0
C,0.2181,129.39,1
Si,1.085,81.003,0
Si,1.275,62.543,0
Si,0.2181,136.17,1
Si,0.3809,54.118,0
C,0.2746,64.832,0
C,0.3366,0,0
C,0.3366,59.027,0
C,0.4334,41.554,1
C,0.8168,44.464,1
Si,1.07,43.293,1
C,1.386,28.04,1
C,0.2181,91.793,1
C,0.4206,0,0
C,0.4206,89.726,0
C,1.056,37.374,0
Si,0.4261,89.26,1
C,0.4295,58.163,1
C,0.2181,34.799,1
C,0.6376,65.737,1
C,0.2181,84.472,1
C,0.4005,73.92,0
Si,0.4262,41.829,1
C,0.6086,58.701,1
Si,0.2181,176.43,1
Si,0.4147,134.3,0
Si,0.5999,99.905,0
C,1.076,39.193,0
C,0.9589,35.016,0
C,0.4316,78.181,1
C,0.7695,27.013,0
Si,0.2181,193.64,1
Si,0.6293,102.98,0
C,0.8221,79.043,0
C,0.4324,67.326,0
Si,0.2181,57.132,1
C,0.5622,39.406,1
C,0.7105,30.56,0
Si,0.2181,163.84,1
Si,0.6853,53.131,0
C,0.3302,27.156,0
Si,0.2181,113.98,1
Si,0.6562,0,0
Si,0.6562,40.51,0
C,0.2967,52.463,0
Si,0.2181,53.176,1
Si,0.4,43.73,0
Si,0.4136,43.263,1
Si,0.6094,50.704,1
Si,0.2181,71.669,1
C,0.5717,41.876,1
C,0.2181,133.33,1
C,0.7382,66.365,0
C,0.6459,87.485,1
C,0.2181,100.43,1
C,0.6181,49.058,1
C,0.8091,32.443,0
C,0.2181,100.6,1
Si,0.3822,73.188,0
C,0.5788,33.631,0
Si,0.4262,45.724,1
C,0.5853,35.71,0
Si,0.5814,45.903,1
Si,0.629,49.136,1
C,0.7631,58.058,1
C,0.6262,44,1
Si,0.8573,85.516,1
C,0.9639,45.59,0
C,0.2181,30.682,1
Si,0.6361,49.434,1
C,0.2181,52.896,1
C,0.3639,31.62,0
C,0.6386,40.141,1
Si,0.2181,56.315,1
C,0.4122,43.273,1
C,0.2181,76.282,1
C,0.8449,30.337,1
Si,0.2181,143.33,1
C,0.7174,44.212,0
Si,0.3078,50.263,0
C,0.626,34.824,1
C,0.7331,26.795,0
C,0.4288,69.624,1
Si,0.5915,47.719,0
C,0.7798,34.945,0
Si,0.6265,40.066,1
C,0.2181,39.203,1
C,0.3043,0,0
C,0.3043,36.624,0
Si,0.4303,59.681,1
C,0.6061,30.189,0
C,0.2181,115.79,1
C,0.6455,30.694,1
C,0.2181,40.639,1
Si,0.7737,43.467,1
Si,0.4339,74.517,1
C,0.643,29.105,0
Si,0.5998,53.368,1
Si,0.6373,112.67,1
C,0.8043,43.37,0
Si,0.4303,109.94,1
Si,0.4337,85.008,1
C,0.5513,54.498,0
C,0.6246,26.865,1
C,0.2181,102.83,1
Si,0.3719,81.189,0
C,0.758,34.54,0
C,0.4263,55.365,1
C,0.4336,28.967,1
Si,0.6455,81.893,1
Si,0.743,43.406,0
C,0.4338,112.2,1
Si,0.4318,51.288,1
Si,0.9355,40.843,1
C,0.6236,47.156,1
Si,0.2181,62.239,1
Si,0.2447,40.659,0
C,0.4112,39.677,1
C,0.2181,47.044,1
Si,0.4293,51.34,1
Si,0.828,59.576,1
Si,0.4293,121.71,1
C,0.6085,59.158,0
C,0.6423,52.126,1
C,0.2181,127.91,1
C,0.4357,0,0
C,0.4357,120.59,0
Si,1.031,82.589,0
C,1.241,49.88,0
Si,0.4305,71.256,1
C,0.6215,55.613,1
C,0.2181,49.33,1
C,1.02,26.675,1
Si,0.842,47.501,1
C,1.055,57.839,1
C,0.2181,131.85,1
C,0.4312,63.61,0
C,0.685,39.721,0
C,0.8041,0,0
C,0.8041,35.24,0
Si,0.4301,70.864,1
Si,0.4311,90.461,1
Si,0.6446,43.759,0
C,0.6206,34.875,1
Si,0.2181,97.213,1
Si,0.3757,57.367,0
C,0.4812,37.94,0
Si,0.2181,68.147,1
Si,0.2517,52.737,0
Si,0.3114,0,0
Si,0.3114,50.704,0
C,0.4875,40.926,0
C,0.4069,44.906,1
C,0.2181,87.912,1
Si,0.3749,69.967,0
Si,0.5834,40.42,1
C,0.6419,93.42,1
C,0.838,89.478,0
C,1.5,25.503,0
C,0.2181,86.459,1
Si,0.3596,43.871,0
Si,0.2181,164.09,1
C,0.3776,131.3,0
C,0.2181,63.988,1
C,0.4243,56.378,1
C,0.8538,25.016,1
Si,0.4335,76.691,1
C,0.5071,28.323,0
Si,0.6282,60.269,1
Si,0.8895,0,0
Si,0.8895,49.863,0
C,1.102,34.029,0
C,0.6492,71.722,1
Si,0.8495,76.607,1
C,1.001,40.22,0
C,0.2181,28.467,1
C,0.3179,0,0
C,0.3179,26.171,0
C,0.4315,85.699,1
C,0.624,28.799,1
Si,0.4337,156.71,1
C,0.7041,38.442,0
C,0.7915,0,0
C,0.7915,32.306,0
C,0.4348,62.165,1
C,0.2181,102.63,1
C,0.641,33.198,1
C,0.2181,118.12,1
C,0.4069,111.35,0
C,1.181,25.949,0
Si,0.2181,90.675,1
C,0.3147,41.449,0
Si,1.158,41.761,1
C,0.2181,110.96,1
Si,0.4334,83.401,0
Si,0.6415,49.403,0
C,0.806,27.446,0
C,0.4327,99.53,1
C,0.6415,47.196,1
Si,0.6362,101.71,1
Si,0.4269,154.54,1
C,0.586,78.588,0
C,0.8448,0,0
C,0.8448,61.731,0
Si,0.2181,137.25,1
C,0.2858,91.986,0
C,0.3799,34.79,1
C,0.2181,130.5,1
Si,0.4285,85.438,0
C,0.7571,46.223,0
C,1.096,26.605,0
C,0.4335,112.68,1
Si,0.2181,137.09,1
C,0.357,97.451,0
C,0.7591,25.552,0
C,0.6173,29.21,0
C,0.7826,44.071,1
C,0.2181,86.769,1
C,0.4026,0,0
C,0.4026,84.737,0
C,0.9582,36.55,0
Si,0.4261,87.227,1
Si,0.5888,54.567,0
Si,0.7402,41.841,0
C,0.4322,32.39,1
Si,0.6385,47.833,1
Si,0.7853,41.821,1
C,0.4318,99.296,1
Si,0.6008,47.953,0
Si,0.2181,73.699,1
Si,0.2539,46.791,0
Si,0.4064,45.573,1
Si,0.2181,139.42,1
C,0.7076,29.726,0
Si,0.3142,76.755,0
Si,0.4098,43.801,0
Si,0.3791,41.092,1
C,0.6315,88.391,1
C,0.8493,63.921,1
C,1.129,36.982,0
C,0.2181,50.2,1
Si,0.6189,64.397,1
C,0.2181,30.286,1
C,0.4312,46.557,1
Si,0.4208,56.695,1
Si,0.6012,47.779,0
C,0.7945,29.396,0
Si,0.5636,42.95,1
C,0.2181,98.093,1
C,0.3708,0,0
C,0.3708,91.279,0
C,0.89,34.617,0
Si,0.4261,46.991,1
C,1.259,57.513,1
C,1.953,34.259,0
C,0.2181,50.128,1
C,0.3414,28.089,0
Si,0.8307,52.514,1
Si,0.2181,174.28,1
C,0.3999,67.298,0
C,1.005,49.331,1
Si,0.4295,144.7,1
C,0.2181,82.985,1
C,1.003,31.607,1
C,0.2181,93.763,1
Si,0.4274,65.925,0
Si,0.6279,53.292,0
Si,0.2181,168.96,1
Si,0.4157,41.895,0
C,0.3341,87.497,0
Si,0.2181,65.158,1
Si,0.3934,41.449,0
Si,0.41,61.829,1
C,0.5478,28.156,0
C,0.4242,91.657,1
C,0.823,61.433,0
C,0.4307,63.715,1
C,0.8429,36.622,0
C,0.6202,35.595,1
C,0.8325,31.785,1
C,0.2181,50.464,1
Si,0.6328,90.927,1
C,0.8546,28.134,0
Si,0.2181,66.451,1
C,0.2743,34.197,0
Si,0.2181,56.744,1
Si,0.3936,48.12,0
C,0.412,72.223,1
C,0.4321,39.302,1
Si,0.2181,53.477,1
C,0.7814,33.734,1
C,0.2181,49.446,1
C,1.047,44.88,1
C,1.264,35.777,0
C,0.629,72.491,1
Si,0.2181,87.578,1
C,0.4028,50.018,0
C,0.5724,30.566,0
C,0.4005,45.106,1
C,0.6404,65.438,1
C,0.8565,57.805,1
C,1.481,0,0
C,1.481,37.49,0
Si,0.2181,80.733,1
C,0.2626,31.919,0
C,0.2181,91.822,1
C,0.3645,41.55,0
C,0.4261,28.691,1
Si,0.434,95.372,1
C,0.4339,99.884,1
Si,1.048,69.682,0
C,0.6505,37.08,1
C,0.6456,36.258,1
Si,0.8589,54.988,1
C,1.045,37.417,0
Si,0.2181,45.249,1
C,0.4171,43.838,1
C,0.4343,52.058,1
C,0.8284,67.297,1
C,0.4347,36.037,1
Si,0.6468,74.973,1
C,0.4346,58.893,1
C,0.8312,26.607,1
Si,1,68.188,1
Si,0.6474,45.153,1
Si,0.4337,146.56,1
C,0.589,49.872,0
Si,1.007,97.327,1
C,0.2181,45.039,1
C,0.361,34.601,0
Si,0.4292,51.378,1
C,0.5325,40.055,0
C,0.7208,31.551,0
C,0.7232,27.93,1
Si,0.4253,73.39,1
C,0.2181,124.69,1
C,1.208,0,0
C,1.208,39.037,0
Si,0.2181,70.195,1
Si,0.5857,43.266,1
Si,0.2181,66.96,1
Si,0.5946,50.961,1
Si,0.8,0,0
Si,0.8,48.738,0
Si,0.429,43.667,1
Si,1.07,40.425,1
Si,0.8596,88.272,1
C,0.9566,70.205,0
C,1.564,0,0
C,1.564,33.583,0
C,1.243,28.077,1
Si,0.6377,43.698,1
Si,0.4303,124.62,1
C,0.5747,28.366,0
Si,0.868,48.564,1
Si,0.2181,140.86,1
C,0.3185,114.28,0
C,1.053,30.835,0
C,0.3786,33.825,1
Si,0.4259,139.35,1
C,0.9181,26.281,0
Si,0.5882,69.76,0
Si,0.7185,40.046,0
C,0.8428,29.436,0
Si,0.7732,78.435,1
Si,0.9305,60.575,0
C,1.105,43.521,0
Si,0.2181,168.83,1
C,0.3699,84.395,0
Si,0.5106,65.376,0
Si,0.2181,92.329,1
Si,0.2802,72.141,0
Si,0.3985,43.382,1
Si,0.2181,143,1
C,0.2005,45.254,0
C,0.004063,0,0
C,0.004063,45.03,0
Si,0.303,86.318,0
Si,0.3974,40.729,0
Si,0.2181,51.845,1
Si,0.2181,69.7,1
C,0.3988,31.79,0
C,0.2181,82.526,1
Si,0.3968,42.095,0
C,0.555,25.456,0
Si,0.6323,40.379,1
Si,0.2181,117.33,1
Si,0.3192,61.778,0
C,1.072,43.855,1
C,0.4274,31.706,1
Si,0.6234,68.013,1
Si,0.2181,136.8,1
C,0.5745,25.6,0
Si,0.3869,57.591,0
Si,0.2181,54.221,1
Si,0.3225,46.387,0
Si,0.4131,68.199,1
C,0.8359,28.698,1
Si,0.2181,97.922,1
C,0.4344,50.696,0
Si,0.5234,40.456,1
Si,0.4197,69.888,1
C,0.5257,40.302,0
Si,0.2181,167.8,1
C,0.5365,31.209,0
Si,0.4097,60.898,0
C,0.3321,46.042,0
C,0.4067,35.888,0
Si,0.2181,67.54,1
Si,0.6167,40.279,1
C,0.2181,64.491,1
C,0.5637,40.073,0
Si,0.8374,40.387,1
Si,0.2181,47.592,1
C,0.3943,31.999,0
Si,0.7829,41.338,1
C,0.2181,84.703,1
C,0.3624,74.083,0
Si,0.4262,61.592,1
Si,0.4306,58.296,1
Si,0.9411,45.434,1
C,1.086,31.926,0
Si,0.2181,40.186,1
C,0.4193,43.548,1
C,0.5918,50.056,1
C,0.2181,49.87,1
C,0.3476,0,0
C,0.3476,45.503,0
Si,0.4286,74.889,1
C,0.2181,100.31,1
C,0.4139,87.032,0
Si,0.4266,49.74,1
Si,0.5824,0,0
Si,0.5824,45.358,0
C,0.7824,28.948,0
Si,0.2181,101.84,1
C,0.3905,40.092,0
Si,0.3916,43.391,1
Si,0.6368,59.316,1
C,0.8531,39.315,0
Si,0.8244,115.46,1
Si,0.6494,94.161,1
C,1.138,30.56,0
Si,0.9454,44.322,1
Si,0.4339,45.235,1
C,0.6313,27.672,1
C,0.8393,49.68,1
Si,0.2181,128.21,1
Si,0.3822,43.532,0
C,0.6526,48.312,1
C,1.061,41.133,1
C,0.2181,99.19,1
Si,0.2181,42.766,1
Si,0.4192,69.242,1
Si,0.581,69.213,1
Si,0.6875,59.135,0
C,0.4288,84.006,1
C,0.608,51.973,0
Si,0.4348,78.003,1
Si,0.4943,47.562,0
C,0.7858,26.214,1
C,0.4272,61.351,1
C,0.4325,77.132,1
Si,0.847,47.023,1
Si,0.4306,74.445,1
C,0.5255,60.498,0
C,0.7269,29.414,0
Si,0.2181,92.485,1
C,0.3514,50.535,0
Si,0.3959,49.663,1
Si,0.2181,41.627,1
Si,0.419,73.555,1
C,0.6779,34.432,0
C,0.8663,40.978,1
Si,0.2181,92.94,1
C,0.6159,40.408,0
C,0.4315,35.46,0
C,0.5647,52.241,1
C,0.2181,67.03,1
C,0.4094,0.33648,0
C,0.4094,58.761,0
C,0.4269,55.455,1
Si,0.2181,95.144,1
C,0.4945,26.42,0
C,0.3359,44.059,0
C,0.3301,0,0
C,0.3301,26.518,0
Si,0.2181,42.821,1
C,0.4181,69.974,1
Si,0.5842,63.348,1
Si,0.6879,55.203,0
Si,0.6293,46.916,1
C,0.2181,53.088,1
Si,1.013,42.586,1
Si,0.6399,50.418,1
Si,0.8376,78.627,1
Si,0.6442,81.608,1
Si,0.4282,49.188,1
Si,0.506,0,0
Si,0.506,45.37,0
Si,0.6392,76.842,1
C,1.029,44.137,0
Si,0.6373,75.876,1
Si,0.4348,87.269,1
C,1.03,39.944,0
C,0.6023,58.616,1
Si,0.4227,75.506,1
C,0.5639,53.546,1
Si,0.4244,96.018,1
Si,0.7799,61.169,0
C,1.178,33.094,0
C,0.2181,79.331,1
C,0.8044,44.247,1
C,0.2181,26.986,1
Si,0.6403,81.629,1
C,0.8316,51.863,0
C,0.4249,26.861,1
C,0.8431,50.596,1
Si,0.4341,87.534,1
C,0.6078,48.786,1
C,1.081,72.135,1
C,1.568,31.711,0
C,0.4208,52.259,1
Si,0.8252,49.168,1
C,0.9677,25.059,0
Si,0.5739,57.632,1
C,0.2181,45.925,1
C,0.6457,53.347,1
C,0.7876,0.92101,0
C,0.7876,50.426,0
C,0.6341,44.41,1
Si,0.2181,138.93,1
C,0.2181,40.897,1
C,0.3213,0.1101,0
C,0.3213,38.787,0
Si,0.4298,58.438,1
Si,0.4334,138.39,1
Si,0.7591,40.902,0
Si,0.2181,57.492,1
Si,0.9577,55.533,1
Si,0.2181,115.9,1
C,0.6357,56.208,0
Si,0.2181,105.11,1
Si,0.3768,90.579,0
C,0.5678,27.09,0
C,0.3901,45.868,1
C,0.563,38.037,0
Si,0.431,40.62,1
C,0.622,65.96,1
Si,0.2181,97.151,1
C,0.3112,46.448,0
Si,0.2181,169.65,1
Si,0.337,128.74,0
Si,0.6204,51.057,0
Si,0.2181,83.071,1
Si,0.3896,70.453,0
Si,0.5817,44.272,0
Si,0.4002,68.326,1
C,0.8523,49.802,1
C,0.4316,52.415,1
C,0.5587,27.377,0
Si,0.2181,43.328,1
Si,0.7772,56.185,1
C,0.432,54.867,1
C,0.4331,106.42,1
Si,0.6479,51.945,1
C,1.038,50.692,1
Si,0.2181,118.22,1
Si,0.3677,59.535,0
C,0.4647,39.204,0
C,0.319,37.701,0
C,0.6454,32.765,1
Si,0.4274,136.43,1
C,0.2181,109.09,1
Si,0.4108,51.465,0
Si,0.5668,46.098,0
C,0.4268,31.166,1
C,0.4266,57.136,1
Si,0.8067,90.649,1
C,0.6393,47.599,1
C,0.82,39.316,0
Si,1.004,70.496,1
C,1.199,33.747,0
Si,0.2181,95.751,1
Si,0.4281,0,0
Si,0.4281,91.815,0
C,0.9995,40.328,0
C,0.3944,48.695,1
Si,0.2181,141.45,1
C,0.5751,68.633,0
Si,0.4133,54.258,0
C,0.5391,42.879,0
C,0.7394,29.646,0
C,0.2181,45.617,1
Si,0.4291,89.477,1
C,0.9893,34.74,1
Si,0.2181,113.22,1
C,0.3237,33.158,0
C,0.3381,31.81,0
C,0.405,0,0
C,0.405,30.849,0
C,0.3107,42.134,0
C,0.4317,28.059,1
C,0.6455,56.098,1
Si,1.079,51.221,1
C,1.472,26.16,0
Si,0.2181,58.087,1
Si,0.2181,45.123,1
Si,0.5795,73.066,1
Si,0.7208,0,0
Si,0.7208,69.858,0
C,0.9279,29.142,0
C,0.4223,48.678,1
Si,0.7409,71.793,1
Si,0.4347,42.906,1
Si,0.8461,60.254,1
C,1.062,36.775,0
C,0.2181,139.06,1
Si,0.4294,114.92,0
Si,0.6474,85.651,0
Si,0.8356,46.26,0
Si,0.4345,50.85,1
C,0.6411,52.086,1
C,0.6403,51.397,1
Si,0.851,71.371,1
Si,0.2181,100.44,1
C,0.3619,34.877,0
Si,0.2181,152.4,1
C,0.9462,50.022,0
C,0.593,26.288,0
Si,0.4343,120.18,1
C,1.208,25.343,0
C,0.9928,26.708,0
C,0.7907,27.017,0
C,0.4226,63.96,1
C,0.7628,25.267,0
C,0.6396,64.062,1
Si,0.4247,129.44,1
Si,0.9338,54.572,0
C,0.5533,29.761,0
C,0.8153,68.892,1
C,0.2181,42.149,1
Si,0.4296,91.955,1
Si,0.5344,62.344,0
Si,0.6592,51.796,0
C,0.8304,30.009,0
Si,0.2181,157.12,1
C,0.396,27.082,0
Si,0.3851,98.85,0
C,0.6798,33.714,0
C,0.5391,26.932,0
C,1.171,44.892,1
Si,0.433,149.42,1
C,0.758,97.037,0
Si,0.9545,55.085,0
C,0.2181,110.72,1
C,0.2181,66.39,1
Si,0.3261,53.526,0
Si,0.54,42.79,0
Si,0.7342,0.47207,0
Si,0.7342,42.318,0
Si,0.427,60.607,1
C,0.5968,49.076,0
Si,0.2181,189.52,1
Si,0.482,84.643,0
C,0.6773,38.557,0
Si,0.4146,102.88,0
C,0.2181,86.23,1
C,0.3807,70.509,0
Si,1.156,41.593,0
Si,0.4261,43.296,1
C,0.2181,31.891,1
C,0.8535,56.891,1
C,1.056,50.487,1
C,0.2181,33.256,1
C,0.3618,0.5571,0
C,0.3618,30.699,0
Si,0.4311,78.374,1
C,0.648,42.892,0
Si,0.8292,80.963,1
C,1.298,33.075,0
C,0.2181,54.563,1
Si,0.2181,67.419,1
C,0.361,51.71,0
Si,0.409,41.263,1
C,0.626,28.574,1
C,0.2181,35.111,1
C,0.2835,32.024,0
C,0.4308,79.413,1
C,0.2181,36.682,1
Si,0.637,61.232,1
C,0.2181,57.25,1
C,0.4278,43.579,1
C,0.6136,36.748,1
Si,0.4305,50.44,1
C,0.6149,65.313,1
C,0.2181,85.546,1
C,0.404,0,0
C,0.404,31.77,0
C,0.5693,0,0
C,0.5693,30.906,0
C,0.7822,0,0
C,0.7822,25.371,0
Si,0.3501,50.337,0
C,0.5016,35.518,0
Si,0.4262,42.18,1
C,0.5167,29.576,0
C,0.2181,99.417,1
Si,0.3997,65.734,0
C,0.5872,31.554,0
C,0.743,25.181,1
Si,0.2181,78.471,1
C,0.6337,44.782,1
Si,0.8143,66.708,1
C,0.2181,77.016,1
Si,0.8399,46.23,1
C,0.2181,31.467,1
C,0.6348,61.124,1
C,0.4332,82.161,1
C,1.055,39.167,0
C,0.8423,37.878,1
C,0.2181,63.203,1
C,0.4021,54.407,0
Si,0.7516,46.759,1
Si,0.4214,98.329,1
C,0.2181,113.54,1
C,0.7785,60.748,0
Si,0.9736,46.687,0
C,0.434,89.714,1
C,0.8416,48.887,0
C,0.6363,42.009,1
C,0.2181,49.866,1
C,0.4281,88.47,1
C,0.6078,70.69,0
Si,0.6456,56.693,1
Si,0.2181,80.312,1
C,0.3911,51.143,0
Si,0.4014,54.544,1
C,0.7329,29.146,0
C,0.5059,26.225,1
Si,0.2181,48.795,1
Si,0.4168,51.329,1
Si,0.6273,44.818,1
Si,0.2181,44.093,1
C,0.2782,33.988,0
Si,0.418,110.96,1
C,1.019,55.856,0
Si,0.7685,47.153,1
Si,0.9165,0,0
Si,0.9165,43.635,0
Si,0.4348,58.69,1
C,0.2181,72.786,1
Si,0.3278,57.503,0
C,0.7198,31.562,0
Si,0.4268,87.035,1
C,0.8555,27.604,0
C,0.2181,65.987,1
Si,0.2181,118.06,1
C,0.5002,48.25,0
C,0.3787,25.461,0
Si,0.2181,66.897,1
Si,0.5721,83.605,1
Si,0.7003,40.404,0
Si,0.6435,47.523,1
C,0.2181,84.545,1
Si,0.8433,54.417,1
Si,0.2181,56.524,1
C,0.6272,84.079,1
C,0.8271,35.37,0
C,0.9631,0.56976,0
C,0.9631,32.801,0
Si,0.2181,44.519,1
Si,0.4185,55.331,1
Si,0.2181,46.8,1
C,0.4176,27.776,1
Si,1.06,48.628,1
Si,0.2181,72.241,1
C,0.5328,33.49,0
C,0.5809,51.147,1
Si,0.4286,48.562,1
Si,0.2181,151.18,1
Si,0.3417,87.504,0
C,0.4624,54.978,0
Si,0.2181,136.66,1
Si,0.9981,0,0
Si,0.9981,64.173,0
C,0.5983,34.488,0
C,0.4346,79.765,1
C,0.2181,63.375,1
C,0.856,42.103,1
C,0.4306,80.052,1
Si,0.6442,45.33,1
Si,0.2181,56.105,1
Si,0.4082,0,0
Si,0.4082,52.602,0
C,0.8079,26.989,0
Si,0.4123,96.203,1
C,0.5323,33.395,0
C,0.6157,38.548,1
Si,1.03,47.271,1
C,0.2181,108.19,1
C,1.03,29.793,0
Si,0.6301,65.218,1
C,0.2181,33.576,1
C,0.4307,54.8,1
Si,0.8431,52.96,1
Si,0.8461,76.492,1
Si,0.9636,63.044,0
C,1.129,42.965,0
Si,0.2181,116.34,1
C,0.6167,25.749,0
C,0.4341,69.373,0
C,0.3882,43.699,1
Si,0.4334,109.08,1
C,0.2181,25.293,1
C,0.8409,35.92,1
C,0.2181,100.36,1
C,0.3777,66.109,0
C,0.2181,53.976,1
C,0.2181,40.338,1
C,0.4301,80.615,1
Si,0.4328,68.846,1
Si,0.806,52.48,1
Si,0.6256,116.98,1
C,0.8986,80.553,0
C,1.511,25.927,0
C,0.2181,59.241,1
Si,0.2181,49.279,1
Si,0.3271,0,0
Si,0.3271,48.333,0
C,0.4166,72.057,1
Si,0.6326,40.301,1
C,0.4223,79.597,1
Si,0.5936,54.083,0
C,0.7826,28.543,0
Si,0.6399,49.624,1
C,0.7257,35.049,0
C,0.4303,56.884,1
C,0.8313,35.434,0
Si,1.053,40.762,1
C,0.2181,42.176,1
C,0.3049,31.094,0
C,0.4342,0,0
