# Nions = 10000
Atom,Depth (nm),Energy (eV),Primary
C,1.39,26.999,0
C,1.072,100.52,1
C,1.285,58.778,0
Si,0.2181,328,1
C,0.7288,31.321,0
Si,0.6586,55.556,0
Si,0.5319,46.44,0
C,0.5922,28.387,0
Si,0.2181,55.49,1
Si,0.2346,45.875,0
Si,0.4251,63.482,1
C,0.6225,29.54,0
C,0.6294,129.45,1
Si,0.8529,139.87,1
C,1.029,25.08,0
C,0.9352,29.802,0
Si,1.06,46.891,1
C,1.634,39.33,1
C,0.4332,55.052,1
C,0.582,26.409,0
Si,0.8623,146.97,1
C,1.169,27.718,0
C,0.9371,76.544,0
Si,1.051,100.22,1
C,0.641,25.755,1
Si,0.8418,62.329,1
C,1.027,99.047,1
C,1.231,32.575,0
Si,0.4339,215.71,1
C,0.77,125.67,0
C,1.363,32.183,0
Si,0.8009,80.75,1
C,0.9943,65.666,0
Si,0.8899,43.367,1
Si,0.2181,83.74,1
C,0.6149,60.286,1
C,0.7407,39.544,0
Si,0.983,70.762,1
C,1.089,40.852,1
C,0.2181,49.926,1
C,0.8401,58.182,1
C,1.024,27.896,0
Si,1.017,43.541,1
C,1.173,109.12,1
Si,1.315,51.052,1
Si,0.4348,64.583,1
C,1.493,69.865,1
C,1.625,45.968,0
C,1.917,31.329,1
C,0.8363,178.19,1
C,1.13,29.822,0
C,1.014,57.651,0
Si,1.106,61.957,1
C,0.4337,58.368,1
C,1.06,85.852,1
Si,1.253,64.286,1
C,1.401,37.545,0
C,0.846,123.99,1
C,1.18,31.948,0
Si,1.031,43.552,1
Si,1.817,47.697,1
C,1.934,37.63,0
C,0.2181,177.48,1
C,0.4239,0,0
C,0.4239,175.08,0
C,1.523,76.019,0
Si,0.4261,56.187,1
C,1.316,41.84,1
C,0.4353,26.999,1
Si,0.8691,121.86,1
Si,1.291,40.769,0
C,1.48,62.701,1
C,0.2181,259.46,1
Si,0.4295,211.8,0
C,1.271,30.298,0
C,0.6453,74.598,0
Si,0.4329,98.104,1
Si,0.6828,55.176,0
Si,0.4355,40.991,1
Si,0.64,163.09,1
Si,1.065,120.16,0
Si,1.576,58.611,0
C,0.89,25.535,1
Si,0.6482,59.182,1
C,0.6584,33.67,0
C,0.8584,34.234,1
C,0.4349,31.806,1
Si,0.6479,76.968,1
Si,0.8396,68.164,0
Si,1.041,44.358,0
C,1.333,122.57,1
Si,0.8605,54.109,1
Si,1.068,58.519,1
C,1.226,46.927,0
C,1.688,70.266,1
C,0.2181,85.683,1
Si,0.282,52.173,0
C,0.1998,43.144,0
C,0.6358,80.742,1
C,0.7496,48.45,0
Si,0.8373,67.992,1
Si,0.9758,76.269,1
C,0.2181,88.989,1
Si,0.3364,66.427,0
C,0.7079,28.212,0
C,0.4296,113.21,1
C,1.015,47,0
C,0.6474,47.796,1
C,0.8241,33.569,0
Si,0.8548,107.65,1
C,0.9894,81.473,0
C,0.4338,32.188,1
Si,0.6499,302.79,1
Si,1.301,102.81,0
Si,1.738,48.595,0
C,1.913,39.351,0
C,0.2181,28.639,1
Si,1.173,117.35,1
C,1.282,73.093,0
C,1.346,36.464,1
C,0.6485,52.184,1
C,1.292,88.147,1
C,1.663,30.657,0
C,1.509,35.432,1
C,1.72,29.145,1
C,0.433,50.219,1
Si,0.6494,105.79,1
C,1.214,26.913,0
C,1.206,25.109,0
C,0.8287,141.92,1
C,1.81,26.282,0
C,0.9759,39.362,1
C,1.138,25.014,1
C,0.2181,64.076,1
Si,1.437,90.249,1
C,1.516,67.019,0
C,1.669,52.019,0
Si,1.622,54.411,1
C,0.2181,238.59,1
Si,1.231,63.306,0
C,1.52,27.175,0
Si,0.6362,45.539,1
C,0.7096,35.116,0
C,1.027,43.584,1
C,1.196,35.066,0
Si,0.8397,119.58,1
Si,1.329,69.608,0
C,1.699,35.188,0
C,1.03,32.4,0
Si,0.9881,60.76,1
Si,1.329,46.128,1
C,0.2181,108.16,1
C,0.313,27.731,0
Si,0.8607,74.055,1
Si,0.6437,74.123,1
C,0.8488,76.778,1
Si,1.027,131.89,1
C,1.895,30.65,0
C,1.493,36.437,0
C,0.8634,93.456,1
C,1.403,0,0
C,1.403,69.306,0
C,1.909,34.914,0
C,1.889,44.983,1
C,0.8687,148.16,1
C,1.333,60.666,0
C,1.277,79.595,1
C,0.2181,190.75,1
C,0.3694,150.58,0
Si,0.5459,80.542,0
Si,0.7055,47.195,0
Si,0.8993,47.539,1
C,0.9729,26.493,0
Si,0.6484,83.151,1
C,0.8492,141.43,1
C,1.271,73.752,0
C,0.8994,25.15,0
Si,1.199,44.336,0
C,1.283,58.579,1
Si,0.2181,58.368,1
C,0.6122,70.338,1
C,0.8001,106.61,1
Si,1.186,57.842,0
Si,0.2181,197.16,1
Si,0.277,162.66,0
C,0.3174,26.115,0
C,0.1922,0,0
C,0.1922,26.076,0
Si,0.3873,125.06,0
Si,0.5352,79.199,0
C,0.6803,55.657,0
Si,0.3939,60.81,1
C,0.6372,28.92,0
C,0.605,80.367,1
Si,0.4331,73.959,1
Si,0.5127,52.696,0
Si,0.8235,154.14,1
Si,1.012,81.778,0
C,1.106,68.187,0
Si,0.9691,48.745,0
C,0.4333,122.39,1
C,0.7401,46.268,0
C,0.6355,29.155,1
Si,0.8302,147.88,1
Si,1.122,77.811,0
Si,0.4344,239.73,1
C,1.037,46.242,0
Si,0.6943,104.82,0
C,0.9549,65.687,0
C,0.7366,54.88,1
C,0.762,0.60732,0
C,0.762,31.729,0
Si,0.2181,324.84,1
Si,1.375,129.4,0
Si,0.9821,79.899,0
C,0.4143,35.329,0
Si,0.8646,131.71,1
Si,1.22,64.879,0
C,1.034,128.35,1
Si,1.213,54.878,0
Si,1.354,42.608,0
Si,1.17,53.436,1
Si,1.282,41.646,0
Si,0.6476,43.508,1
C,0.8354,45.257,1
C,1.24,63.161,1
C,1.367,39.046,0
Si,1.434,57.967,1
Si,1.565,86.096,1
C,1.661,26.412,0
Si,0.429,67.09,1
Si,0.5485,45.258,0
Si,0.6178,130.28,1
C,0.7067,77.3,0
Si,0.8022,73.181,1
Si,0.2181,102.69,1
Si,0.3299,83.478,0
Si,0.4157,159.14,1
Si,1.215,56.701,0
C,1.405,31.733,0
C,0.8238,46.925,0
C,0.5201,66.803,1
Si,0.4353,159.74,1
Si,0.5615,75.155,0
Si,0.6274,52.351,0
C,0.627,74.178,1
C,0.9339,54.584,1
Si,0.6233,140.69,1
C,1.199,27.155,0
C,0.7328,73.435,0
C,1.234,70.187,1
C,1.656,29.469,0
C,0.2181,48.622,1
Si,0.4322,66.32,1
C,0.6421,42.147,1
Si,0.8391,145.35,1
Si,1.082,44.227,0
Si,0.9563,65.726,0
C,0.4332,189.08,1
Si,0.605,45.273,0
Si,0.6442,112.82,1
C,0.7802,40.723,0
Si,0.2181,81.911,1
C,0.3518,45.466,0
Si,0.4192,51.266,1
Si,0.9033,121.4,1
Si,0.9944,99.542,0
Si,0.8544,41.041,1
Si,1.05,63.222,1
C,1.201,36.121,1
Si,0.2181,153.26,1
Si,0.3324,84.718,0
Si,0.6482,0,0
Si,0.6482,44.292,0
C,0.939,26.209,1
C,0.2181,69.264,1
C,0.3671,26.186,0
C,0.6457,72.891,1
Si,1.707,65.613,1
Si,0.4345,52.687,1
Si,0.8416,77.925,1
C,1.044,53.997,0
C,1.092,49.248,1
Si,1.25,98.353,1
C,1.637,47.312,0
Si,0.2181,153.43,1
Si,0.8169,0,0
Si,0.8169,97.631,0
Si,0.7801,131.57,1
Si,0.8668,79.607,1
C,1.026,31.124,0
C,1.07,85.346,1
C,1.253,25.032,0
Si,1.252,54.034,1
C,1.334,32.054,1
C,1.437,26.57,0
Si,0.4333,47.918,1
C,0.8189,155.12,1
C,1.714,35.542,0
C,1.166,28.085,1
C,0.65,228.88,1
Si,1.512,73.988,0
Si,1.76,0,0
Si,1.76,45.834,0
C,2.112,26.665,0
C,1.046,27.138,1
C,1.057,39.999,1
C,1.244,54.259,1
Si,1.649,116.29,1
C,1.807,28.616,0
C,0.2181,63.368,1
Si,0.3115,51.071,0
Si,0.4311,220.88,1
C,0.9239,40.183,0
C,0.6012,100.33,0
C,0.8245,60.153,0
C,0.4322,45.81,1
C,0.636,48.625,1
C,0.7076,42.369,0
C,0.8645,0,0
C,0.8645,39.421,0
C,1.064,73.761,1
C,1.2,0,0
C,1.2,69.193,0
Si,1.272,51.608,1
C,1.661,32.883,1
Si,0.8454,111.71,1
C,1.108,35.198,0
C,0.9529,53.369,0
C,1.218,36.369,1
C,1.404,40.49,1
Si,1.57,55.704,1
C,1.67,39.125,0
C,0.6515,171.82,1
Si,0.9622,58.839,0
Si,0.8635,45.731,1
C,1.038,43.105,1
Si,1.483,47.451,1
Si,1.059,85.298,1
Si,1.265,44.933,0
Si,1.493,49.952,1
C,2.224,39.147,1
C,2.417,34.026,0
C,0.2181,247.19,1
Si,0.6909,46.049,0
C,0.4324,136.14,0
Si,1.119,53.608,0
Si,0.4291,57.533,1
C,0.2181,89.18,1
C,0.3448,0,0
C,0.3448,85.62,0
Si,0.4296,140.77,1
Si,0.5169,60.628,0
Si,0.6326,54.356,1
Si,0.2181,57.597,1
Si,0.6335,53.71,1
Si,0.7129,40.922,0
C,1.061,54.137,1
Si,1.269,84.23,1
Si,1.43,43.751,0
Si,1.485,41.334,1
Si,0.2181,172.64,1
Si,0.4133,57.081,0
Si,0.385,54.296,0
C,0.3028,33.585,0
Si,0.5631,109.33,1
C,0.9377,29.501,0
Si,0.7198,58.204,0
Si,0.6064,72.762,1
C,0.6579,37.144,0
Si,0.4353,122.99,1
Si,0.7025,76.131,0
Si,0.8671,48.749,0
C,1.022,34.7,0
Si,0.8066,52.478,1
Si,0.8626,47.651,0
Si,0.9852,70.698,1
Si,0.4354,119.71,1
C,0.4674,47.501,0
C,0.3176,26.863,0
C,0.4988,28.395,0
C,0.6354,50.384,1
C,0.4324,44.487,1
Si,0.6453,299.08,1
Si,1.015,247.72,0
C,1.471,70.807,0
Si,1.329,60.506,0
Si,1.211,72.868,0
Si,1.321,49.432,0
Si,1.449,0,0
Si,1.449,47.32,0
Si,0.4312,60.993,1
C,0.644,123.34,1
Si,1.515,53.191,0
C,1.857,28.604,0
C,1.063,42.616,1
Si,1.452,62.367,1
C,1.578,36.885,0
C,0.2181,31.026,1
Si,0.4336,60.737,1
C,0.4325,33.435,0
C,0.645,42.051,1
Si,0.8596,89.738,1
C,0.9479,27.545,0
Si,1.259,91.792,1
Si,1.414,56.278,0
C,0.4325,87.239,1
C,0.6585,30.174,0
C,0.6405,69.149,1
Si,1.065,68.078,1
Si,1.533,44.549,1
C,0.2181,106.34,1
C,0.8154,60.73,1
C,1.015,35.693,0
C,1,67.555,1
Si,1.142,41.024,0
Si,0.2181,146.07,1
C,0.421,114.37,0
C,0.6305,61.729,0
Si,0.7878,43.899,0
C,0.4053,95.572,1
C,0.6146,45.17,1
Si,1.039,49.828,1
C,0.4352,81.672,1
C,0.6418,80.435,1
C,0.896,53.565,0
Si,1.259,67.161,1
Si,1.074,174.67,1
Si,1.397,44.923,1
Si,1.424,42.273,0
Si,0.2181,204.78,1
Si,1.627,64.124,0
C,1.876,32.044,0
C,0.4344,32.635,0
C,0.8648,61.334,1
C,0.6415,102.7,1
C,1.033,27.207,1
Si,1.358,45.591,1
C,1.43,48.77,1
C,0.6451,63.379,1
C,0.8628,40.318,1
C,1.075,69.442,1
Si,1.276,66.15,1
Si,1.397,58.047,0
Si,1.442,47.305,1
C,0.435,32.309,1
Si,0.6502,82.183,1
C,0.7768,32.1,0
Si,0.8414,45.803,1
C,0.9353,33.488,0
Si,1.014,86.367,1
Si,1.096,68.411,0
Si,0.4317,63.111,1
C,1.481,25.187,1
Si,0.2181,139.96,1
C,0.4638,40.57,0
C,0.6107,72.152,1
Si,0.2181,114.21,1
Si,0.3932,0,0
Si,0.3932,55.296,0
C,0.3188,47.401,0
C,0.4123,62.581,1
C,1.21,58.281,1
C,1.348,50.944,0
C,0.6393,74.676,1
C,0.8303,146.89,1
C,1.286,42.272,1
Si,1.497,93.11,1
C,1.654,72.167,1
Si,0.4315,169.19,1
C,0.6611,94.8,0
Si,0.7955,54.507,0
Si,0.9449,0.9071,0
Si,0.9449,53.6,0
C,0.6011,35.213,1
C,1.192,41.182,1
Si,0.4353,63.069,1
C,0.6449,152.95,1
Si,1.025,49.952,0
Si,1.013,0.7895,0
Si,1.013,49.163,0
Si,1.032,56.629,0
Si,1.009,87.583,1
Si,1.12,67.476,0
C,1.269,54.918,0
C,0.6462,38.706,1
Si,0.8502,143.18,1
Si,1.26,65.062,0
Si,1.063,77.892,1
C,1.166,52.433,0
Si,0.6522,336.93,1
C,1.471,99.967,0
Si,1.047,102.74,0
Si,1.236,76.014,0
Si,0.2181,199.74,1
C,0.9602,38.687,0
C,0.4147,38.268,0
C,0.6817,51.856,1
C,0.2181,94.485,1
C,0.7541,0.051917,0
C,0.7541,26.782,0
C,0.3759,55.374,0
C,0.4293,48.126,1
C,0.5359,0.45269,0
C,0.5359,34.998,0
Si,1.221,44.031,1
Si,1.414,64.558,1
C,0.2181,260.1,1
C,0.4303,249.83,0
Si,2.058,55.599,0
Si,0.433,76.918,1
C,0.849,28.263,0
Si,0.6341,191.11,1
C,0.75,50.651,1
Si,0.2181,51.941,1
C,0.8443,60.313,1
C,1.06,39.532,1
C,1.263,53.434,1
C,0.6408,33.345,1
C,1.027,63.326,1
C,1.235,35.314,0
C,1.377,86.437,1
Si,0.4342,341.24,1
Si,1.142,156.28,0
C,2.09,39.991,0
Si,0.9584,45.597,0
C,0.6748,34.258,0
Si,0.65,179.38,1
C,1.582,48.891,0
C,0.646,57.275,1
C,0.8449,48.172,1
C,1.137,25.749,0
C,1.614,51.183,1
C,1.829,29.215,1
C,0.2181,174.54,1
C,0.3951,0,0
C,0.3951,172.28,0
Si,1.402,60.215,0
C,0.8258,37.171,0
C,0.4261,133.31,1
C,0.9918,74.122,0
C,1.322,45.383,0
Si,0.2181,65.322,1
C,0.625,164.4,1
Si,1.047,59.358,0
C,1.22,26.946,0
Si,0.7869,55.573,0
Si,0.8222,78.666,1
C,0.9941,51.065,0
C,1.343,26.124,0
Si,0.9406,50.901,1
C,0.4345,127.35,1
C,1.084,56.71,1
C,1.508,32.915,1
C,0.2181,55.749,1
C,2.241,30.712,1
C,0.4341,59.571,1
Si,0.6508,132.15,1
Si,1.401,40.657,1
Si,1.785,42.681,1
C,0.6477,57.132,1
C,0.8578,36.391,1
Si,1.063,44.536,1
Si,1.262,41.596,1
C,1.478,38.047,1
C,2.319,34.687,1
Si,0.4354,138.81,1
C,0.6243,32.476,0
C,0.6257,65.43,1
Si,0.8387,44.224,0
Si,0.9054,62.361,1
Si,0.2181,50.588,1
Si,0.4258,57.788,1
C,0.6054,91.665,1
C,0.9549,32.824,0
Si,1.223,62.375,1
C,1.6,32.644,0
Si,0.2181,376.41,1
C,1.42,28.499,0
C,1.307,37.265,0
C,0.8231,30.507,0
Si,0.4822,63.999,0
Si,0.3786,65.586,0
C,0.4485,25.636,0
C,1.295,72.468,1
Si,1.49,48.279,0
Si,2.001,87.122,1
C,0.2181,111.42,1
C,0.433,41.545,0
C,0.6277,28.185,1
Si,0.8221,44.496,1
Si,1.37,104.47,1
Si,0.6505,95.424,1
C,1.05,132.63,1
C,2.778,28.336,0
Si,1.222,51.806,1
C,0.4354,32.533,1
C,0.6524,131.17,1
Si,1.063,161.29,1
C,1.209,29.169,0
Si,0.6489,320.25,1
C,0.8417,79.38,0
Si,0.803,118.39,0
Si,1.139,0,0
Si,1.139,72.646,0
C,1.352,45.217,0
Si,1.059,143.72,1
C,1.162,35.301,0
Si,1.242,121.61,1
C,1.835,37.34,0
C,0.6425,128.43,1
Si,0.8335,73.961,1
C,0.2181,54.994,1
C,0.4317,80.569,1
Si,0.6432,83.97,1
C,0.8507,94.572,1
C,1.038,44.568,0
Si,0.4352,332.72,1
C,1.09,77.058,0
C,0.9156,52.351,0
C,0.6625,98.451,0
Si,1.291,80.538,1
C,1.461,32.894,0
C,1.475,32.985,1
Si,2.035,47.558,1
Si,2.187,40.482,0
Si,0.2181,138.17,1
C,0.3162,82.429,0
C,0.4066,57.966,0
Si,1.889,44.308,1
Si,0.2181,65.868,1
Si,0.4226,45.807,1
Si,0.9496,54.077,1
Si,1.128,80.51,1
C,1.238,33.105,0
Si,1.075,253.69,1
C,1.327,51.673,0
C,1.203,44.102,0
Si,0.8553,70.846,1
Si,1.06,62.141,0
Si,1.02,42.516,1
C,1.195,51.331,1
C,1.499,50.835,1
C,0.2181,85.089,1
C,0.2988,43.021,0
Si,1.26,58.041,1
Si,1.637,137.56,1
Si,1.911,95.38,0
C,2.072,41.939,0
Si,0.2181,57.165,1
Si,0.3053,45.252,0
Si,0.4394,40.513,0
C,0.8406,123.36,1
Si,1.035,58.222,1
C,1.124,27.618,0
Si,0.2181,46.681,1
Si,0.4271,46.517,1
C,0.6217,105.91,1
C,0.7805,103.46,1
Si,0.2181,55.533,1
Si,0.4248,109.2,1
Si,0.6143,58.105,0
Si,0.8261,0,0
Si,0.8261,46.322,0
C,0.6395,66.044,1
C,0.8407,64.231,1
Si,1.056,51.335,1
Si,0.8584,144.27,1
Si,1.44,43.447,0
C,1.579,28.795,0
C,1.276,36.514,0
C,1.072,28.529,0
Si,1.167,90.55,1
Si,1.272,40.332,0
C,0.2181,29.819,1
C,0.3081,0,0
C,0.3081,25.165,0
Si,0.4337,46.502,1
C,0.8511,68.632,1
Si,2.052,49.867,1
C,0.4333,53.064,1
C,0.6382,105,1
C,1.206,48.288,0
C,0.823,108.63,1
C,0.9789,96.221,0
Si,1.775,42.506,0
Si,0.994,80.983,1
Si,0.2181,191.72,1
Si,0.1574,45.409,0
Si,0.2888,80.261,0
Si,0.3042,55.364,0
Si,0.5609,104.67,1
C,0.6966,32.833,0
C,0.7759,26.473,1
Si,0.2181,171,1
Si,0.3222,59.594,0
Si,0.394,41.168,0
Si,1.028,60.275,1
C,1.113,27.984,0
Si,0.435,89.98,1
Si,0.6074,71.203,0
Si,0.6243,100.24,1
C,0.8287,41.274,1
C,1.372,27.888,1
Si,0.4352,98.627,1
C,0.569,25.2,0
C,1.024,73.59,1
C,1.384,42.81,0
Si,1.541,55.186,1
Si,1.639,43.588,0
Si,1.066,74.253,1
C,1.237,29.516,0
Si,1.234,86.459,1
C,1.366,30.314,0
C,1.67,28.027,1
C,0.2181,62.9,1
C,0.2779,0.79739,0
C,0.2779,38.759,0
C,0.6399,152.32,1
Si,1.256,41.05,0
Si,0.8223,74.732,1
Si,0.2181,247.69,1
C,0.1604,50.594,0
Si,0.2884,181.31,0
Si,0.3112,47.573,0
Si,0.3909,124.08,0
C,0.3829,73.595,1
Si,0.6455,42.673,0
Si,0.4341,294.64,1
C,1.974,34.63,0
C,0.8087,27.437,1
C,0.2181,29.604,1
Si,0.6463,236.69,1
C,1.644,69.969,0
C,1.966,25.724,0
C,0.2181,27.275,1
C,0.4339,32.01,1
Si,0.6456,53.316,1
Si,1.059,104.89,1
Si,1.209,102.69,1
Si,1.354,64.975,0
Si,0.2181,73.709,1
Si,0.3155,59.168,0
Si,0.6309,79.722,1
Si,0.7994,66.583,1
C,0.9071,25.406,0
Si,0.9351,93.328,1
C,1.749,29.492,0
Si,0.2181,105.89,1
C,0.299,65.715,0
C,0.4151,57.965,1
C,0.6075,81.296,1
Si,0.8118,74.299,1
C,0.9266,38.932,0
C,0.2181,65.747,1
Si,0.3626,49.794,0
Si,0.4309,100.32,1
C,0.6166,51.455,1
C,1.144,47.545,1
C,0.2181,97.832,1
C,0.3884,50.904,0
C,0.6512,26.9,0
C,0.4288,41.492,1
Si,0.6308,147.07,1
C,0.7485,27.425,0
C,0.4335,108.63,1
C,0.6321,159.97,1
Si,1.622,49.05,0
C,1.029,27.205,1
Si,0.858,94.387,1
C,1.179,89.195,1
Si,1.376,45.479,0
Si,0.2181,47.77,1
C,0.4268,32.939,1
C,0.6225,43.494,1
C,0.7676,0,0
C,0.7676,36.93,0
C,1.493,90.593,1
C,2.057,37.504,0
C,1.967,27.987,0
C,0.6531,152.94,1
C,0.7822,62.585,0
Si,0.8794,45.226,0
Si,0.8646,70.816,1
C,1.027,43.54,0
Si,1.034,92.321,1
Si,0.8495,255.87,1
Si,1.258,140.02,0
C,1.405,76.465,0
C,0.98,39.75,0
Si,1.042,54.101,1
C,0.2181,108.17,1
C,0.261,0.99279,0
C,0.261,77.753,0
C,0.06091,61.362,0
Si,0.6265,169.59,1
C,0.9425,54.168,0
C,1.049,44.241,0
C,0.8308,29.763,0
Si,0.8948,45.306,1
C,0.2181,35.458,1
C,0.4333,109.5,1
C,0.5499,67.092,0
C,0.7514,38.867,0
C,0.8627,44.52,1
C,1.069,62.952,1
C,1.562,32.32,0
C,1.284,48.598,1
Si,0.2181,329.25,1
Si,0.3669,65.923,0
Si,0.3077,55.594,0
C,0.1915,34.088,0
Si,0.3956,156.44,0
Si,0.4828,53.519,0
C,0.3275,77.611,0
C,0.6478,30.103,1
Si,0.861,75.926,1
C,1.222,27.666,0
C,1.239,109.12,1
C,0.2181,31.94,1
Si,0.6443,51.183,1
C,0.8613,36.118,1
C,1.28,78.887,1
C,1.453,80.941,1
Si,0.2181,240.87,1
C,0.1135,35.825,0
Si,0.2696,90.551,0
C,0.2668,67.546,0
C,0.259,62.561,0
C,0.2314,29.558,0
C,0.2723,53.248,0
Si,0.4948,40.825,1
C,0.2181,81.676,1
Si,0.8476,66.182,1
C,1.192,87.202,1
Si,0.2181,90.178,1
Si,0.3302,0.14336,0
Si,0.3302,90.034,0
Si,0.4183,299.26,1
Si,1.11,95.45,0
Si,0.8102,124.92,0
C,1.029,39.582,0
C,0.9564,56.331,0
C,0.6065,26.45,0
Si,0.2181,40.031,1
C,0.2724,30.724,0
Si,0.4284,229.44,1
C,1.212,42.33,0
Si,0.612,70.096,0
Si,0.8376,43.117,0
Si,0.75,42.397,1
Si,0.2181,301.67,1
C,0.8235,85.06,0
C,0.4048,73.158,0
C,0.434,200.16,1
C,1.688,78.806,0
Si,1.161,45.909,0
C,0.646,65.513,1
C,0.8556,38.74,0
Si,0.434,51.332,1
C,0.5519,30.269,0
Si,0.6341,187.93,1
C,1.831,56.659,0
C,0.7324,43.949,1
C,1.065,150.48,1
C,2.016,29.967,0
C,1.442,44.639,0
Si,1.407,57.049,1
C,1.53,28.27,0
C,1.671,29.753,1
C,0.6479,59.16,1
C,1.067,112.79,1
C,1.455,34.844,0
Si,0.2181,67.637,1
Si,0.2373,52.647,0
Si,0.4223,175.87,1
Si,0.8391,101.21,0
Si,1.232,62.45,0
C,0.6183,72.114,1
C,0.7803,60.829,0
Si,0.2181,77.934,1
Si,0.5999,173.12,1
Si,0.7673,124.11,0
C,0.936,45.874,0
C,1.059,29.07,0
Si,0.6571,43.507,1
C,1.292,43.67,1
C,1.349,25.089,0
Si,1.507,73.335,1
Si,2.512,44.788,1
Si,0.4354,46.178,1
Si,0.8466,67.369,1
C,1.279,143.71,1
C,2.145,28.741,0
Si,0.6481,196.86,1
Si,0.8509,102.74,0
C,1.256,29.878,0
Si,0.7885,67.138,1
Si,0.8737,40.519,1
C,0.6476,27.295,1
C,1.506,48.88,1
C,1.599,40.337,0
C,2.548,40.59,1
C,0.4354,73.027,1
C,0.6429,0.50173,0
C,0.6429,31.218,0
Si,2.153,101.08,1
Si,2.348,52.664,0
Si,0.2181,99.529,1
C,0.2768,66.951,0
C,0.4164,118.91,1
Si,0.8277,53.473,0
Si,0.736,63.08,1
Si,0.4322,234.12,1
Si,0.6708,192.1,0
Si,1.126,129.16,0
Si,1.622,0,0
Si,1.622,85.925,0
C,2.24,32.509,0
C,0.2181,100.52,1
C,0.4985,40.5,0
C,0.3535,30.097,0
Si,0.6402,187.51,1
Si,1.097,49.488,0
Si,1.023,95.623,0
C,0.8664,79.992,1
C,0.9776,42.409,0
Si,1.083,47.426,1
Si,1.465,120.18,1
C,1.585,91.455,0
C,2.017,63.956,0
C,2.214,0.87517,0
C,2.214,61.08,0
Si,0.2181,83.576,1
Si,0.3827,0,0
Si,0.3827,83.385,0
C,0.9862,30.967,0
C,0.4189,200.76,1
C,1.205,144,0
C,1.759,45.154,0
Si,1.61,53.304,0
C,0.6318,68.877,1
C,0.2181,279.63,1
Si,0.2607,43.464,0
Si,0.4301,192.21,0
C,1.384,43.176,0
C,1.552,26.535,0
C,0.8066,31.317,0
Si,0.4349,48.091,1
C,0.2181,141.09,1
C,0.6431,110.55,1
C,0.8425,29.169,1
C,0.6514,169.54,1
Si,1.274,50.488,0
C,1.036,77.43,1
Si,1.302,57.506,0
C,1.07,25.565,1
Si,1.287,147.95,1
Si,1.461,44.071,0
C,1.473,106.85,1
C,1.96,36.56,0
C,0.2181,88.588,1
Si,0.8541,240.01,1
Si,1.449,47.391,0
C,1.365,65.119,0
C,0.8601,201.82,1
C,1.71,25.749,0
C,1.319,26.753,0
Si,1.071,64.449,1
C,1.196,29.219,0
Si,0.4323,130.8,1
C,0.497,26.85,0
Si,0.581,62.521,0
Si,0.6097,51.989,1
C,0.7944,35.956,1
Si,0.9567,65.611,1
C,0.4343,162.88,1
Si,1.439,53.048,0
Si,1.268,89.709,1
Si,1.573,48.533,0
Si,1.722,0,0
Si,1.722,48.166,0
C,0.652,201.89,1
Si,1.612,62.953,0
C,1.058,39.395,0
C,0.8604,76.989,1
C,0.2181,207.8,1
C,0.2947,0.30263,0
C,0.2947,88.996,0
Si,0.08004,40.532,0
Si,0.3661,105.94,0
C,0.7574,41.904,0
Si,0.4264,56.958,1
C,0.5941,47.089,0
Si,0.5932,63.745,1
Si,0.6773,49.848,0
Si,0.7559,43.554,1
Si,0.2181,328.78,1
Si,0.7602,123.37,0
Si,1.188,66.805,0
C,1.504,32.122,0
Si,0.5942,85.318,0
C,0.7059,41.124,0
C,0.8173,28.498,0
C,0.4016,56.031,0
C,0.2181,178.1,1
Si,0.7174,49.006,0
C,0.386,48.963,0
C,0.4261,38.525,1
Si,0.6132,91.486,1
Si,0.9808,41.195,0
Si,1.093,0,0
Si,1.093,40.37,0
Si,0.4346,110.62,1
C,0.4861,28.709,0
Si,0.6388,174.52,1
C,1.762,47.61,0
C,0.7385,41.381,1
Si,0.4352,92.717,1
C,0.6416,107.85,1
C,1.3,58.163,0
C,1.471,28.659,0
C,0.2181,34.283,1
C,0.4333,134.63,1
C,1.218,25.003,0
C,0.7736,69.229,0
Si,0.8364,61.594,1
C,0.9956,74.764,1
Si,1.184,46.034,1
Si,0.2181,91.525,1
Si,0.294,77.897,0
Si,0.4335,68.978,0
Si,0.6236,42.025,0
C,0.4172,44.876,1
Si,0.6274,96.634,1
C,0.7117,57.154,0
Si,1.039,67.323,1
Si,1.166,51.477,0
Si,0.8418,91.088,1
Si,0.9908,61.55,0
Si,1.156,78.951,1
C,1.49,34.92,1
C,0.4356,237.77,1
Si,1.017,93.924,0
C,1.183,27.446,0
C,0.6533,56.375,0
Si,0.6433,47.689,1
Si,0.8687,244.29,1
C,1.424,46.824,0
C,1.171,54.166,0
C,0.4309,62.774,1
C,0.6475,127.98,1
Si,1.218,74.532,0
Si,0.8509,90.925,1
C,0.8632,132.34,1
C,1.079,28.83,0
Si,1.145,70.739,0
C,1.283,74.306,1
C,1.437,34.725,0
C,1.641,41.762,1
Si,1.065,204.15,1
Si,1.254,101.56,0
C,1.494,30.347,0
C,0.2181,202.34,1
C,0.3659,76.563,0
C,0.6434,62.983,1
C,0.8571,30.408,1
Si,0.2181,63.991,1
C,0.3621,39.766,0
Si,0.423,164.31,1
Si,0.6385,48.249,0
C,0.6298,52.611,1
C,0.8167,32.623,1
C,0.2181,104.33,1
Si,0.5623,58.495,0
Si,0.6396,138.34,1
