# Nions = 10000
Atom,Depth (nm),Energy (eV),Primary
Si,0.4269,197.56,1
Si,0.2181,103.94,1
C,0.2609,72.433,0
Si,0.3477,54.687,0
C,0.4145,80.203,1
C,0.5231,68.432,0
C,0.8892,27.982,0
C,0.8264,27.551,1
C,1.256,40.176,1
C,0.4352,34.649,1
Si,0.8574,106.81,1
Si,1.488,51.878,1
C,1.668,29.463,0
Si,0.4343,130.63,1
C,0.6212,107.54,1
C,1.034,28.762,0
C,1.033,40.568,1
C,0.2181,202.45,1
Si,0.4286,156.58,0
Si,1.169,66.332,0
C,1.417,27.052,0
Si,0.4263,100.71,1
C,0.8753,26.185,0
Si,0.7945,67.304,1
C,0.4353,47.245,1
Si,0.8451,210.24,1
C,1.521,51.162,0
C,1.31,92.862,0
C,0.9669,40.158,1
C,0.4301,62.113,1
C,0.5134,32.005,0
Si,0.6442,78.516,1
C,0.8479,31.006,1
C,1.212,63.976,1
C,0.2181,255.85,1
Si,0.4153,191.37,0
C,1.294,31.248,0
C,0.7969,26.648,0
C,0.6197,32.266,0
Si,0.4346,66.753,1
Si,1.262,162.32,1
Si,1.831,48.787,0
C,1.696,31.668,0
C,1.543,45.973,0
Si,0.2181,162.51,1
C,0.6394,30.121,0
C,0.4219,85.815,0
C,0.4032,25.261,1
C,0.5987,49.83,1
Si,0.2181,139.07,1
C,0.4089,94.662,0
C,1.486,0,0
C,1.486,47.46,0
C,1.697,26.767,0
Si,0.4081,55.47,1
C,0.4259,28.463,0
Si,0.8371,132.12,1
C,0.9554,37.528,0
Si,1.883,205.9,1
Si,2.227,0.94159,0
Si,2.227,94.089,0
C,2.44,64.981,0
C,2.032,95.745,0
C,2.165,85.294,0
C,2.56,42.025,0
C,0.4356,187.53,1
C,0.8928,25.657,0
C,0.9291,101.88,0
C,1.593,28.224,0
Si,1.043,105.58,1
C,0.6398,40.847,1
C,0.8299,164.33,1
C,1.601,37.804,0
C,1.23,39.632,1
Si,0.4354,89.795,1
C,0.7802,61.356,0
C,0.6263,50.407,1
Si,1.011,60.31,1
Si,1.295,52.409,1
Si,0.6517,82.925,1
C,0.7001,28.755,0
Si,0.8584,40.927,1
C,1.286,61.862,1
C,0.6438,53.047,1
Si,1.039,86.669,1
C,1.411,59.839,1
C,1.561,34.677,1
C,0.2181,29.482,1
C,0.8502,78.54,1
C,0.9636,43.276,0
C,2.036,32.98,1
Si,0.4284,43.249,1
Si,0.9639,225.66,1
C,1.057,154.12,0
C,1.88,44.297,0
C,1.31,41.953,0
C,1.203,28.641,0
Si,0.2181,70.809,1
C,0.2881,36.509,0
C,0.4216,72.913,1
C,0.622,75.839,1
C,1,36.494,1
C,0.6431,62.495,1
C,1.234,46.061,1
C,1.398,102.33,1
C,0.2181,65.179,1
Si,0.6464,40.712,1
C,0.8612,117.73,1
C,1.746,29.617,0
C,1.065,51.768,1
Si,0.2181,190.17,1
C,0.4724,60.303,0
C,0.4371,71.713,0
C,0.5686,72.234,1
C,0.7432,45.682,0
Si,0.709,70.292,1
C,0.649,66.131,1
Si,0.8597,87.693,1
C,1.019,90.402,1
Si,0.2181,65.956,1
C,0.237,48.205,0
C,0.2848,0.048315,0
C,0.2848,48.157,0
C,0.4226,142.84,1
C,1.048,31.47,0
Si,0.7756,57.444,1
Si,0.4334,364.99,1
C,1.481,66.14,0
Si,1.326,169.97,0
Si,1.898,46.873,0
C,0.6157,32.3,0
Si,0.2181,176.1,1
Si,0.3421,153.63,0
Si,0.5908,72.991,0
Si,0.7629,62.811,0
C,0.9572,47.833,0
Si,0.5231,69.926,0
Si,0.4003,110.02,1
C,0.5007,28.64,0
C,0.2181,44.6,1
C,0.4353,0.66642,0
C,0.4353,30.842,0
C,0.6492,0.51696,0
C,0.6492,27.364,0
Si,0.6496,110.4,1
C,0.84,127.97,1
Si,1.418,46.963,0
Si,1.002,47.689,1
Si,1.142,45.703,0
C,1.349,31.454,0
Si,0.64,137.97,1
Si,1.215,0,0
Si,1.215,75.402,0
C,1.431,27.731,0
C,1.574,0.25121,0
C,1.574,25.48,0
C,1.218,85.963,1
Si,0.8629,115.81,1
C,1.025,151.13,1
C,1.685,41.481,0
C,1.301,34.299,0
C,0.4346,42.157,1
Si,0.8465,257.81,1
C,1.217,55.089,0
C,1.413,45.833,0
C,0.994,39.227,0
Si,0.2181,64.343,1
C,0.4073,34.551,0
Si,1.054,59.652,1
C,1.395,26.387,0
C,1.23,51.96,1
C,1.604,28.691,0
C,1.518,41.511,1
C,1.608,29.021,0
C,1.299,69.4,1
C,1.719,29.901,0
C,1.713,43.69,1
Si,0.2181,101.86,1
Si,0.7828,50.048,0
C,1.035,55.422,1
C,1.447,57.963,1
C,0.2181,66.279,1
Si,0.3584,53.822,0
C,0.4309,189.49,1
Si,0.6193,150.52,0
Si,1.194,64.703,0
C,0.8311,26.97,0
Si,0.6459,44.426,1
C,0.4302,36.715,1
Si,1.055,74.606,1
C,1.47,37.588,0
C,1.221,115.69,1
C,1.781,54.203,0
Si,1.39,43.824,1
Si,1.507,0,0
Si,1.507,41.988,0
Si,0.4356,50.323,1
C,0.6461,183.12,1
Si,1.966,71.301,0
C,2.176,29.753,0
Si,0.8399,75.807,1
C,0.9782,36.838,0
C,1.108,0,0
C,1.108,33.447,0
C,0.2181,103.74,1
Si,0.354,63.227,0
Si,0.5121,44.859,0
C,0.6756,28.58,0
Si,0.4287,49.671,1
C,0.6088,45.113,1
Si,0.76,67.393,1
Si,0.8489,99.494,1
Si,0.9986,55.091,0
C,0.4333,79.407,1
Si,0.6408,72.765,1
C,0.9669,104.44,1
Si,1.12,41.317,0
C,1.106,30.055,0
Si,0.2181,90.342,1
C,0.2834,63.669,0
Si,0.4067,50.982,0
Si,0.4174,125.03,1
Si,0.7665,51.558,1
Si,0.435,75.234,1
C,0.5462,42.973,0
C,0.6379,63.27,1
Si,1.264,52.46,1
C,0.2181,40.685,1
Si,0.6483,178.34,1
C,0.808,32.424,0
Si,0.7682,93.671,0
Si,0.8774,92.518,0
Si,1.307,55.225,0
C,1.505,25.634,0
C,1.023,47.109,1
C,1.365,31.378,1
Si,0.4342,83.186,1
C,0.6448,131.48,1
Si,0.2181,42.987,1
Si,0.6269,77.956,1
C,1.466,85.71,1
Si,1.818,58.747,0
C,0.2181,153.86,1
C,0.3857,79.106,0
C,0.6323,55.807,1
C,0.8459,42.833,1
C,0.2181,122.56,1
C,0.3536,117.53,0
Si,0.7602,48.189,0
Si,0.9138,41.349,0
Si,0.4275,89.682,1
C,0.5486,29.892,0
Si,0.605,47.755,1
Si,0.2181,219.27,1
Si,0.8054,126.23,0
C,0.4337,46.438,0
Si,0.2181,362.86,1
C,1.081,32.97,0
C,1.22,0,0
C,1.22,27.471,0
Si,0.5101,102.65,0
Si,0.6335,45.517,0
C,0.7319,34.392,0
C,0.3404,112.93,0
C,0.2864,33.938,0
Si,0.4267,61.383,0
Si,0.5297,51.654,0
C,0.4356,29.536,1
Si,0.6511,175.71,1
C,0.844,94.448,1
C,0.2181,73.291,1
C,0.2957,0,0
C,0.2957,69.862,0
Si,0.4306,201.43,1
Si,0.6527,89.47,0
C,0.7752,40.839,0
Si,0.5299,50.428,0
C,0.589,27.604,0
Si,0.6177,69.92,1
Si,0.2181,164.47,1
Si,0.4242,99.884,0
C,0.959,27.164,0
Si,0.7782,49.584,0
Si,0.9216,65.505,1
C,1.131,27.79,0
Si,1.132,40.123,1
C,0.2181,114.82,1
C,0.3085,0,0
C,0.3085,107.61,0
Si,0.9161,53.17,0
C,0.4281,123.86,1
C,0.5929,99.97,0
Si,1.017,52.974,0
Si,0.6456,63.722,1
Si,0.7984,0,0
Si,0.7984,46.572,0
C,0.9969,38.026,0
Si,0.2181,68.997,1
C,0.6353,108.56,1
Si,1.255,91.374,1
Si,1.416,0.60583,0
Si,1.416,82.958,0
Si,0.2181,145.14,1
C,0.3949,59.557,0
Si,0.9269,110.67,1
C,1.173,46.392,0
C,1.071,31.997,0
Si,0.2181,54.293,1
C,0.2864,26.17,0
Si,0.6062,70.209,1
C,0.6636,39.345,0
Si,1.029,70.644,1
C,1.243,33.349,0
Si,1.192,81.134,1
C,0.2181,44.889,1
C,0.6464,32.549,1
C,0.8638,53.884,1
Si,1.079,70.936,1
C,1.147,45.718,0
Si,1.474,57.948,1
Si,0.4339,75.59,1
Si,0.6384,114.4,1
C,0.8448,53.774,0
C,0.7448,38.441,0
Si,1.068,46.45,1
C,1.265,44.725,1
Si,0.4314,78.471,1
C,0.6337,84.266,1
Si,1.05,52.236,1
C,1.379,49.709,1
C,1.517,40.741,0
Si,1.068,65.356,1
C,1.282,92.1,1
C,1.417,59.434,0
Si,1.495,90.563,1
C,1.686,73.186,0
C,1.899,49.986,0
C,0.2181,149.21,1
C,0.375,0,0
C,0.375,140.14,0
Si,1.29,44.921,0
Si,0.4267,157.83,1
C,0.9245,35.21,0
C,1.075,0,0
C,1.075,31.24,0
C,0.798,50.308,0
C,0.6254,41.243,0
C,0.7393,32.043,0
C,0.4348,178.58,1
Si,1.408,43.995,1
C,0.6521,48.858,1
Si,0.8621,253.99,1
Si,1.495,88.142,0
C,1.718,44.825,0
C,1.401,35.968,0
Si,0.8462,58.735,1
C,1.444,87.118,1
C,1.594,61.61,1
C,1.732,52.736,0
C,0.6528,193.44,1
Si,0.8665,68.845,1
C,1.285,26.948,0
Si,0.2181,110.52,1
Si,0.1924,56.544,0
C,0.5913,59.285,1
C,0.7937,41.837,1
Si,1.168,51.393,1
C,1.365,27.116,1
C,0.4355,204.39,1
C,0.8821,32.516,0
Si,1.016,43.173,0
Si,0.9272,71.592,0
C,1.229,44.996,1
C,0.6312,31.278,1
Si,1.195,156.22,1
C,0.2181,78.088,1
C,0.3344,68.012,0
C,0.4301,109.82,1
C,0.6214,46.947,0
C,0.807,70.413,1
C,1.008,25.466,1
Si,0.4352,46.765,1
C,0.6445,53.591,1
Si,0.8605,41.363,1
C,1.068,147.03,1
Si,0.625,115.12,1
Si,0.8034,62.501,0
Si,0.7637,94.936,1
C,0.94,50.604,0
Si,1.069,43.475,1
C,0.6418,25.228,1
C,1.076,31.726,1
Si,1.288,256.19,1
C,1.468,194.26,0
C,2.397,33.464,0
C,2.286,63.893,0
Si,2.619,42.483,0
C,2.084,27.837,0
C,0.2181,34.171,1
C,0.6383,144.44,1
C,1.197,76.257,1
C,1.494,46.723,0
C,0.2181,79.18,1
Si,0.3673,52.084,0
Si,0.6293,65.203,1
Si,0.9349,0.24294,0
Si,0.9349,46.207,0
C,1.152,37.475,0
C,0.956,123.73,1
C,0.2181,82.107,1
C,0.3061,0,0
C,0.3061,25.355,0
Si,0.353,44.728,0
C,0.5552,28.546,0
C,0.4298,55.699,1
Si,0.632,65.095,1
Si,1.009,93.066,1
C,1.334,56.968,0
Si,0.4355,41.062,1
C,1.07,142.26,1
C,1.5,34.261,1
Si,0.2181,327.2,1
Si,0.3025,275.87,0
C,0.9949,66.637,0
C,1.283,0,0
C,1.283,40.981,0
C,0.615,38.209,0
C,0.4481,57.518,0
C,0.5262,32.578,0
C,0.3732,39.919,1
Si,0.4344,88.977,1
C,0.6227,88.665,1
C,0.9681,0.25428,0
C,0.9681,79.723,0
C,1.186,28.824,0
Si,0.9612,123.46,1
C,0.6509,186.63,1
C,0.9366,112.35,0
Si,1.292,48.605,0
Si,1.48,57.864,1
C,1.576,47.312,0
C,0.2181,50.356,1
C,0.6454,55.21,1
Si,0.8497,89.983,1
Si,0.9312,54.902,0
Si,1.045,91.378,1
C,1.43,50.005,0
C,1.152,45.488,1
Si,0.2181,66.538,1
C,0.2555,40.69,0
Si,0.4225,152.43,1
Si,0.5696,71.5,0
Si,0.6518,56.076,0
C,0.8495,25.066,0
C,0.5187,57.462,0
C,1.009,57.173,1
Si,1.18,41.916,0
C,0.8622,56.514,1
C,1.434,121.17,1
C,1.645,25.547,0
Si,1.632,66.277,0
C,1.966,25.793,0
Si,0.4351,41.246,1
Si,0.861,52.817,1
Si,1.064,200.19,1
C,1.437,32.481,0
C,1.366,83.726,0
Si,1.225,68.309,0
C,1.327,27.352,0
C,1.075,58.768,1
Si,1.171,46.899,0
Si,1.67,140.55,1
C,2.209,42.417,0
Si,1.994,54.471,0
Si,0.2181,98.797,1
Si,0.3407,56.678,0
C,0.4156,62.93,1
C,0.5651,37.715,0
Si,0.7418,59.97,1
Si,0.7902,43.553,0
Si,0.8944,48.44,1
C,0.2181,92.405,1
Si,0.3759,71.673,0
C,0.5827,57.842,0
C,0.9786,25.051,0
Si,0.4292,152.58,1
Si,0.5721,140.14,0
C,0.9639,98.035,0
C,2.202,45.766,0
C,0.7757,69.417,1
C,1.112,54.596,0
Si,0.2181,67.527,1
C,0.2724,38.082,0
C,0.4229,31.719,1
Si,1.042,80.517,1
Si,1.124,48.133,0
Si,1.437,89.3,1
C,1.81,50.134,0
C,0.2181,249.54,1
C,0.8571,63.679,0
Si,0.4337,72.423,0
C,0.7403,39.435,0
C,0.6436,67.301,1
Si,0.2181,231.21,1
Si,0.3332,120.97,0
Si,0.5482,0,0
Si,0.5482,107.86,0
C,0.7525,86.172,0
Si,0.3885,84.835,1
Si,0.74,0,0
Si,0.74,75.443,0
C,0.4326,39.322,1
Si,0.6496,69.508,1
C,0.729,53.587,0
Si,0.8509,61.809,1
Si,1.21,83.041,1
C,1.532,29.446,0
C,1.376,26.211,0
Si,0.8549,51.297,1
Si,1.261,185.72,1
Si,2.327,50.437,0
Si,1.4,51.096,0
C,0.4344,49.128,1
Si,0.8651,252.02,1
C,1.518,35.558,0
C,1.383,137.74,0
Si,1.727,61.047,0
C,1.865,35.831,0
Si,0.6457,44.209,1
C,1.011,49.437,1
Si,1.603,97.171,1
Si,0.4344,130.1,1
C,0.6175,76.202,0
C,0.4984,25.429,0
C,1.627,39.115,1
C,0.4352,28.974,1
C,0.8472,42.433,1
C,2.424,53.307,1
Si,2.598,59.174,1
Si,0.2181,167.87,1
C,0.2918,28.865,0
C,0.2916,110.75,0
Si,0.4113,43.467,0
C,0.4005,113.44,1
C,0.547,54.109,0
Si,0.5907,69.749,1
Si,0.2181,66.339,1
Si,0.4231,64.012,1
C,0.6231,37.381,1
C,0.8052,30.971,1
Si,1.176,40.834,1
C,1.385,42.064,1
Si,1.603,64.25,1
Si,0.4351,119.21,1
Si,0.634,69.08,0
Si,0.6154,165.49,1
Si,1.317,52.228,0
C,0.7792,33.906,0
C,0.8648,0,0
C,0.8648,31.727,0
Si,0.8302,50.381,1
Si,1.015,232.72,1
C,1.477,150.26,0
Si,2.288,86.292,0
Si,0.4284,95.274,1
Si,0.606,0,0
Si,0.606,72.764,0
C,0.8328,48.154,1
Si,1.257,82.512,1
Si,1.429,40.285,1
C,0.6518,33.255,1
Si,1.517,127.5,1
C,1.68,28.177,1
C,1.994,26.048,1
C,0.2181,115.87,1
C,0.3374,0,0
C,0.3374,31.989,0
Si,0.3386,81.542,0
C,0.7985,41.38,0
Si,0.4281,68.958,1
C,0.6257,113.81,1
C,0.8025,93.09,0
Si,0.8413,41.23,1
C,0.2181,108.45,1
C,0.3931,54.534,0
C,0.6232,118.57,1
C,0.7661,38.27,0
Si,0.814,60.578,1
C,0.9421,31.978,1
Si,0.4345,49.123,1
Si,0.8627,264.86,1
Si,1.365,104.84,0
Si,1.542,72.419,0
Si,1.902,42.484,0
C,1.201,90.257,0
Si,0.2181,148.81,1
Si,0.4213,131.83,0
C,1.044,44.026,0
C,0.4061,94.458,1
Si,0.6069,97.452,1
C,0.4351,249.16,1
C,0.8806,31.282,0
Si,0.7649,42.181,0
C,0.6973,27.232,0
Si,0.8337,111.88,0
C,0.9859,72.234,0
C,1.54,29.491,0
C,0.2181,160.01,1
C,0.2634,32.647,0
Si,0.3659,76.843,0
Si,0.4262,47.04,1
Si,0.9985,44.422,1
C,0.9981,124.52,1
C,1.632,35.973,0
C,1.254,32.022,0
Si,1.592,43.947,1
Si,0.4338,122.5,1
Si,0.66,75.234,0
C,0.9938,42.39,0
C,0.6289,127.3,1
C,0.844,84.93,1
C,0.8705,78.29,1
Si,0.9656,61.522,0
Si,1.086,52.687,1
Si,1.289,118.48,1
Si,1.644,81.575,0
Si,0.6521,197.82,1
Si,0.8564,55.842,0
Si,0.944,44.287,0
Si,0.7661,78.151,0
C,0.8509,51.225,0
Si,0.8285,61.489,1
C,0.9309,47.253,0
C,1.327,30.922,0
Si,1.044,66.248,1
Si,1.258,49.64,0
C,1.659,25.376,0
C,0.2181,137.39,1
C,0.3833,121.7,0
C,1.206,81.581,0
C,1.963,29.581,0
Si,0.4269,54.707,1
Si,1.389,64.09,1
C,1.524,29.14,0
Si,0.2181,54.037,1
Si,0.3583,40.378,0
C,0.4251,37.068,1
Si,1.218,89.376,1
Si,1.568,46.792,0
Si,1.867,61.697,1
C,2.034,38.757,0
Si,0.2181,74.773,1
C,0.3356,34.471,0
C,0.606,25.084,0
C,0.6264,109.16,1
Si,0.8095,99.072,1
C,0.9099,31.395,0
Si,0.2181,68.006,1
C,0.3068,53.942,0
Si,0.4222,197.73,1
Si,0.8696,62.161,0
C,1.02,30.159,0
Si,0.6772,48.756,0
C,0.5935,62.332,1
C,0.2181,97.031,1
C,0.3884,60.511,0
C,0.6459,136.37,1
C,1.804,0,0
C,1.804,32.885,0
Si,0.8588,94.183,1
Si,1.111,41.772,0
Si,0.2181,135.6,1
Si,0.3335,41.888,0
C,0.2808,48.366,0
C,0.3331,0,0
C,0.3331,48.058,0
Si,0.4089,46.15,1
Si,0.7184,45.096,1
C,1.018,42.979,1
Si,1.185,40.119,1
Si,0.4343,150.01,1
Si,0.5605,99.49,0
Si,0.698,97.899,0
Si,0.9117,86.719,0
Si,1.117,48.821,0
C,0.7637,49.739,1
C,1.137,61.818,1
C,0.4327,81.796,1
C,0.534,28.21,0
Si,0.6441,84.988,1
Si,1.22,41.143,1
Si,0.4354,108.41,1
Si,0.7854,62.715,0
C,0.622,71.692,1
C,0.8118,60.222,1
Si,0.6481,61.063,1
C,0.7831,27.577,0
Si,0.8536,62.558,1
C,1.045,50.113,0
Si,1.131,100.43,1
Si,1.379,45.687,0
C,1.147,43.026,1
Si,0.2181,263.19,1
C,0.4691,83.487,0
Si,0.3693,67.317,0
C,0.3239,58.059,0
C,0.3846,47.742,0
C,0.7944,31.764,1
C,0.9149,0,0
C,0.9149,29.134,0
Si,0.6391,274.05,1
C,1.199,31.314,0
Si,0.9897,170.9,0
C,1.378,92.202,0
C,1.24,30.436,0
Si,0.9323,42.062,0
C,0.2181,42.235,1
C,0.2685,33.032,0
C,0.4328,56.74,1
C,0.8586,104.29,1
Si,1.065,70.669,1
Si,0.2181,147.93,1
Si,0.411,97.666,0
C,0.6488,33.275,0
Si,1.169,67.486,1
C,0.2181,178.28,1
C,1.519,0,0
C,1.519,27.734,0
Si,1.427,45.642,0
C,0.6365,107.77,1
Si,0.8251,77.732,1
C,1.38,29.445,0
Si,0.2181,43.325,1
C,1.062,69.671,1
C,0.9613,0.34096,0
C,0.9613,44.339,0
Si,1.278,64.083,1
C,1.485,84.138,1
Si,1.698,59.616,0
Si,0.2181,64.214,1
Si,0.4236,41.511,1
Si,0.7594,89.86,1
C,0.9679,99.722,1
Si,0.2181,251.7,1
Si,0.3166,195.03,0
Si,0.8588,72.7,0
C,0.3843,49.587,1
C,0.7198,35.202,1
C,0.8703,114.67,1
C,1.081,26.694,1
C,1.497,91.829,1
C,0.2181,70.1,1
Si,0.3642,56.975,0
C,0.4306,188.51,1
C,1.664,51.235,0
Si,1.003,43.611,0
C,0.2181,94.009,1
C,0.3681,25.442,0
Si,1.077,79.139,1
C,1.259,54.282,1
C,0.435,42.186,1
C,0.645,203.12,1
Si,2.043,80.259,0
C,2.441,32.697,0
C,0.847,27.551,1
C,0.6516,53.083,1
Si,1.473,78.838,1
Si,1.685,47.341,0
Si,1.646,80.13,1
Si,1.794,78.136,0
C,2.006,45.694,0
Si,0.2181,146.47,1
C,0.3371,116.36,0
Si,0.4066,110.99,1
C,0.746,30.401,0
C,0.9985,30.279,1
C,0.2181,69.539,1
Si,0.3172,51.836,0
Si,0.4309,91.3,1
C,0.9856,29.801,0
C,0.6045,46.092,1
C,0.7506,40.508,0
C,0.2181,90.714,1
Si,0.6436,79.62,1
C,1.011,37.005,0
C,0.8179,37.813,1
Si,1.185,70.598,1
C,1.458,31.131,0
Si,0.2181,41.956,1
C,0.4276,109.56,1
C,0.7963,29.347,0
Si,0.8164,126.19,1
C,0.6513,73.341,1
C,0.9044,0,0
C,0.9044,61.503,0
Si,1.072,199.44,1
Si,1.693,76.594,0
C,1.374,28.183,0
C,1.441,0,0
C,1.441,25.887,0
Si,0.8669,112.8,1
Si,1.318,53.78,0
C,1.526,26.48,0
C,1.245,30.104,1
Si,1.444,62.565,1
C,0.2181,51.359,1
C,0.3136,43.309,0
C,0.4794,32.847,0
C,0.432,94.432,1
Si,0.6441,66.611,0
C,0.6378,26.329,1
C,1.069,39.267,1
Si,1.279,107.55,1
Si,0.2181,71.044,1
C,0.6288,61.239,1
C,0.8137,145.97,1
C,1.954,37.372,0
Si,0.4352,142.77,1
C,0.5477,79.03,0
C,1.032,114.7,1
C,1.579,39.217,0
C,0.2181,46.192,1
Si,0.6389,229.55,1
C,0.9283,41.836,0
Si,0.9125,59.448,1
Si,0.2181,101.16,1
Si,0.346,61.254,0
C,0.416,29.171,1
Si,0.62,67.418,1
C,1.888,25.015,1
Si,0.4317,56.819,1
C,0.6217,85.604,1
C,0.9613,31.406,0
C,0.9677,112.71,1
C,0.647,78.627,1
C,1.221,89.966,1
Si,1.614,42.999,1
Si,0.2181,159.51,1
Si,0.3872,64.438,0
C,0.6963,43.709,0
C,0.2655,62.628,0
Si,0.309,49.484,0
C,0.4453,27.277,0
Si,0.4023,75.865,1
C,0.5832,30.588,0
Si,0.892,45.345,1
Si,0.6489,88.73,1
C,0.8594,175.39,1
C,2.039,30.953,0
C,1.076,42.465,1
C,0.6385,70.145,1
C,0.8525,97.959,1
C,1.06,51.699,1
Si,0.2181,96.322,1
Si,0.283,51.484,0
Si,0.417,93.672,1
C,0.4929,55.306,0
Si,0.7769,49.328,1
Si,0.9664,45.774,0
Si,0.87,95.043,1
C,0.7627,31.513,0
Si,1.29,157.7,1
Si,1.784,72.127,0
C,1.485,44.588,1
C,0.9729,70.879,1
C,1.055,31.923,0
Si,1.171,55.472,1
Si,1.357,57.461,1
C,1.513,44.427,0
Si,0.2181,98.621,1
C,0.3754,77.186,0
C,0.4157,172.89,1
Si,0.6425,52.039,0
Si,0.7253,40.308,0
C,0.6019,96.132,0
Si,1.11,42.68,0
C,0.4333,70.863,1
C,0.5628,47.376,0
C,0.832,0,0
C,0.832,28.116,0
Si,1.473,84.179,1
C,1.866,36.533,1
Si,0.2181,159.87,1
Si,0.3335,54.723,0
C,0.2519,30.356,0
Si,0.5709,53.351,1
Si,0.8112,63.031,1
C,0.2181,84.446,1
C,0.3851,0,0
C,0.3851,41.77,0
C,0.4692,30.956,0
C,0.3649,31.943,0
Si,0.6268,124.72,1
Si,1.116,67.298,0
C,0.7672,73.216,1
C,0.8527,43.753,1
C,1.048,68.425,1
C,0.2181,133.16,1
Si,0.8563,44.868,1
C,0.6363,93.399,1
Si,1.025,193.69,1
C,1.222,159.31,0
C,1.851,39.968,0
C,0.2181,56.712,1
C,0.312,0,0
C,0.312,43.451,0
C,0.4194,0.58616,0
C,0.4194,39.571,0
Si,0.6422,104.26,1
C,1.019,51.554,0
Si,1.168,121.95,1
C,1.465,26.007,0
C,1.317,89.095,0
C,2.5,30.551,0
C,0.2181,114.23,1
C,0.3987,92.928,0
C,0.7344,70.501,0
Si,0.4279,74.228,1
C,0.4999,42.49,0
Si,1.237,100.03,1
C,1.357,54.461,0
Si,0.6519,49.715,1
C,0.8481,62.305,1
C,1.311,56.203,1
Si,1.464,52.924,1
C,0.2181,176.39,1
Si,0.9452,59.679,0
Si,0.9205,46.116,0
C,0.6258,34.976,1
Si,0.2181,196.22,1
C,0.2337,89.129,0
Si,0.1989,69.54,0
Si,0.08937,52.183,0
C,0.2572,42.76,0
C,0.9189,42.808,1
C,1.037,34.198,1
Si,0.2181,371.23,1
Si,0.8382,218.42,0
C,0.9843,30.602,0
C,0.7981,53.544,0
Si,0.434,40.96,1
Si,0.633,42.776,1
Si,0.8447,122.35,1
C,1.102,35.798,0
Si,1.007,60.841,0
Si,1.005,65.207,1
C,0.4297,168.78,1
Si,1.348,53.445,0
C,0.6206,37.979,1
Si,0.8304,88.661,1
C,0.9358,35.092,0
Si,0.4339,315.96,1
C,0.7955,219.73,0
