# Nions = 10000
Atom,Depth (nm),Energy (eV),Primary
O,0.57,66.641,1
Ti,0.6428,44.655,0
Ti,0.7413,51.677,1
O,0.9348,22.171,0
O,0.779,65.72,1
O,0.8236,28.093,0
Ti,0.4355,97.146,1
O,0.5035,58.771,0
Ti,0.9955,66.964,1
Ti,1.132,53.049,0
O,0.2186,41.863,1
O,0.3525,0,0
O,0.3525,38.282,0
O,0.56,27.219,0
Ti,0.4313,96.939,1
O,0.6115,83.584,1
O,0.7997,67.376,0
Ti,0.7347,47.458,1
O,0.7236,23.366,0
Ti,0.4331,57.515,1
O,0.5228,26.259,0
O,0.62,0,0
O,0.62,23.28,0
O,1.034,39.004,1
O,1.21,62.289,1
O,1.304,0,0
O,1.304,32.763,0
O,0.2186,34.499,1
O,1.032,21.247,1
O,1.231,24.479,1
Ti,1.651,40.221,1
O,1.83,47.182,1
O,0.2186,74.709,1
O,0.5296,51.187,0
O,0.3566,19.462,0
O,0.8569,34.928,1
O,0.943,26.048,0
Ti,1.068,102.65,1
O,1.118,27.956,0
O,1.112,27.967,0
O,0.4347,82.488,1
O,0.8366,40.913,1
O,1.055,63.674,1
O,0.2186,53.1,1
O,0.3651,21.825,0
O,0.4295,28.997,1
O,0.7563,78.819,1
O,0.8287,52.303,0
O,0.924,20.241,0
O,1.047,32.468,1
O,0.2186,79.413,1
O,0.3744,73.553,0
O,0.9241,22.012,0
O,0.5826,25.944,0
Ti,0.5862,137.23,1
O,0.9353,20.937,0
O,0.816,19.344,0
Ti,0.7713,51.353,0
O,0.7643,20.411,1
Ti,0.2186,97.54,1
O,0.5938,32.925,0
O,0.4081,21.374,0
O,0.3877,74.88,1
O,0.5065,24.278,0
O,0.5778,19.348,1
O,1.164,41.795,1
Ti,0.2186,61.627,1
O,0.4085,41.874,1
O,0.5282,23.966,0
O,1.181,25.845,1
O,0.4348,23.158,1
Ti,0.8601,212.64,1
O,0.7454,22.79,0
Ti,0.8156,145.9,0
O,0.6843,55.313,0
O,0.3997,37.514,0
O,0.7527,54.067,0
O,0.3492,25.468,0
O,0.2186,67.362,1
Ti,0.2899,48.49,0
Ti,0.4279,140.44,1
O,0.6502,19.2,0
O,0.5655,37.269,0
O,0.5315,68.041,0
O,0.6493,22.96,0
O,0.4329,75.095,1
O,0.1991,0.12408,0
O,0.1991,20.446,0
O,0.5619,23.227,0
O,0.6431,50.894,1
O,0.8005,20.259,0
O,0.8404,56.774,1
Ti,0.9909,59.142,1
O,1.054,29.486,0
O,0.4319,114.5,1
O,0.3662,20.195,0
Ti,0.5676,68.166,0
O,0.7394,20.384,0
Ti,0.6315,74.959,1
O,0.7023,43.327,1
Ti,0.2186,104.33,1
O,0.3048,29.055,0
O,0.5342,109.09,1
O,1.02,0,0
O,1.02,29.9,0
Ti,0.8436,42.027,0
O,0.9651,23.713,0
O,0.7585,26.554,0
O,0.2186,29.505,1
O,0.3312,19.226,0
O,0.6414,20.176,1
O,1.038,49.054,1
O,1.195,27.517,1
O,1.261,0,0
O,1.261,24.149,0
Ti,1.35,61.523,1
O,1.452,19.583,0
O,0.6459,34.602,1
O,0.7877,19.257,0
O,0.8494,19.783,1
Ti,1.438,44.734,1
O,1.625,37.212,1
O,1.739,29.712,0
Ti,0.2186,70.6,1
O,0.4027,60.88,1
O,0.6073,48.297,0
Ti,0.5431,135.88,1
O,0.5582,38.391,0
O,0.4361,214.75,1
Ti,1.036,40.166,0
O,1.05,26.597,0
O,1.03,28.058,0
O,1.051,25.991,0
O,0.6369,34.236,0
O,0.2186,38.555,1
O,0.3425,0.77418,0
O,0.3425,32.5,0
O,0.4318,70.731,1
O,0.6027,35.114,0
Ti,0.6232,83.407,1
O,0.6949,41.431,0
Ti,0.7736,74.245,1
Ti,0.8792,52.774,0
O,0.4359,117.45,1
O,0.4963,35.198,0
O,0.5567,22.126,0
O,0.6436,27.569,1
O,0.8317,64.226,1
O,1.085,25.408,0
O,1.041,39.398,1
O,0.2186,66.373,1
O,0.8415,45.618,1
O,1.144,24.046,0
O,1.223,93.254,1
O,2.041,23.197,0
O,1.827,28.108,0
Ti,0.2186,120.56,1
Ti,0.3997,96.768,0
O,0.7829,27.769,0
O,0.9417,0.11514,0
O,0.9417,25.654,0
O,0.5872,33.291,0
Ti,0.3738,39.876,1
O,0.5707,89.364,1
O,0.8823,51.377,0
O,0.4204,64.099,1
O,0.5245,32.669,0
O,0.8048,0,0
O,0.8048,19.854,0
O,0.8419,110.51,1
Ti,1.452,63.488,0
Ti,1.66,48.06,0
O,1.008,31.622,1
O,0.2186,33.606,1
O,0.4325,44.899,1
Ti,0.8216,84.937,1
O,0.8888,53.323,0
O,1.131,41.045,1
O,1.195,26.368,0
O,1.472,20.714,1
O,0.2186,64.479,1
O,0.2763,0.13193,0
O,0.2763,58.057,0
O,0.4279,106.42,1
Ti,1.024,48.182,0
O,0.6146,31.812,1
O,0.692,23.142,0
O,0.8125,20.047,0
Ti,0.826,58.237,1
Ti,0.2186,102.87,1
O,0.5831,25.257,0
O,0.5556,61.697,1
O,0.9968,24.997,1
Ti,0.6468,77.251,1
O,0.6921,56.853,0
O,0.872,44.553,0
O,1.061,22.854,0
Ti,0.841,107.98,1
O,1.037,19.605,0
O,1.008,42.25,0
O,0.9158,37.775,0
O,0.9823,26.301,0
O,1.167,35.53,1
Ti,0.2186,274.37,1
O,0.9688,19.72,0
Ti,0.7557,47.975,0
O,0.5876,87.61,0
O,1.263,0,0
O,1.263,23.862,0
O,0.7214,23.123,0
O,0.3412,40.426,0
O,0.3798,26.194,0
O,0.4307,0,0
O,0.4307,26.182,0
Ti,0.436,155.58,1
O,0.8396,49.175,0
O,1.084,0,0
O,1.084,29.167,0
O,1.262,0,0
O,1.262,25.871,0
O,0.6429,47.924,0
O,0.878,0.57825,0
O,0.878,19.792,0
O,0.5439,53.428,1
Ti,0.7144,58.694,1
Ti,0.4329,48.911,1
O,0.5629,23.638,0
O,0.8943,61.335,1
O,0.9216,35.361,0
O,0.2186,206.4,1
O,0.385,0.6326,0
O,0.385,203.77,0
O,0.9082,67.755,0
O,1.088,34.785,0
O,0.9024,19.853,0
Ti,0.8043,95.54,0
O,1.164,23.447,0
O,0.9827,42.192,0
O,0.423,60.339,1
O,0.6304,33.956,0
Ti,0.6441,174.67,1
Ti,1.035,76.864,0
O,1.036,26.781,0
O,0.7864,27.798,0
O,0.6957,34.514,1
O,0.2186,66.301,1
Ti,0.3663,43.825,0
O,0.564,22.268,0
Ti,0.428,51.918,1
O,0.6253,33.234,0
O,0.6827,55.821,1
O,0.7151,43.327,1
O,0.6534,57.688,1
O,1.205,19.474,0
O,0.857,154.84,1
O,1.446,91.913,0
O,0.2186,234.35,1
O,0.4785,19.294,0
O,0.4302,195.67,0
O,1.12,47.04,0
O,1.215,22.667,0
O,0.8419,79.457,0
O,1.147,25.98,0
O,0.2186,27.853,1
Ti,0.4333,130.66,1
O,0.4609,34.561,0
O,0.476,29.037,0
O,0.4789,28.301,0
O,0.4782,19.314,0
O,0.5934,35.926,1
O,0.7342,36.453,1
O,0.2186,71.729,1
O,1.493,42.907,1
O,0.4294,23.768,1
Ti,0.6343,73.226,1
O,0.8123,37.652,0
Ti,0.7638,153.94,1
O,0.8826,37.192,0
O,0.9239,19.046,0
O,0.8729,42.962,0
O,0.89,29.54,0
O,0.8014,29.008,0
O,0.8231,0.88316,0
O,0.8231,23.305,0
O,0.4352,29.366,1
O,0.4944,20.421,0
Ti,0.6528,141.07,1
O,0.7073,89.43,0
O,0.7587,20.597,0
O,0.752,35.257,0
O,0.9303,41.706,1
O,1.036,28.453,0
O,0.6451,61.137,1
O,0.7475,47.376,0
O,0.8972,32.92,0
O,1.06,22.763,0
Ti,1.065,100.69,1
Ti,1.123,46.422,0
O,1.237,19.272,1
O,0.4337,55.753,1
O,0.6511,34.465,1
O,0.8673,22.459,1
O,1.078,28.286,1
O,1.48,49.955,1
O,0.2186,80.85,1
Ti,0.284,58.553,0
O,0.677,21.452,0
Ti,0.4258,90.292,1
O,0.7021,26.85,0
Ti,0.6232,44.835,0
O,0.7691,20.352,0
Ti,0.6748,70.073,1
O,0.7479,22.206,0
O,0.7404,23.851,0
O,0.4359,54.63,1
O,0.559,46.114,0
O,1.046,19.453,0
Ti,0.8169,68.982,1
O,0.9007,27.789,1
O,0.2186,200.5,1
O,0.4221,113.53,0
O,0.737,58.35,0
O,0.2186,60.353,1
O,0.2768,53.23,0
Ti,0.4192,39.95,0
O,0.6377,28.694,0
Ti,0.4288,84.463,1
O,0.5933,54.621,1
O,0.8183,33.967,0
O,0.7978,42.338,1
O,0.2186,101.36,1
O,0.2707,0,0
O,0.2707,19.649,0
O,0.05367,0,0
O,0.05367,19.264,0
O,0.3501,74.268,0
O,0.7224,31.343,0
O,0.4233,67.457,1
O,0.5876,82.784,1
O,1.189,24.902,0
Ti,0.6356,214.93,1
O,0.8316,21.94,0
O,0.6675,120.57,0
O,0.6691,33.15,0
O,0.6861,19.526,0
O,0.2186,133.91,1
O,0.4234,0.023694,0
O,0.4234,131.89,0
O,0.8524,65.208,0
Ti,0.4206,127.33,1
Ti,0.5957,67.114,0
O,0.7117,19.011,0
O,0.5212,25.81,0
Ti,0.2186,137.23,1
O,0.4967,65.82,0
O,0.8113,32.668,0
O,0.3662,32.423,1
O,0.523,53.52,1
Ti,0.7059,44.594,1
O,0.8026,29.542,0
O,0.4337,62.875,1
O,0.6234,34.397,0
O,0.7772,19.835,0
Ti,0.6271,59.837,1
O,0.7186,44.508,1
Ti,0.4334,114.16,1
O,0.6403,42.133,0
Ti,0.4654,56.547,0
O,0.4776,22.11,0
O,0.6045,112.78,1
O,1.09,24.982,0
O,0.2186,71.88,1
O,0.2795,0,0
O,0.2795,29.317,0
Ti,0.6263,130.72,1
O,0.7855,39.92,0
O,0.6613,27.19,1
O,0.2186,33.244,1
O,0.2756,0,0
O,0.2756,30.955,0
O,0.4325,155.4,1
O,0.5938,90.378,0
O,0.7385,79.224,0
Ti,0.933,40.107,0
O,1.108,20.068,0
Ti,0.6335,45.49,1
Ti,0.2186,216.86,1
Ti,0.582,0,0
Ti,0.582,160.76,0
O,1.175,30.264,0
O,0.9983,20.847,0
O,0.7971,85.418,0
O,1.116,54.114,0
O,1.459,0,0
O,1.459,43.676,0
O,0.3852,45.666,0
O,0.6363,20.807,1
O,0.8426,165.81,1
O,1.268,50.37,0
O,1.535,0,0
O,1.535,22.548,0
O,1.028,64.072,0
O,0.2186,203.84,1
O,0.682,50.171,0
O,0.5807,60.52,0
O,0.7195,33.486,0
Ti,0.3787,64.894,0
O,0.2186,227.43,1
O,0.6939,46.601,0
O,0.8455,19.262,0
Ti,0.5329,47.97,0
O,0.405,92.098,0
O,0.5314,52.56,0
O,0.8689,0.95114,0
O,0.8689,30.29,0
Ti,0.4296,268.03,1
O,0.1714,23.968,0
O,0.2131,124.21,0
O,0.1822,19.565,0
Ti,0.02989,75.493,0
O,0.3807,70.996,0
O,0.2186,71.778,1
O,0.279,24.727,0
Ti,0.642,39.158,1
Ti,0.9641,68.006,1
Ti,0.2186,113.04,1
O,0.3809,22.957,1
O,0.5273,75.442,1
O,0.6179,55.52,0
O,0.7466,28.101,0
Ti,0.7134,43.275,1
O,0.4238,53.416,1
O,0.6384,87.538,1
O,0.9548,49.494,0
O,1.098,35.783,0
O,0.8272,34.679,1
O,0.8818,0,0
O,0.8818,20.042,0
O,0.9931,27.017,1
O,1.103,24.828,1
Ti,0.4359,206.07,1
O,0.3964,25.24,0
O,0.3599,0,0
O,0.3599,23.238,0
O,0.2518,19.612,0
Ti,0.4281,64.948,0
Ti,0.3718,39.082,0
O,0.4448,27.972,0
O,0.5243,41.449,1
Ti,0.2186,47.356,1
O,0.4147,55.418,1
O,1.212,22.174,1
Ti,1.304,50.363,1
O,1.405,21.84,0
O,0.2186,159.41,1
O,0.8407,24.867,0
O,0.4251,31.898,0
O,0.4192,26.875,1
O,0.636,57.437,1
O,0.2186,196.41,1
O,0.4203,0,0
O,0.4203,194.12,0
Ti,1.106,47.841,0
O,1.259,35.463,0
O,0.9853,28.15,0
O,0.84,41.049,0
O,0.6387,28.286,0
Ti,0.421,82.004,1
O,0.2186,65.326,1
O,0.2808,62.228,0
O,0.6616,39.355,0
Ti,0.4281,142.72,1
O,0.72,57.598,0
O,0.9298,31.317,0
O,0.5296,41.782,0
O,0.5776,31.306,1
O,0.4202,20.936,1
Ti,1.472,59.919,1
O,1.755,20.377,0
Ti,0.2186,279.68,1
O,0.0867,117.22,0
O,0.6485,83.059,1
O,0.8392,24.126,0
O,0.8351,24.839,1
Ti,1.158,57.266,1
Ti,1.216,43.844,0
Ti,1.31,0,0
Ti,1.31,41.712,0
Ti,0.2186,92.642,1
O,0.2455,24.429,0
O,0.2088,19.922,0
O,0.2535,54.658,0
O,0.3991,29.885,0
Ti,0.4963,50.986,1
Ti,0.4878,68.503,1
O,0.5333,21.04,1
O,0.4357,19.745,1
O,0.6512,53.43,1
O,0.7411,0,0
O,0.7411,49.894,0
O,0.9422,42.103,0
Ti,0.8615,100.03,1
O,0.9076,69.036,0
O,1.034,48.362,0
O,1.338,31.011,0
Ti,1.028,64.632,1
O,1.089,32.858,0
Ti,0.2186,72.054,1
Ti,0.3893,66.698,0
Ti,0.5948,48.848,0
Ti,0.4032,162.57,1
O,0.5561,78.934,0
O,0.8297,39.67,0
Ti,0.4877,46.07,0
O,0.3848,34.403,1
O,0.4346,84.544,1
O,0.629,109.29,1
O,1.183,36.228,0
O,0.8891,30.233,0
O,0.8435,19.883,1
Ti,0.2186,85.113,1
O,0.5583,21.36,0
Ti,0.5607,80.366,1
O,0.6896,22.967,0
O,0.6116,63.163,1
O,0.6758,59.099,0
Ti,0.4355,39.677,1
O,0.8276,22.86,1
O,1.04,35.419,1
Ti,1.453,87.239,1
O,1.765,19.597,1
O,0.2186,109.8,1
Ti,0.3984,46.794,0
O,0.639,57.82,1
O,0.8376,36.015,1
O,0.9503,0,0
O,0.9503,33.251,0
Ti,1.036,41.714,1
Ti,0.2186,180.36,1
O,0.5005,22.158,0
Ti,0.1882,80.227,0
O,0.1808,36.102,0
O,0.1947,31.792,0
O,0.1814,0.35495,0
O,0.1814,31.437,0
O,0.3361,58.276,1
Ti,0.4277,42.045,0
O,0.8233,21.135,0
Ti,0.4366,44.376,1
O,0.4541,20.081,0
Ti,0.2186,225.8,1
O,0.1704,37.546,0
O,0.1838,164.23,0
Ti,0.285,49.156,1
O,0.6712,21.366,0
O,0.2186,216.75,1
O,0.5605,30.887,0
O,0.5212,27.715,0
O,0.4284,0.07718,0
O,0.4284,21.417,0
O,0.4763,28.101,0
O,0.3923,94.568,0
O,0.7244,53.422,0
O,0.4237,21.741,1
O,0.2186,162.04,1
O,0.3861,118.27,0
O,0.4191,61.78,1
O,0.2186,157.94,1
O,0.2242,22.024,0
Ti,0.3417,102.81,0
O,0.7279,38.59,0
O,1.105,0,0
O,1.105,19.619,0
O,0.4191,57.555,1
Ti,0.2186,70.745,1
O,0.5526,22.991,0
O,0.4039,70.53,1
O,0.54,22.197,1
O,0.8815,50.044,1
O,0.8885,26.164,0
O,0.2186,104.03,1
O,0.6252,26.843,0
O,0.4835,28.396,0
O,0.2977,36.92,0
O,0.3552,0,0
O,0.3552,36.913,0
O,0.4235,28.505,1
Ti,0.6407,81.361,1
Ti,0.6657,56.653,0
O,0.8531,44.245,1
O,1.006,0,0
O,1.006,31.695,0
O,0.4361,24.902,1
O,0.6529,38.009,1
O,0.8644,53.634,1
O,1.137,26.146,0
O,1.281,27.472,1
Ti,1.478,39.099,1
O,1.68,26.869,1
O,0.4346,86.249,1
O,0.6859,27.813,0
O,0.8482,105.18,1
O,1.043,28.652,0
Ti,1.022,54.178,1
O,1.074,36.647,0
O,0.2186,55.134,1
O,0.2737,46.924,0
O,0.4292,70.62,1
O,0.6193,108.85,1
O,1.473,25.44,0
O,1.333,25.9,0
O,0.9907,21.999,0
O,0.7742,30.704,1
O,0.2186,52.795,1
O,0.2996,31.337,0
O,0.4298,42.488,1
O,0.6258,30.074,1
Ti,0.8392,58.421,1
Ti,0.9919,0,0
Ti,0.9919,57.715,0
O,1.409,21.091,0
O,1.134,28.119,1
O,0.4356,87.293,1
O,0.5305,79.97,0
O,0.7185,61.223,0
O,0.9053,22.107,0
O,0.815,40.11,1
O,0.8626,33.299,0
Ti,1.016,80.162,1
O,1.078,24.341,0
O,1.081,33.957,0
O,1.152,22.117,0
O,0.2186,62.945,1
O,0.3317,56.711,0
O,1.262,62.212,1
O,1.831,32.749,0
Ti,0.2186,78.545,1
O,0.2709,35.964,0
O,0.3221,29.533,0
O,0.4202,0.044927,0
O,0.4202,29.488,0
O,0.3999,86.133,1
O,0.7516,41.954,0
O,1.061,57.978,1
O,1.271,0.072496,0
O,1.271,20.944,0
O,0.2186,167.37,1
O,0.712,81.945,0
Ti,0.6882,58.46,0
O,0.8165,23.05,0
O,0.7477,40.937,1
O,0.436,113.15,1
O,0.6464,85.131,1
O,0.9588,31.729,0
O,1.079,0,0
O,1.079,29.048,0
O,1.289,0,0
O,1.289,26.138,0
O,0.8532,36.055,1
O,0.2186,69.793,1
O,0.3719,0,0
O,0.3719,66.147,0
O,0.5949,27.487,0
Ti,0.4276,118.84,1
Ti,0.5492,111.73,0
Ti,0.9661,54.025,0
O,0.7483,54.397,0
Ti,0.5366,65.496,1
O,0.572,36.002,0
O,0.5479,25.488,0
O,0.2186,155.24,1
O,0.1736,53.123,0
Ti,0.3362,90.878,0
O,0.688,28.423,0
O,0.494,38.615,0
O,0.633,24.203,0
O,0.4191,56.362,1
O,0.6099,43.954,0
O,0.7723,23.367,1
Ti,0.2186,242.15,1
O,0.6714,25.415,0
Ti,0.6176,54.501,0
O,0.7174,31.171,0
O,0.4857,28.179,0
O,0.3899,24.816,0
O,0.2796,47.414,0
Ti,0.4361,85.917,1
O,0.4523,25.626,0
Ti,0.4793,43.515,0
O,0.6155,58.503,1
O,0.8179,83.033,1
O,1.023,61.571,0
Ti,0.2186,44.865,1
O,0.416,93.45,1
Ti,0.7103,43.444,0
O,0.6068,105.63,1
O,0.9277,0,0
O,0.9277,56.707,0
O,1.132,42.021,0
O,1.32,0,0
O,1.32,39.053,0
Ti,0.7801,43.037,0
O,0.4353,70.217,1
O,0.7411,27.156,0
O,0.6504,98.983,1
O,1.134,0,0
O,1.134,63.758,0
O,1.637,24.061,0
O,0.8444,63.406,1
O,1.003,27.811,0
Ti,0.2186,83.239,1
O,0.62,39.183,0
O,0.3958,134.2,1
O,0.4229,0,0
O,0.4229,51.964,0
Ti,0.2085,39.009,0
O,0.5962,19.229,0
O,0.6419,20.185,1
O,0.2186,61.802,1
O,0.3091,0,0
O,0.3091,59.428,0
O,0.8789,28.14,0
O,0.4286,156.35,1
O,1.355,20.042,0
O,0.4356,97.082,1
O,0.9177,20.546,0
O,0.8408,25.787,1
Ti,1.235,100.41,1
O,1.255,60.735,0
O,1.293,30.056,0
O,0.2186,156.98,1
O,0.4326,146.43,0
O,1.304,21.905,0
O,1.385,0.51155,0
O,1.385,19.393,0
O,0.8268,47.936,0
O,0.6448,23.372,0
Ti,0.4191,82.039,1
O,0.5255,49.405,0
O,0.2186,60.193,1
Ti,0.2904,41.544,0
O,0.47,21.814,0
O,0.4285,109.99,1
O,0.627,46.664,1
O,0.8183,40.132,1
O,0.2186,134.61,1
O,0.2628,26.751,0
Ti,0.424,86.896,0
Ti,0.8184,40.882,0
O,0.6266,32.726,0
O,0.4206,65.898,1
O,0.7822,40.836,0
O,0.6218,19.188,0
Ti,0.8501,58.748,1
O,0.5091,20.201,0
O,0.697,24.487,0
Ti,0.2186,221.69,1
Ti,0.2882,58.635,0
Ti,0.2651,44.211,0
O,0.3009,75.688,0
O,0.3735,59.876,0
O,0.2088,44.497,0
O,0.2028,23.507,0
O,0.1965,21.527,0
O,0.29,43.41,1
Ti,0.2186,91.774,1
O,0.5228,29.207,0
O,0.5818,44.147,1
O,0.9798,89.87,1
Ti,1.156,60.996,0
Ti,1.362,56.038,0
Ti,0.2186,40.464,1
O,0.4188,90.046,1
O,0.5352,63.357,0
O,1.048,34.909,1
O,1.222,39.075,1
O,0.2186,41.475,1
Ti,0.6451,76.905,1
O,0.7061,24.888,0
O,0.8368,59.395,1
O,0.9928,81.321,1
O,0.2186,45.424,1
Ti,0.4306,189.03,1
O,0.8485,21.373,0
O,0.6589,41.006,0
O,0.5161,100.25,0
O,0.8921,20.713,0
Ti,0.472,48.5,1
O,0.2186,86.111,1
O,0.3969,48.828,0
O,0.4251,28.584,1
O,0.6367,77.451,1
Ti,0.2186,58.757,1
O,0.5394,24.034,0
Ti,0.5987,39.517,1
O,0.6473,26.884,0
Ti,0.8102,58.87,1
Ti,1.023,40.283,0
O,1.097,19.074,1
Ti,0.2186,39.269,1
O,0.3655,28.702,0
Ti,0.4187,40.963,1
O,0.4593,19.782,0
O,0.7977,43.239,1
O,1.004,53.487,1
O,1.121,33.889,0
O,0.4322,158.39,1
O,1.057,91.173,0
Ti,1.291,41.665,0
O,0.6405,60.153,1
O,1.023,23.83,1
O,0.6433,108.09,1
Ti,0.7818,71.157,0
O,1.162,23.937,0
Ti,0.8381,61.704,1
O,0.8712,34.985,0
O,1.036,23.085,1
O,0.4288,98.873,1
O,0.8605,0.69244,0
O,0.8605,21.081,0
O,0.7226,33.901,0
O,0.6247,94.203,1
O,0.8837,23.029,0
O,0.8356,19.567,1
O,1.021,23.184,1
O,0.2186,28.33,1
O,0.433,23.809,1
Ti,0.6478,107.85,1
Ti,1.046,67.832,0
O,0.8543,26.061,0
O,0.827,33.043,1
O,0.8269,24.223,1
Ti,0.2186,45.794,1
O,0.314,25.68,0
Ti,0.4163,53.647,1
O,0.4835,30.556,0
Ti,0.5927,63.176,1
O,0.7914,23.519,1
O,0.8858,19.311,0
O,1.306,31.541,1
O,0.4302,25.9,1
O,0.6481,111.62,1
O,0.9717,55.548,0
O,0.8454,23.312,1
O,1.013,68.538,1
O,1.897,27.475,0
Ti,0.2186,59.348,1
O,0.4097,52.429,1
Ti,1.034,108.94,1
Ti,1.086,79.746,0
O,1.286,46.687,0
O,0.4299,39.746,1
O,0.6297,51.941,1
O,0.8025,28.188,1
O,1.182,25.891,1
Ti,1.584,52.534,1
O,1.503,31.38,0
Ti,0.2186,136.69,1
O,0.3684,32.617,0
Ti,0.2237,51.214,0
O,0.2444,38.447,0
O,0.5433,30.763,1
O,0.6461,23.608,1
O,0.2186,42.156,1
O,0.431,40.373,1
Ti,0.8631,127.94,1
O,1.2,20.241,0
O,1.013,30.893,0
O,1.107,24.643,0
O,0.9242,43.753,1
O,1.095,20.75,0
O,0.2186,40.13,1
O,0.2732,34.065,0
O,0.4012,28.091,0
O,0.573,22.457,0
O,0.4315,77.004,1
O,0.6204,25.428,1
O,0.8266,21.739,1
O,1.246,24.624,1
O,0.6189,95.622,1
O,0.7223,58.318,0
Ti,0.8152,58.101,1
O,1.015,35.104,0
Ti,0.8992,48.626,1
O,0.2186,223.12,1
O,0.5966,185.43,0
Ti,0.8514,59.093,0
O,0.7879,41.88,0
O,0.6207,36.367,0
O,0.4181,29.862,0
Ti,0.8038,71.759,0
O,0.2186,74.347,1
O,0.288,64.083,0
O,0.4266,82.71,1
O,0.799,35.126,0
O,0.6198,27.48,1
O,0.8194,67.127,1
O,0.6516,32.565,1
Ti,1.066,82.162,1
O,1.308,20.708,0
Ti,1.249,39.206,0
O,1.689,20.436,1
O,0.6444,44.775,1
O,0.8251,0.94125,0
O,0.8251,38.285,0
Ti,0.8317,167.68,1
O,0.9369,22.376,0
Ti,1.034,74.379,0
O,0.8875,23.525,0
Ti,0.2186,42.006,1
Ti,0.3744,0,0
Ti,0.3744,39.689,0
Ti,0.6028,132.44,1
O,0.9283,86.464,0
O,1.243,27.152,0
O,0.6817,27.557,1
O,0.6326,20.6,0
O,0.798,27.083,1
O,0.2186,113.01,1
Ti,0.409,72.532,0
Ti,0.6088,0,0
Ti,0.6088,71.185,0
O,1.211,24.564,0
O,0.4221,55.681,1
O,0.6388,22.257,1
Ti,0.8552,53.196,1
O,1.044,24.571,0
O,0.9661,20.533,1
Ti,0.2186,113.83,1
O,0.57,34.608,0
O,0.4199,23.747,0
O,0.5164,77.191,1
O,0.5937,41.238,0
Ti,0.8098,51.853,1
O,0.8076,36.767,0
Ti,0.2186,88.504,1
O,0.3715,33.041,0
O,0.3946,164.48,1
Ti,0.9542,75.279,0
O,1.164,21.256,0
Ti,0.7709,40.803,0
O,0.2186,153.38,1
O,0.5374,21.773,0
O,0.383,105.22,0
O,0.5471,63.819,0
O,0.6755,22.593,0
Ti,0.8109,42.035,1
O,0.8883,45.856,1
O,0.6186,24.456,1
O,1.011,53.825,1
O,1.222,27.058,1
O,0.2186,98.697,1
O,0.2918,94.455,0
O,0.4903,41.698,0
O,0.4241,110.77,1
O,1.112,26.492,0
O,0.9024,22.117,0
Ti,0.4348,96.03,1
O,0.5279,21.792,0
O,0.6183,85.824,1
O,0.7551,26.253,0
O,1.003,21.762,1
O,0.2186,36.057,1
Ti,0.4321,98.511,1
O,0.7105,23.189,0
Ti,0.7378,74.404,1
O,0.8573,44.917,0
O,0.2186,41.989,1
O,0.3367,37.759,0
O,0.7019,0.73755,0
O,0.7019,20.32,0
Ti,0.4313,70.983,1
O,0.4764,52.733,0
Ti,0.6234,113.82,1
O,0.6447,48.253,0
O,0.3333,23.066,0
O,0.7539,19.789,1
O,0.2186,68.469,1
O,0.3571,55.009,0
O,0.7978,22.174,0
O,0.4274,50.747,1
O,0.6255,0.075991,0
O,0.6255,44.931,0
Ti,0.6079,78.397,1
Ti,0.7715,47.549,0
