# Nions = 10000
Atom,Depth (nm),Energy (eV),Primary
C,1.399,52.074,0
C,1.069,54.121,0
Si,0.4326,60.054,1
Si,0.6001,0,0
Si,0.6001,58.904,0
C,0.8147,48.43,0
C,1.024,66.625,1
Si,0.2181,57.785,1
Si,0.8142,71.724,1
Si,0.9401,41.909,1
Si,0.2181,46.099,1
Si,0.6237,75.235,1
Si,0.8366,42.207,0
C,1.187,49.123,1
Si,0.2181,271.8,1
C,0.737,27.853,0
Si,0.8656,48.214,0
C,0.8972,25.806,0
Si,0.3978,42.384,0
Si,0.2181,61.181,1
Si,0.3867,0,0
Si,0.3867,61.178,0
Si,0.4192,215.26,1
C,0.8282,154.93,0
Si,1.422,42.985,0
C,0.4349,75.28,1
Si,1.08,73.148,1
C,1.165,52.295,0
Si,1.263,65.356,1
C,1.391,25.471,0
C,1.342,31.406,0
Si,1.458,52.135,1
Si,0.4304,161.54,1
C,0.6289,63.19,0
Si,0.5995,76.093,0
C,0.2181,188.25,1
Si,0.4093,144.51,0
Si,0.7913,84.56,0
Si,1.051,53.531,0
Si,0.4296,43.915,1
C,0.7424,26.288,1
C,0.2181,153.82,1
C,0.3972,111.85,0
C,1.476,28.205,0
Si,0.4267,62.681,1
C,0.2181,51.74,1
Si,0.7982,111.87,1
C,1.312,41.659,0
C,0.8463,39.821,1
Si,0.4315,195.96,1
Si,1.185,56.401,0
C,0.6156,29.024,0
Si,0.4346,118.93,1
C,0.8667,28.117,0
Si,0.2181,196.37,1
Si,0.9689,80.953,0
C,0.3877,26.451,0
Si,0.6463,82.494,1
C,0.844,89.624,1
Si,1.018,49.832,0
Si,0.4341,92.041,1
C,1.072,69.451,1
C,1.275,85.782,1
C,1.483,42.506,1
C,0.6352,71.145,1
Si,0.813,60.501,1
C,0.9364,37.93,0
C,0.2181,45.631,1
C,1.071,93.686,1
C,1.261,30.648,0
Si,0.2181,94.043,1
Si,0.3684,88.933,0
Si,0.5744,74.072,0
C,0.4097,108.62,1
C,0.5733,55.16,0
Si,0.7071,41.56,0
C,0.2181,155.4,1
Si,0.3971,109.11,0
Si,0.5908,49.62,0
C,0.7282,39.164,0
C,0.9307,29.432,0
C,0.4264,57.23,1
C,0.7187,35.303,0
C,0.2181,51.747,1
Si,0.6475,47.991,1
Si,0.8573,40.554,1
Si,1.241,66.961,1
C,1.371,33.252,0
Si,0.8591,99.64,1
Si,1.537,40.851,1
C,0.4337,107.67,1
Si,0.6477,43.069,1
Si,0.832,53.078,1
C,0.9372,26.157,0
Si,0.435,42.763,1
Si,1.073,40.464,1
C,1.269,35.714,1
Si,1.435,56.225,1
C,0.2181,52.339,1
C,0.3651,42.711,0
C,0.8369,53.385,1
C,0.9468,25.347,0
Si,1.049,88.75,1
Si,0.427,84.123,1
Si,0.6422,42.986,0
C,0.6393,77.147,1
Si,1.062,51.547,1
C,0.2181,43.893,1
C,0.3436,36.602,0
Si,0.4316,46.365,1
C,0.6202,27.257,0
Si,0.8003,53.948,1
C,0.2181,53.241,1
Si,0.6375,40.713,1
Si,0.8109,116.19,1
C,0.9725,47.078,0
Si,0.4344,227.67,1
Si,0.5645,131.09,0
Si,1.19,52.219,0
C,0.9996,31.107,0
Si,0.2181,248.78,1
C,1.017,87.259,0
Si,1.212,63.398,0
Si,0.4149,85.529,0
Si,0.5342,50.821,0
Si,0.6546,49.507,0
C,0.4341,157.86,1
C,1.674,41.468,0
Si,0.6505,59.204,1
C,0.8353,27.901,0
Si,0.4347,42.009,1
Si,1.064,97.522,1
Si,1.133,55.688,0
Si,0.2181,54.331,1
Si,0.2581,0.040678,0
Si,0.2581,48.268,0
Si,0.4219,124.89,1
Si,1.175,54.588,0
Si,1.375,47.433,0
C,1.576,31.312,0
C,0.5787,71.779,1
C,0.9359,44.61,0
Si,0.4315,237.82,1
Si,0.7086,56.331,0
C,0.872,30.705,0
Si,0.5911,168.71,0
C,1.198,42.048,0
C,1.023,34.632,0
Si,0.4322,159.04,1
C,1.02,84.886,0
C,0.7393,41.139,1
Si,0.6439,93.781,1
C,0.8496,44.767,1
C,0.2181,139.98,1
Si,0.3487,115.51,0
Si,0.566,79.433,0
C,0.4261,106.18,1
C,0.2181,49.746,1
C,0.8387,73.351,1
Si,1.177,83.769,1
C,1.537,32.361,0
Si,1.252,103.52,1
Si,1.407,46.86,1
Si,1.504,43.525,0
Si,1.689,0,0
Si,1.689,41.311,0
Si,0.2181,204.59,1
Si,0.3596,101.75,0
Si,0.4958,0,0
Si,0.4958,99.637,0
C,0.2751,78.916,0
C,0.2729,0.8231,0
C,0.2729,36.029,0
C,0.2181,55.67,1
Si,0.6353,65.75,1
C,0.9992,52.21,1
C,1.154,42.338,0
C,0.4333,163.69,1
Si,0.8142,73.785,0
Si,0.6483,56.851,1
Si,1.061,63.517,1
C,1.204,56.381,1
C,1.292,48.881,1
C,0.2181,44.577,1
Si,0.4316,57.778,1
C,0.8769,58.891,1
C,0.4342,100.01,1
Si,0.8501,50.091,1
C,0.6416,26.603,1
C,0.8418,56.822,1
C,1.141,27.969,0
Si,1.016,44.867,1
C,0.2181,145.01,1
C,0.357,129.81,0
C,1.049,27.614,0
C,0.9787,32.799,0
C,0.9219,55.513,0
Si,0.8529,67.299,1
C,0.6484,68.302,1
C,0.8563,45.357,1
C,1.021,29.093,0
C,1.062,45.539,1
Si,1.267,92.796,1
C,1.472,33.893,0
C,0.4305,57.417,1
C,0.6276,115.67,1
Si,0.8431,66.541,1
C,0.2181,33.744,1
C,0.3021,0,0
C,0.3021,31.114,0
Si,0.4325,106.61,1
C,0.5114,40.773,0
C,0.6689,0.76414,0
C,0.6689,26.787,0
C,0.8226,50.845,1
C,1.038,32.913,1
C,0.2181,85.28,1
C,0.3991,0,0
C,0.3991,77.048,0
C,0.4279,84.606,1
Si,0.8157,41.54,1
Si,0.2181,253.99,1
C,0.7528,27.952,0
Si,0.5696,63.783,0
C,0.7248,41.273,0
Si,0.3543,116.64,0
Si,0.4631,95.847,0
Si,0.6225,56.302,0
Si,0.2181,141.09,1
C,1.007,49.917,0
C,0.4288,27.68,0
C,0.7292,44.308,1
C,0.909,25.565,1
Si,0.2181,167.91,1
Si,0.429,44.128,0
Si,0.2181,42.554,1
Si,0.8339,80.647,1
C,1.263,26.127,1
C,0.2181,74.619,1
C,0.2625,29.96,0
C,0.3102,39.929,0
C,0.4287,38.511,1
Si,0.624,56.893,1
Si,0.8373,58.248,1
Si,0.6314,52.163,1
Si,0.8324,103.64,1
C,1.185,33.569,0
Si,0.6528,233.81,1
Si,1.159,157.35,0
C,1.489,31.831,0
Si,1.323,92.458,0
C,0.2181,63.037,1
C,0.362,42.563,0
C,0.5164,0,0
C,0.5164,38.63,0
C,0.6357,55.948,1
Si,0.2181,61.015,1
C,0.3795,39.609,0
C,0.633,80.811,1
C,0.8501,56.583,1
C,0.2181,40.061,1
C,0.348,32.915,0
C,0.4318,60.578,1
C,0.6346,70.298,1
C,0.9928,46.526,1
Si,0.6384,101.64,1
C,0.7287,40.693,0
C,0.2181,56.111,1
C,0.2989,53.084,0
C,0.5031,28.701,0
C,0.4303,117.44,1
C,1.453,0.79331,0
C,1.453,27.194,0
Si,0.6198,44.965,1
C,0.7493,26.208,0
C,0.2181,203.11,1
Si,0.5885,40.797,0
C,0.4274,133.03,0
Si,0.788,82.066,0
Si,0.9789,76.74,0
C,1.809,27.401,0
C,0.4329,38.255,1
C,0.8618,65.264,1
C,1.616,26.748,0
Si,1.065,72.408,1
C,1.269,59.877,0
Si,1.188,55.778,1
Si,0.6411,140.79,1
C,0.8031,70.175,0
C,0.8339,40.914,0
C,0.4304,26.446,1
C,1.9,32.761,1
Si,0.2181,62.016,1
C,0.2479,41.943,0
C,0.4198,101.35,1
C,0.6136,63.156,1
C,0.2181,174.41,1
C,0.382,167.02,0
C,0.4277,70.351,1
C,0.6207,41.583,0
Si,0.2181,116.7,1
Si,0.3669,41.146,0
C,0.7017,33.801,1
Si,0.8741,62.819,1
Si,0.4278,207.75,1
Si,1.054,65.979,0
Si,0.7012,68.114,0
C,0.7933,27.618,0
Si,0.6486,79.443,1
C,1.063,56.542,1
C,0.4311,41.093,1
Si,0.8151,104.45,1
C,1.159,27.06,1
C,1.363,29.611,1
Si,0.2181,44.924,1
Si,0.2402,0.0521,0
Si,0.2402,44.872,0
C,0.4238,169.16,1
Si,0.6275,64.948,0
Si,0.7704,44.775,0
C,0.2181,137.73,1
Si,0.6781,48.461,0
C,1.067,47.1,1
C,0.4354,26.736,1
C,0.857,87.02,1
Si,1.063,112.6,1
Si,0.4351,64.377,1
C,0.6242,57.26,1
Si,1.04,92.948,1
Si,0.6393,157.57,1
C,0.7578,120.15,0
C,1.112,0,0
C,1.112,63.589,0
C,0.6477,73.236,1
Si,0.7714,50.448,0
Si,0.865,73.621,1
C,1.058,27.971,1
Si,1.254,54.683,1
Si,0.2181,185.08,1
Si,0.5996,48.643,0
Si,0.435,67.918,0
C,0.3828,29.635,1
Si,0.5134,40.623,1
C,0.2181,188.29,1
C,0.4322,83.261,0
Si,0.8124,56.99,0
Si,1.017,46.668,0
C,0.4315,31.662,1
Si,0.4346,50.042,1
C,0.2181,208.75,1
C,0.4309,147.29,0
C,0.6137,113.49,0
Si,0.4346,47.991,1
Si,0.4279,148.16,1
Si,0.2181,197.65,1
Si,0.3603,0,0
Si,0.3603,156.58,0
C,0.6695,50.36,0
C,0.7941,0.15925,0
C,0.7941,43.085,0
Si,0.5348,67.859,1
C,0.9128,33.347,0
Si,0.2181,178.84,1
Si,0.1574,81.39,0
Si,0.2691,88.402,0
Si,0.3182,62.9,0
C,0.391,33.302,0
C,0.3845,41.192,1
Si,0.8311,162.52,1
C,0.9702,53.272,0
Si,0.2181,93.401,1
C,0.253,45.089,0
Si,0.4099,89.217,1
Si,0.6408,44.249,1
Si,0.7149,0,0
Si,0.7149,41.463,0
Si,0.8405,111,1
C,1.052,54.439,0
C,1.087,76.114,1
Si,1.301,59.275,1
Si,0.2181,54.967,1
Si,0.6199,178.9,1
C,0.903,39.415,0
Si,0.2181,49.624,1
C,0.6076,43.791,1
Si,0.7659,51.738,1
Si,1.09,46.629,1
C,0.6304,41.9,1
Si,1.422,40.914,1
Si,1.723,134.16,1
Si,1.888,79.514,0
C,0.4348,69.639,1
C,0.6887,54.831,0
C,0.6421,46.5,1
Si,0.8265,45.56,1
Si,0.2181,150.07,1
C,1.295,25.981,0
C,0.4329,68.667,1
C,0.6885,35.861,0
Si,0.6365,70.958,1
Si,1.032,44.545,1
C,0.4282,83.799,1
C,0.626,47.929,0
C,0.6336,37.076,1
Si,0.647,67.785,1
C,0.8173,48.271,1
C,1.001,58.628,1
C,0.6411,32.46,1
Si,1.039,83.544,1
Si,1.144,44.333,1
Si,0.2181,266.62,1
Si,0.3397,234.84,0
Si,1.237,58.712,0
Si,0.8506,80.272,0
C,1.139,50.53,0
C,0.2181,49.128,1
Si,1.06,105.31,1
Si,1.199,60.524,0
C,0.2181,25.476,1
Si,1.07,40.013,1
C,1.846,52.403,1
C,0.2181,43.541,1
Si,0.6492,175.79,1
Si,0.9237,90.276,0
Si,0.435,48.073,1
C,0.5861,26.348,0
C,0.6387,60.235,1
C,0.9811,25.528,0
Si,0.9955,45.957,1
Si,0.432,258.05,1
Si,1.83,47.314,0
C,1.483,73.683,0
Si,0.8626,80.501,1
Si,0.9389,60.228,0
C,1.457,49.182,1
C,1.644,33.774,1
Si,0.2181,133.99,1
Si,0.3585,90.454,0
C,0.7162,44.184,0
Si,0.3997,79.388,1
Si,0.5906,52.013,0
Si,0.8617,119.9,1
C,0.9548,54.078,0
Si,0.2181,44.91,1
C,0.6349,39.734,1
C,0.8445,94.243,1
C,1.506,37.94,0
Si,0.2181,80.128,1
Si,0.3003,45.868,0
Si,0.6057,47.347,1
C,0.2181,62.223,1
C,0.43,25.13,1
Si,1.782,40.227,1
Si,0.6356,47.892,1
Si,1.067,126.52,1
C,1.518,57.602,0
C,1.228,40.797,1
Si,0.2181,166.57,1
C,0.3208,97.43,0
C,0.2644,27.778,0
Si,0.2181,94.979,1
C,0.2498,57.48,0
Si,0.2995,46.105,0
Si,1.071,61.803,1
Si,0.8522,218.44,1
Si,1.441,52.013,0
C,1.325,38.152,0
Si,0.8593,86.441,1
C,0.2181,91.947,1
Si,0.8564,53.011,1
C,0.922,35.285,0
Si,0.2181,261.73,1
C,0.6273,101.2,0
C,1.205,34.691,0
C,0.4132,108.48,0
Si,0.2181,80.419,1
C,0.2717,38.493,0
C,0.4137,45.028,1
Si,0.7131,106.14,1
C,1.011,47.402,0
C,0.8847,38.001,0
Si,0.2181,47.361,1
C,0.3705,26.715,0
C,0.6119,33.747,1
C,0.9145,50.517,1
C,0.4307,134.85,1
C,1.002,39.79,1
Si,0.2181,41.392,1
C,0.4253,42.366,1
Si,0.6181,49.056,1
C,0.811,30.304,0
Si,0.7583,131.38,1
C,0.821,64.884,0
Si,0.2181,286.03,1
Si,0.8067,68.419,0
Si,0.4156,148.5,0
C,0.7156,89.702,0
C,0.8959,25.479,0
C,0.619,80.646,1
C,1.025,39.553,1
C,0.4348,40.999,1
Si,1.226,127.17,1
Si,1.371,84.804,0
C,0.2181,100.99,1
C,0.3831,94.222,0
C,0.4269,86.473,1
Si,0.6442,52.314,0
Si,0.8167,45.095,1
C,0.9947,25.388,0
C,0.4286,168.39,1
Si,0.2181,138.28,1
Si,0.4303,56.503,0
C,0.5674,27.332,0
Si,0.3985,52.252,1
C,0.6658,27.288,1
Si,0.431,64.339,1
C,0.6126,45.694,1
Si,0.782,50.027,1
Si,0.2181,76.169,1
C,0.377,62.86,0
C,0.416,138.87,1
Si,0.6019,100,0
C,0.8007,64.01,0
C,0.2181,83.968,1
C,0.3201,66.336,0
Si,0.428,49.339,1
C,0.5959,40.725,1
C,0.7898,59.019,1
C,0.6503,43.034,1
C,1.431,30.58,1
C,0.427,41.011,1
C,1.156,45.308,1
Si,1.311,55.725,1
Si,0.8596,40.493,1
Si,1.284,74.624,1
C,0.4321,51.307,1
Si,0.641,75.604,1
Si,0.723,60.449,0
Si,0.8539,45.436,0
Si,0.839,110.91,1
Si,0.9788,68.781,0
Si,1.002,68.8,1
C,1.393,38.541,1
C,1.61,29.356,0
Si,1.537,51.041,1
C,0.2181,53.997,1
C,0.34,29.901,0
C,0.4305,39.547,1
Si,0.8614,138.08,1
C,1.186,36.859,0
C,0.4353,68.752,1
Si,0.8538,61.676,1
Si,0.6383,87.868,1
C,1.259,25.594,0
Si,0.902,48.948,1
Si,1.283,59.581,1
Si,0.2181,49.057,1
C,0.246,39.562,0
C,0.4226,140.99,1
C,1.225,38.745,0
C,0.2181,32.007,1
C,0.4326,163.11,1
C,0.2181,45.66,1
Si,0.4315,67.212,1
Si,0.4314,114.5,1
Si,0.5433,65.79,0
C,0.655,35.426,0
Si,0.6118,73.62,1
C,0.2181,189.95,1
Si,0.4356,43.13,0
C,0.6312,28.291,1
Si,0.2181,80.854,1
C,0.3102,48.931,0
C,0.4327,30.107,0
Si,0.4135,90.165,1
C,0.5991,46.816,1
Si,0.2181,59.156,1
C,0.6024,98.298,1
C,0.9529,26.422,0
C,0.8962,30.618,0
C,0.7664,37.498,0
Si,0.7632,52.436,1
Si,0.4268,143.39,1
Si,0.631,0,0
Si,0.631,134.25,0
C,1.663,25.207,0
C,0.6219,43.473,1
C,0.4352,69.349,1
C,0.523,27.622,0
Si,0.6497,54.408,1
C,1.063,29.33,1
Si,0.4318,41.675,1
Si,0.6292,61.206,1
C,0.7759,87.962,1
Si,0.8703,57.836,1
Si,0.2181,99.29,1
Si,0.417,97.527,0
Si,0.6328,61.993,0
C,0.4081,111.07,1
Si,0.2181,202.78,1
C,0.619,56.348,0
Si,0.8177,44.729,0
C,0.4064,122.54,0
C,0.5815,28.69,1
Si,0.2181,67.09,1
Si,0.6166,125.82,1
Si,0.7348,123.64,0
C,0.2181,109.24,1
C,0.413,30.409,0
C,0.6308,76.64,1
C,0.6314,100.91,1
Si,1.094,64.01,0
C,0.8478,31.447,1
C,0.2181,49.076,1
Si,0.6346,118.24,1
C,0.2181,41.556,1
C,0.2936,32.871,0
C,0.4317,60.593,1
C,0.6234,0,0
C,0.6234,29.417,0
C,1.052,39.844,1
Si,1.268,54.306,1
C,0.2181,63.2,1
Si,0.8307,57.517,1
C,0.4341,163.71,1
C,1.138,65.111,0
C,0.6433,44.494,1
C,0.2181,56.573,1
Si,0.2925,40.351,0
Si,0.4305,49.823,1
Si,0.9847,123.6,1
Si,1.516,43.962,0
C,1.677,26.849,0
Si,0.4354,92.056,1
Si,0.6771,48.529,0
C,0.9823,27.911,0
C,0.5448,33.477,0
Si,1.432,44.706,1
C,1.479,30.609,0
Si,0.4287,83.96,1
Si,0.6188,44.008,0
C,0.7658,30.409,1
C,0.4331,109.3,1
C,0.5836,33.982,0
C,1.162,42.923,1
C,0.2181,113.7,1
Si,0.6274,87.907,1
Si,0.8212,42.544,0
Si,0.2181,101.45,1
C,0.3672,26.411,0
Si,0.581,61.522,1
C,0.672,31.257,0
C,0.8231,27.389,1
Si,0.2181,108.05,1
Si,0.3099,47.268,0
Si,0.5642,120.32,1
C,0.7841,71.582,0
C,0.6348,26.925,1
Si,0.2181,72.74,1
C,0.4159,44.644,1
C,0.2181,168.7,1
C,0.4266,139.02,0
C,1.357,28.623,0
Si,0.428,47.826,1
C,0.2181,73.932,1
C,0.3024,42.526,0
Si,0.4287,42.549,1
C,0.619,48.015,1
C,0.9812,41.088,1
C,0.2181,145.01,1
C,0.4142,0.42143,0
C,0.4142,70.782,0
Si,0.3769,71.81,0
C,0.6708,27.104,0
Si,0.6235,85.982,1
C,0.8551,29.637,0
Si,0.2181,125.13,1
C,0.4353,31.95,0
C,0.3195,84.735,0
C,0.4023,77.169,1
Si,0.5504,45.246,1
C,0.2181,48.137,1
C,0.295,28.314,0
Si,0.435,87.666,1
Si,0.9587,43.77,1
C,0.2181,51.11,1
Si,0.4307,61.539,1
C,0.9069,26.898,1
Si,1.143,58.311,1
Si,0.2181,49.886,1
C,0.2534,40.588,0
