# Nions = 10000
Atom,Depth (nm),Energy (eV),Primary
O,0.2186,55.476,1
O,0.4254,64.287,1
O,0.6412,25.873,1
O,0.8441,21.486,1
O,0.2186,85.537,1
O,0.3277,0,0
O,0.3277,83.409,0
O,0.5456,50.029,0
O,0.4206,76.241,1
O,0.8114,46.107,0
O,0.9853,0,0
O,0.9853,42.016,0
O,1.443,0,0
O,1.443,19.103,0
O,0.2186,34.904,1
O,0.3955,20.128,0
O,0.6419,59.157,1
O,0.8486,0,0
O,0.8486,31.88,0
O,0.8449,35.353,1
O,0.2186,134.81,1
O,0.4339,49.42,0
O,0.5659,42.031,0
O,0.6568,0,0
O,0.6568,21.667,0
O,0.6031,22.568,1
Ti,0.4341,72.687,1
Ti,0.5094,41.428,0
O,0.5896,27.134,0
Ti,1.03,45.577,1
O,0.2186,60.909,1
O,0.2158,24.322,0
O,0.04918,20.214,0
O,0.4249,27.65,1
O,0.8031,38.361,1
O,0.9308,27.372,1
O,0.4351,137.64,1
O,0.7397,19.736,0
O,0.6316,44.037,0
Ti,0.2186,58.157,1
O,0.4324,27.939,1
O,1.475,23.311,1
O,0.4335,32.653,1
O,0.806,84.526,1
O,1.071,21.481,0
O,0.2186,131.77,1
Ti,0.5839,44.923,0
O,0.4299,36.681,0
O,0.4203,20.204,1
O,0.2186,54.719,1
Ti,0.3945,39.295,0
O,0.6118,22.964,0
Ti,0.426,104.26,1
O,0.6044,20.052,0
Ti,0.6435,59.207,1
O,0.7097,32.517,0
O,0.8074,20.613,0
Ti,0.8073,63.866,1
O,0.822,30.565,0
O,0.2186,83.315,1
O,0.3074,48.574,0
O,0.4043,40.87,0
O,0.2186,78.17,1
O,0.3867,64.839,0
O,0.4216,49.316,1
O,0.5868,46.155,1
O,0.7436,29.8,0
Ti,0.2186,42.064,1
O,0.4078,31.744,1
O,0.429,39.38,1
O,0.6452,73.823,1
O,0.8309,47.692,1
O,0.2186,60.683,1
O,0.3319,0,0
O,0.3319,55.009,0
O,0.5275,37.166,0
O,0.7004,23.723,0
O,0.4249,69.962,1
O,0.5907,45.035,1
O,0.7588,35.834,0
O,0.9477,0,0
O,0.9477,31.599,0
O,0.2186,30.979,1
O,0.634,30.112,1
Ti,1.016,47.557,1
Ti,0.2186,99.149,1
O,0.2556,21.366,0
O,0.4897,31.811,1
Ti,0.4149,84.489,1
Ti,0.518,55.043,0
O,0.6365,25.722,0
Ti,0.2186,145.63,1
O,0.7944,20.718,0
O,0.2917,31.963,1
O,0.3569,22.611,0
O,0.4351,41.418,1
O,0.8329,70.562,1
O,1.201,33.311,0
O,0.8621,27.209,1
O,1.067,61.524,1
O,1.482,0,0
O,1.482,32.725,0
O,0.4106,112.87,1
O,0.595,49.926,0
O,0.2186,26.628,1
O,0.3443,0,0
O,0.3443,24.584,0
O,0.4313,109.53,1
O,0.7461,20.548,0
O,0.4347,110.33,1
O,1.135,32.697,0
O,1.235,27.81,0
O,0.6346,40.606,1
O,0.8279,31.586,0
O,0.2186,132.83,1
Ti,0.3995,63.976,0
O,0.3302,22.978,0
Ti,0.3997,42.064,0
Ti,0.8497,40.142,1
Ti,1.26,59.358,1
O,1.36,34.051,0
O,0.2186,72.803,1
O,0.3251,56.003,0
O,0.4754,47.544,0
Ti,0.6311,52.109,1
O,0.4337,35.782,1
O,0.6355,30.62,1
O,0.7119,21.175,0
O,1.038,56.152,1
O,1.218,46.136,0
Ti,0.2186,150.46,1
O,0.5734,22.733,0
O,0.3344,51.26,0
O,0.2519,53.064,0
O,0.2186,28.674,1
O,0.8659,37.97,1
O,1.063,21.105,1
O,1.277,52.703,1
O,1.49,27.144,0
O,1.647,0,0
O,1.647,24.599,0
O,0.2186,100.33,1
O,0.2064,31.779,0
Ti,0.255,39.576,0
O,0.4192,19.103,1
O,0.7086,21.503,1
O,0.2186,90.184,1
O,0.3345,0,0
O,0.3345,26.329,0
O,0.1228,0,0
O,0.1228,24.906,0
O,0.3162,21.775,0
O,0.803,21.962,1
Ti,0.2186,61.422,1
O,0.5398,42.51,1
O,0.6948,26.751,1
O,0.6487,56.446,1
O,0.4291,42.121,1
O,0.6186,25.523,0
O,0.82,32.226,1
O,0.9545,19.781,0
O,0.4331,89.656,1
O,0.7164,0,0
O,0.7164,27.536,0
O,0.731,44.862,0
Ti,0.423,61.78,1
O,0.534,19.367,0
O,0.6163,23.163,1
Ti,0.8305,69.267,1
O,0.8938,35.752,0
Ti,0.2186,44.437,1
O,0.2279,30.947,0
Ti,0.4045,121.08,1
O,0.4615,44.579,0
O,0.5158,20.611,0
O,0.2186,23.143,1
O,0.2571,19.504,0
O,0.4321,58.86,1
O,0.6871,20.648,0
O,0.6459,57.881,1
Ti,0.7955,41.352,0
O,1.011,30.936,0
Ti,0.4275,169.21,1
Ti,0.3702,138.71,0
Ti,0.1442,115.75,0
O,0.6492,25.186,1
O,1.068,25.144,1
Ti,0.2186,47.221,1
O,0.4022,43.787,1
O,0.2186,63.744,1
O,0.2919,52.24,0
O,0.5461,0,0
O,0.5461,19.449,0
O,0.427,26.529,0
O,1.078,24.757,1
Ti,0.836,87.588,1
Ti,0.9037,0,0
Ti,0.9037,42.737,0
O,0.8798,43.258,0
O,0.7713,32.642,1
O,0.9953,36.898,1
O,0.5762,105.93,1
O,1.18,31.34,0
Ti,0.4291,52.777,1
O,0.2186,24.11,1
O,1.359,54.407,1
O,1.548,28.881,0
Ti,0.8059,70.116,1
Ti,0.8837,50.417,0
O,0.434,61.518,1
O,0.6105,37.844,0
Ti,0.6272,49.235,1
Ti,0.811,45.696,0
Ti,0.8114,40.058,1
O,0.8597,23.741,0
O,1.217,21.021,1
O,0.2186,43.498,1
O,0.3056,0,0
O,0.3056,39.505,0
O,0.4282,81.696,1
O,0.6452,72.731,0
O,1.008,23.773,0
O,0.8539,27.493,0
O,0.9863,19.077,0
O,0.6509,40.908,1
O,0.8502,80.084,1
O,1.006,25.858,0
Ti,0.2186,70.101,1
O,0.3073,20.055,0
O,0.3736,0,0
O,0.3736,20.051,0
O,0.3854,33.755,1
O,0.4324,0.0055108,0
O,0.4324,31.749,0
O,0.6506,22.587,0
O,0.5782,66.327,1
O,1.31,19.015,0
O,0.6253,81.606,1
O,0.2186,69.665,1
Ti,0.3255,50.627,0
O,0.5424,30.185,0
O,0.7369,19.928,0
O,0.4234,96.328,1
O,0.6303,21.462,1
O,0.4347,24.931,1
O,1.173,46.799,1
O,0.819,22.574,1
O,1.016,70.631,1
O,1.193,51.742,0
O,1.372,40.742,0
O,1.768,20.847,0
O,1.586,28.625,1
O,1.84,25.235,1
O,0.2186,63.127,1
Ti,0.3997,44.797,0
O,0.4245,86.286,1
O,0.6108,26.021,1
Ti,0.2186,120.1,1
O,0.4355,51.45,0
O,0.7249,26.1,0
O,0.332,40.761,0
O,0.4251,24.109,0
O,0.5248,0.2732,0
O,0.5248,21.171,0
O,0.4927,19.286,1
O,0.2186,25.967,1
O,0.4315,22.555,1
Ti,0.8545,59.66,1
O,0.9816,25.828,0
O,0.2186,81.328,1
O,0.6056,109.68,1
O,0.6438,20.917,1
O,0.8394,52.67,1
O,1.189,23.055,0
O,0.2186,32.823,1
O,0.3625,0.017348,0
O,0.3625,30.806,0
O,0.43,115.61,1
O,1.13,21.584,0
O,0.9849,32.786,0
O,1.096,26.478,0
O,0.8352,27.054,0
Ti,0.2186,39.894,1
O,0.2405,23.981,0
Ti,0.4081,51.657,1
Ti,0.5606,39.651,0
O,0.7323,24.385,0
O,0.2186,124.28,1
O,0.4188,104.94,0
Ti,0.9003,51.751,0
Ti,0.2186,172.09,1
O,0.5496,19.826,0
Ti,0.3095,96.513,0
O,0.3493,22.774,0
Ti,0.4024,46.397,0
Ti,0.4851,41.158,0
Ti,0.2186,57.355,1
O,0.5471,19.549,0
O,0.3769,19.36,0
O,0.5926,83.258,1
O,0.9512,27.63,0
O,0.7931,28.916,0
O,0.2186,50.098,1
O,0.2869,0.013624,0
O,0.2869,48.084,0
O,0.4269,113.1,1
O,0.6281,22.379,0
Ti,0.8183,50.449,1
Ti,1.025,47.334,0
O,1.428,21.826,0
O,1.146,25.267,1
O,0.2186,67.381,1
O,0.4321,53.473,1
O,0.535,26.681,0
O,0.8289,34.244,1
O,1.042,20.928,1
O,0.2186,50.397,1
O,0.3668,45.209,0
O,0.4264,66.389,1
O,0.5931,21.921,1
O,0.7897,29.46,1
O,0.4173,24.698,1
O,0.8196,62.719,1
O,1.239,20.897,1
O,0.8577,84.191,1
O,1.064,24.295,1
O,0.2186,135.55,1
O,0.9357,35.189,0
O,0.8154,32.847,0
O,0.9356,19.666,0
O,0.4322,30.763,0
O,0.421,19.069,1
Ti,0.2186,53.98,1
O,0.3008,32.532,0
O,0.4329,0,0
O,0.4329,30.881,0
O,0.6371,26.769,0
Ti,0.3986,125,1
Ti,0.4703,0.83516,0
Ti,0.4703,76.657,0
O,0.7617,30.849,0
Ti,0.3794,39.179,0
O,0.3292,24.056,0
O,0.2236,19.962,0
O,0.2186,22.506,1
O,0.4322,25.723,1
O,0.6293,32.563,1
O,1.015,41.238,1
O,0.2186,79.991,1
O,0.3665,21.669,0
O,0.8076,42.259,1
O,0.9804,26.322,0
Ti,0.4336,51.367,1
O,0.6035,36.327,1
O,0.7554,22.653,1
O,0.7899,0,0
O,0.7899,19.762,0
O,0.6525,93.779,1
O,1.045,58.122,0
O,1.442,0,0
O,1.442,49.333,0
O,1.063,23.24,1
O,1.209,0.44619,0
O,1.209,20.794,0
O,0.4246,54.352,1
O,0.5267,46.159,0
O,0.6988,30.367,0
O,0.2186,148.42,1
O,0.427,122.3,0
O,0.9096,23.778,0
O,0.6252,26.615,0
O,0.7195,20.28,0
O,0.4309,19.31,1
O,0.9164,31.861,1
O,1.016,40.55,1
O,0.2186,22.316,1
Ti,0.644,54.642,1
O,1.037,21.232,0
Ti,0.7689,51.95,1
O,0.8851,19.217,0
O,0.8628,23.633,1
O,0.9079,38.293,1
O,1.016,0.73473,0
O,1.016,22.27,0
O,1.238,28.362,1
O,0.2186,93.535,1
O,0.362,75.369,0
O,0.9387,24,0
O,0.622,55.972,1
O,0.2186,94.134,1
O,0.6272,22.698,0
O,0.2186,32.972,1
O,0.2869,21.074,0
O,0.3775,0.46482,0
O,0.3775,20.609,0
O,0.9378,45.073,1
Ti,0.2186,47.668,1
O,0.4035,73.528,1
O,1.063,27.207,0
Ti,0.7303,46.447,1
Ti,0.834,39.772,1
O,0.8954,27.803,0
Ti,1.015,39.036,1
O,1.078,28.975,0
O,0.2186,105.14,1
O,0.384,31.059,0
O,0.4812,20.586,0
O,0.2186,152.99,1
O,0.4338,0,0
O,0.4338,146.27,0
O,1.275,82.131,0
Ti,1.669,41.765,0
O,0.8668,19.071,0
Ti,0.2186,165.45,1
Ti,0.1996,41.513,0
O,0.1559,24.205,0
O,0.07963,20.918,0
O,0.2267,40.348,0
O,0.2602,28.219,0
O,0.31,0.43826,0
O,0.31,27.781,0
O,0.1948,58.89,0
O,0.2186,19.044,1
O,0.6514,53.019,1
O,0.805,19.228,0
O,0.8588,48.83,1
O,1.04,25.501,1
Ti,1.074,104.71,1
Ti,1.114,81.539,0
O,0.2186,78.389,1
O,0.3161,63.322,0
O,0.4221,50.067,1
O,0.6129,32.093,1
Ti,0.2186,69.944,1
O,0.4254,43.067,0
O,0.6213,32.152,0
Ti,0.3855,52.6,1
Ti,0.4204,42.617,1
O,0.5611,66.971,1
O,1.335,20.548,0
O,0.2186,46.859,1
O,0.3155,34.755,0
O,0.4275,45.829,1
O,0.6111,40.49,1
O,0.9854,0,0
O,0.9854,26.47,0
O,0.7389,20.218,1
O,0.2186,41.994,1
O,0.3185,25.415,0
O,0.4281,29.676,1
O,0.643,71.352,1
O,0.8448,25.319,1
O,1.012,69.934,1
O,1.328,46.986,0
O,1.648,0.60835,0
O,1.648,19.062,0
O,0.6456,31.221,1
O,0.9604,23.984,1
Ti,0.2186,80.201,1
O,0.2882,40.697,0
O,0.4046,0,0
O,0.4046,40.682,0
O,0.3733,62.8,1
O,0.4655,23.153,1
O,0.4334,61.681,1
O,0.8343,23.438,0
O,0.6293,31.431,1
O,0.7156,22.528,0
O,0.2186,98.287,1
O,0.471,63.174,0
O,0.6488,27.136,0
O,0.7815,44.571,1
O,0.2186,149.7,1
O,0.7926,56.563,0
O,1.224,25.774,0
O,0.5748,38.037,0
Ti,0.2186,129.74,1
O,0.1488,19.61,0
O,0.2075,59.809,0
O,0.1913,49.187,0
O,0.1568,46.154,0
O,0.04215,40.219,0
O,0.2146,30.226,0
O,0.2119,24.973,0
O,0.3168,30.623,1
O,0.4139,45.095,1
O,0.6282,27.09,0
Ti,0.5668,93.114,1
O,0.7954,25.954,0
O,0.6512,44.988,0
O,0.2186,27.044,1
O,0.776,59.744,1
O,0.9305,0.84723,0
O,0.9305,53.772,0
O,1.342,35.606,0
Ti,0.4179,77.252,1
O,0.4898,39.308,1
O,0.4917,20.534,0
O,0.2186,81.447,1
O,0.4102,63.585,0
Ti,1.017,41.108,1
O,0.2186,31.281,1
O,0.4303,34.736,1
O,0.2186,63.147,1
O,0.856,28.051,1
O,1.06,27.413,1
Ti,0.2186,77.87,1
O,0.8319,24.784,0
O,0.7542,26.212,1
O,0.2186,59.658,1
O,0.3877,0.30168,0
O,0.3877,21.508,0
O,0.3983,25.722,0
O,0.6079,32.327,1
O,0.7414,24.459,0
Ti,0.7689,41.515,1
O,0.7174,60.863,1
O,0.8127,30.478,1
Ti,0.4343,145.46,1
O,0.5081,22.377,0
O,0.494,45.881,0
O,0.4366,43.13,0
O,0.4101,22.237,1
Ti,0.2186,43.545,1
O,0.8245,43.579,1
O,0.2186,112.86,1
Ti,0.3777,83.014,0
O,0.5957,60.985,0
O,0.419,59.289,1
O,0.591,19.333,1
O,0.7231,20.528,1
Ti,0.8114,57.935,1
O,0.8515,26.829,0
Ti,0.2186,45.697,1
Ti,0.6071,41.602,1
O,0.8493,54.001,1
O,0.2186,51.884,1
Ti,1.051,88.415,1
O,1.034,23.806,0
O,0.2186,35.543,1
O,0.3641,31.8,0
Ti,0.4297,62.137,1
O,0.2186,31.989,1
O,0.3075,0,0
O,0.3075,27.977,0
O,0.4302,72.7,1
O,0.6363,34.053,1
O,0.8534,23.341,0
O,0.2186,37.614,1
O,0.5864,97.392,1
O,0.4337,37.331,1
Ti,1.25,63.805,1
O,1.227,26.888,0
O,1.202,19.868,0
O,0.7372,25.919,1
O,1.332,26.652,1
O,0.2186,52.656,1
O,0.3868,0,0
O,0.3868,47.999,0
O,0.7978,0,0
O,0.7978,29.662,0
O,0.6217,35.276,1
O,0.7199,0,0
O,0.7199,30.903,0
O,0.4344,22.184,1
Ti,0.6368,128.87,1
O,0.6142,28.782,0
O,0.6447,76.443,0
O,0.8776,0,0
O,0.8776,34.838,0
O,0.6601,20.956,0
O,0.2186,62.465,1
O,0.5277,22.376,0
O,0.4246,43.432,1
Ti,1.069,39.41,1
Ti,0.2186,155.45,1
O,0.416,20.568,0
O,0.3064,74.374,0
Ti,0.4091,40.906,0
Ti,0.2186,123.89,1
Ti,0.5971,69.078,0
O,0.3956,34.852,0
O,0.3248,44.792,1
O,0.2813,0,0
O,0.2813,19.329,0
Ti,0.2186,53.087,1
O,0.3408,24.187,0
O,0.3974,55.892,1
O,1.124,27.622,1
O,0.6123,103.05,1
O,0.9264,41,0
O,1.04,0.91866,0
O,1.04,38.082,0
O,0.4222,19.335,1
Ti,0.6058,118.26,1
O,0.8082,20.723,0
O,0.8079,25.757,0
O,0.4253,33.919,1
O,0.6051,61.425,1
Ti,0.2186,131.26,1
O,0.3326,40.086,0
O,0.2863,28.331,0
O,0.2878,0,0
O,0.2878,26.69,0
O,0.294,0,0
O,0.294,25.695,0
O,0.2846,39.816,0
O,0.3226,22.655,1
O,0.2186,48.341,1
O,0.2819,21.546,0
O,0.6324,44.301,1
O,0.8178,33.573,1
O,0.9461,22.285,1
Ti,0.6194,106.95,1
Ti,0.7127,96.951,0
O,0.8873,66.605,0
O,1.211,32.271,0
O,1.327,22.914,0
O,0.2186,30.257,1
O,0.2668,26.556,0
O,0.4305,66.246,1
O,0.8175,26.957,0
O,0.6451,30.035,0
O,0.427,31.056,1
O,0.6333,32.8,1
O,0.8182,38.741,1
Ti,0.2186,151.56,1
O,0.5954,46.052,0
O,0.3014,50.861,0
O,0.3719,48.895,0
O,0.5575,35.774,0
O,0.4344,55.237,1
O,0.5755,35.961,0
O,0.9161,19.974,0
Ti,0.6348,88.812,1
O,0.6821,46.855,0
O,0.2186,77.854,1
O,0.3214,31.424,0
O,0.824,25.154,1
O,0.2186,116.58,1
O,0.335,0,0
O,0.335,44.823,0
Ti,0.4344,68.651,0
O,0.419,39.05,1
O,0.6345,19.619,0
O,0.4344,45.201,1
O,0.8388,29.954,0
O,0.6297,105.03,1
Ti,0.8151,56.428,0
Ti,0.9926,39.736,0
O,0.2186,23.921,1
O,0.2785,0,0
O,0.2785,21.502,0
O,0.4321,83.798,1
O,0.6196,40.359,0
Ti,0.6175,53.106,1
O,0.748,36.93,0
O,0.2186,44.343,1
O,0.3434,37.565,0
O,0.4276,59.191,1
Ti,0.4348,79.153,1
O,0.549,35.761,0
O,0.66,0,0
O,0.66,19.662,0
O,0.2186,48.987,1
O,0.286,22.302,0
Ti,0.6267,106.59,1
Ti,0.6482,101.07,0
Ti,0.733,95.137,0
O,1.344,30.798,0
O,0.2186,74.289,1
O,0.4139,48.103,0
O,0.5653,33.147,1
O,0.647,47.518,1
O,0.845,72.332,1
O,1.221,29.996,0
Ti,0.2186,44.767,1
O,0.2341,24.815,0
Ti,0.4042,50.91,1
O,0.5705,24.073,1
Ti,0.2186,51.434,1
O,0.4171,29.174,0
Ti,0.399,51.252,1
O,0.5377,43.835,1
O,0.2186,145.49,1
O,0.824,30.098,0
O,0.4361,43.547,0
O,0.5561,35.971,0
O,0.7238,0,0
O,0.7238,31.794,0
O,0.6371,83.249,1
O,0.8534,42.855,0
O,1.011,34.686,0
O,0.4197,103.08,1
O,1.469,0.97755,0
O,1.469,24.818,0
O,0.7166,20.569,1
O,0.4241,25.219,1
O,0.2186,85.211,1
O,0.6307,62.293,1
O,0.2186,95.604,1
O,0.2298,0.39228,0
O,0.2298,21.983,0
O,0.3249,53.993,0
O,0.4328,0,0
O,0.4328,53.861,0
O,0.42,36.737,1
O,0.7332,30.718,1
O,0.6415,31.88,1
O,0.8362,62.627,1
O,1.185,21.472,1
O,0.2186,19.079,1
O,0.4332,44.262,1
O,0.6306,51.461,1
O,0.8065,64.38,1
O,0.9786,38.124,0
O,0.2186,26.794,1
O,0.4315,23.328,1
Ti,0.8431,101.17,1
Ti,0.8558,56.467,0
O,0.863,34.512,0
O,0.881,25.283,0
O,0.2186,86.357,1
O,0.3347,28.573,0
O,0.4205,23.568,1
Ti,0.8502,44.005,1
O,0.4352,25.782,1
O,0.855,57.341,1
O,0.9814,40.778,0
O,1.133,27.115,0
Ti,1.059,41.371,1
O,1.158,19.388,0
O,0.2186,84.173,1
O,0.3903,30.771,0
O,0.4007,0,0
O,0.4007,30.195,0
O,0.415,22.124,0
O,0.4213,35.023,1
O,0.2186,108.25,1
O,0.3987,100.81,0
O,0.8095,53.955,0
O,0.9981,0,0
O,0.9981,25.652,0
O,0.9737,24.414,0
O,0.2186,64.358,1
O,0.6377,23.496,1
O,0.2186,19.948,1
Ti,0.433,163.83,1
O,0.3791,39.186,0
O,0.3625,0.51811,0
O,0.3625,38.668,0
O,0.2425,0,0
O,0.2425,36.856,0
O,0.3909,20.847,0
O,0.3856,54.851,0
O,0.3439,27.659,0
O,0.3025,25.31,0
O,0.1873,20.161,0
Ti,0.4339,114.86,1
O,0.4536,71.047,0
O,0.4953,28.769,0
O,0.5301,19.484,0
O,0.2186,20.819,1
O,0.6467,29.405,1
Ti,0.2186,59.824,1
Ti,0.216,0,0
Ti,0.216,59.578,0
O,0.5084,43.116,1
O,0.3867,0.58872,0
O,0.3867,33.409,0
O,0.6615,24.41,1
O,0.2186,33.101,1
O,0.634,85.94,1
O,0.8472,21.56,0
O,0.7898,48.548,1
O,1.296,0.7397,0
O,1.296,30.529,0
O,0.2186,157.3,1
O,1.177,0,0
O,1.177,50.741,0
O,0.4178,26.476,0
O,1.044,58.464,1
O,1.221,21.123,1
O,0.8672,59.474,1
O,1.151,0.88728,0
O,1.151,42.604,0
O,1.081,56.001,1
O,0.4235,20.522,1
O,0.6387,28.653,1
O,0.7281,24.002,0
O,1.031,40.843,1
Ti,1.192,41.212,1
O,1.236,23.028,0
Ti,0.2186,39.388,1
O,0.4098,73.926,1
O,0.78,37.201,0
O,0.6213,30.728,0
O,0.7471,45.715,1
Ti,0.2186,116.78,1
O,0.3343,85.483,0
Ti,0.3339,62.014,1
O,0.238,32.474,0
O,0.2186,48.196,1
O,0.3877,0,0
O,0.3877,45.68,0
O,0.4268,96.237,1
O,0.6366,63.288,0
O,1.03,38.801,0
O,1.059,45.524,1
O,0.6326,40.221,1
O,1.063,26.73,1
O,1.248,31.078,1
O,0.2186,39.173,1
O,0.4287,60.298,1
O,0.6376,47.573,0
O,0.8335,23.124,0
Ti,0.6033,70.568,1
Ti,0.6975,52.685,0
Ti,0.2186,100.2,1
O,0.4063,53.662,0
O,0.7868,0,0
O,0.7868,49.152,0
O,0.2186,23.013,1
O,0.4323,28.31,1
O,0.8093,27.661,1
O,1.411,22.542,1
Ti,0.4347,101.24,1
O,0.5483,28.64,0
O,0.7472,19.89,1
Ti,0.2186,63.627,1
O,0.2048,26.541,0
O,0.3884,97.801,1
Ti,0.795,40.659,0
O,0.2186,99.286,1
O,0.3961,29.729,0
O,0.306,25.268,0
O,0.153,0,0
O,0.153,25.189,0
O,0.3879,51.368,0
O,0.7409,25.468,1
O,0.4338,28.169,1
O,0.6328,42.943,1
O,0.7849,0.92899,0
O,0.7849,30.502,0
O,1.051,22.331,1
O,0.2186,60.752,1
O,0.3219,0,0
O,0.3219,58.69,0
O,0.4247,97.645,1
O,0.7419,0.31501,0
O,0.7419,39.03,0
O,1.139,19.129,0
O,0.6728,29.636,0
O,0.2186,81.187,1
Ti,0.8306,57.438,1
O,0.8062,21.26,0
O,0.4263,80.583,1
O,0.9668,44.762,0
O,1.049,39.909,1
O,0.2186,27.709,1
O,0.6392,74.279,1
O,0.7439,21.69,0
O,0.7757,38.897,0
O,0.435,21.888,1
Ti,0.6531,46.325,1
Ti,0.7411,39.218,0
Ti,0.8299,51.4,1
O,1.018,24.392,0
Ti,0.9526,54.11,1
O,1.096,24.025,0
O,0.4325,75.511,1
O,0.5871,54.735,0
O,0.8452,39.478,0
O,0.9973,22.482,0
O,0.8551,23.499,1
Ti,0.2186,56.431,1
O,0.57,81.007,1
O,0.7198,67.485,0
O,1.071,32.511,0
O,0.4351,23.386,1
O,0.533,0.14034,0
O,0.533,21.246,0
Ti,0.8198,56.809,1
Ti,0.9193,54.746,0
Ti,1.12,41.572,0
Ti,0.2186,125.07,1
O,0.4638,25.169,0
O,0.5885,19.696,0
O,0.2344,39.893,0
O,0.2479,27.706,0
O,0.3303,41.118,1
O,0.414,0.00014609,0
O,0.414,39.118,0
O,0.2186,62.815,1
O,0.4354,39.586,0
O,0.5667,31.618,0
O,0.6199,38.258,1
O,0.7326,25.02,0
O,0.9918,20.527,1
O,0.2186,96.718,1
O,0.4269,74.728,0
O,1.004,47.283,0
O,1.425,21.756,0
Ti,0.5762,42.897,1
Ti,0.4227,108.45,1
O,0.7724,21.241,0
O,0.4834,25.968,0
O,0.5608,51.562,1
O,0.6922,34.855,0
O,0.2186,71.98,1
O,0.3794,0,0
O,0.3794,68.994,0
O,0.5888,22.342,0
Ti,0.423,41.474,1
Ti,0.5947,64.98,1
O,0.6756,39.101,0
O,0.806,19.846,0
O,0.2186,54.24,1
O,0.6363,47.985,1
O,0.815,25.82,1
O,0.4346,54.463,1
Ti,0.6339,48.945,1
O,0.6971,36.538,0
O,1.023,21.1,1
O,0.2186,82.336,1
O,0.3447,74.417,0
O,0.5411,52.143,0
O,0.421,57.253,1
O,0.5651,26.567,0
O,0.7487,20.941,1
O,0.4346,50.246,1
O,0.5585,25.474,0
O,0.6175,66.754,1
O,1.244,19.326,0
O,0.9952,19.521,1
O,0.2186,61.646,1
O,0.8569,21.183,1
O,1.389,21.665,1
O,0.2186,98.835,1
O,0.3652,81.748,0
O,0.4197,41.198,1
O,0.5704,0,0
O,0.5704,38.081,0
O,0.2186,45.625,1
O,0.2792,0,0
O,0.2792,43.507,0
Ti,0.4273,111.09,1
O,0.5274,50.32,0
O,0.6328,30.281,0
O,0.2186,49.622,1
O,0.2985,27.894,0
O,0.3857,19.904,0
O,0.4265,27.285,1
O,0.6391,21.16,1
O,1.07,29.503,1
O,0.4352,31.786,1
O,0.6375,54.55,1
O,1.054,42.793,0
O,1.268,25.016,0
Ti,0.2186,58.861,1
O,0.3947,22.192,1
O,0.5951,48.309,1
O,0.7811,40.69,0
