# Nions = 10000
Atom,Depth (nm),Energy (eV),Primary
Ti,0.9932,124.66,1
O,1.4,52.609,0
O,1.616,40.675,0
O,1.983,19.246,0
O,1.222,23.901,0
O,0.9992,43.601,1
O,0.2186,25.048,1
O,0.263,0.0018385,0
O,0.263,23.046,0
O,0.4346,284.01,1
O,1.134,98.825,0
O,1.399,62.09,0
O,1.574,21.253,0
O,1.283,24.78,0
O,1.364,0,0
O,1.364,21.657,0
O,0.8413,66.878,0
O,0.9475,0,0
O,0.9475,64.25,0
O,1.37,34.523,0
O,0.6415,25.137,0
O,0.641,41.374,1
O,0.8131,22.109,1
O,0.9506,0.39857,0
O,0.9506,19.505,0
O,0.6486,70.125,1
O,0.8946,44.316,0
O,0.8523,46.293,1
O,1.046,64.418,1
O,1.18,20.396,0
O,1.261,33.168,1
O,1.478,44.077,1
O,1.678,35.36,1
O,1.819,0,0
O,1.819,30.494,0
O,2.017,19.909,0
O,0.4365,101.52,1
O,0.7891,38.5,0
O,0.6941,24.931,0
O,0.6467,228.08,1
O,2.715,50.996,0
O,2.864,33.536,0
O,2.513,27.267,0
O,2.594,0.81158,0
O,2.594,24.456,0
O,0.6506,99.737,1
O,0.9162,45.326,0
O,0.8524,83.677,1
O,1.299,26.364,0
O,1.265,126.44,1
O,2.095,63.838,0
O,2.267,29.683,0
O,2.399,19.307,0
O,0.2186,20.867,1
O,0.6476,199.14,1
O,2.317,26.028,0
O,1.623,20.519,0
O,1.239,33.712,0
O,0.8253,48.128,1
O,1.036,49.531,1
O,1.209,36.96,1
O,0.2186,37.031,1
O,0.3302,0,0
O,0.3302,33.129,0
Ti,0.4331,77.368,1
Ti,0.6311,70.276,0
O,1.041,25.653,0
Ti,0.5955,91.102,1
Ti,0.8011,43.21,0
O,0.9234,26.265,0
O,0.696,25.952,0
O,1.024,21.072,1
O,1.233,26.841,1
O,1.66,44.837,1
O,0.844,63.559,1
O,0.9027,28.208,0
O,1.05,51.256,1
O,1.231,59.291,1
O,1.442,80.671,1
O,1.977,19.643,0
O,1.658,21.643,0
O,1.614,27.126,1
Ti,0.4364,55.607,1
O,0.6302,175.91,1
O,0.7819,161.85,0
Ti,0.9853,68.203,0
Ti,0.8444,40.161,1
O,1.4,39.805,1
Ti,0.2186,63.706,1
O,0.6074,22.476,0
O,0.4153,200.21,1
O,1.004,42.4,0
Ti,0.7561,94.368,0
O,0.9119,62.864,0
O,0.5731,23.54,1
O,0.2186,51.43,1
O,0.4318,34.807,1
O,0.5848,20.954,0
Ti,1.047,154.69,1
O,1.315,20.728,0
O,1.098,58.048,0
O,1.147,44.384,0
O,1.307,20.703,1
O,1.347,31.743,1
Ti,0.2186,53.558,1
O,0.9445,24.001,1
Ti,1.116,92.912,1
Ti,1.215,51.153,0
O,1.272,34.88,0
O,1.27,56.976,1
O,1.374,59.912,1
O,0.2186,149.08,1
O,0.31,38.275,0
O,0.2335,0.024242,0
O,0.2335,38.25,0
O,0.345,93.335,0
O,0.8538,22.297,0
O,0.6142,66.143,1
O,0.7553,38.098,0
O,0.8899,33.698,0
O,0.9702,22.209,1
O,1.18,39.401,1
Ti,0.2186,49.374,1
Ti,0.4205,61.563,1
O,0.463,24.81,0
O,0.6187,39.039,1
O,0.7893,29.265,0
Ti,0.9176,44.661,1
O,0.9842,21.794,0
O,1.097,28.832,1
O,1.23,51.882,1
O,1.494,23.969,0
Ti,0.4349,247.42,1
Ti,1.28,43.226,0
O,1.08,69.136,0
O,1.335,19.219,0
O,0.9035,20.632,0
O,0.5577,65.251,0
O,0.6134,25.54,1
O,0.8477,67.794,1
O,1.193,20.451,0
O,1.539,159.89,1
O,2.394,19.938,0
O,2.258,24.6,0
O,1.703,34.954,0
O,1.785,22.274,0
O,0.2186,144.18,1
O,1.201,35.099,0
O,0.3692,61.954,0
O,0.423,47.882,1
O,1.022,19.039,0
Ti,1.267,102.46,1
O,0.2186,25.151,1
O,0.2467,0,0
O,0.2467,23.151,0
O,0.4345,285.61,1
O,1.289,131.57,0
Ti,1.442,45.163,0
O,1.211,68.683,0
O,0.6492,20.9,0
O,0.6487,24.858,1
O,0.8357,22.282,1
O,0.4363,93.848,1
O,0.5141,56.509,0
O,1.085,107.96,1
O,1.292,106.55,1
O,2.757,37.101,0
O,0.2186,137.43,1
O,0.3103,100.09,0
O,0.268,21.537,0
O,0.06265,0.042782,0
O,0.06265,21.494,0
O,0.5375,32.932,0
O,0.5822,28.45,1
O,0.7712,52.776,1
O,0.9527,41.995,0
Ti,0.9232,45.964,1
O,1.089,22.558,0
O,0.9317,29.168,1
O,0.4285,26.919,1
O,0.5536,0.21059,0
O,0.5536,21.999,0
Ti,0.6273,138.49,1
Ti,0.8216,46.115,0
O,0.6966,74.94,0
Ti,0.7874,138.87,1
O,1.1,32.423,0
O,0.7272,30.891,1
O,0.4308,194.36,1
O,0.4878,26.071,0
O,0.4249,20.678,0
O,0.2983,0,0
O,0.2983,20.677,0
O,0.5802,144.36,0
O,1.383,64.333,0
O,1.691,31.454,0
Ti,0.6457,43.268,1
O,0.6758,25.875,0
Ti,0.8468,122.16,1
Ti,0.455,40.84,0
O,0.3012,28.679,0
O,0.09651,0,0
O,0.09651,27.14,0
O,0.2186,22.915,1
Ti,0.4347,109.87,1
O,1.171,21.751,0
O,0.5886,58.874,1
O,0.5434,19.562,0
O,0.6503,30.529,0
Ti,0.7428,39.171,1
O,0.9538,56.782,1
O,1.041,49.097,0
O,1.283,21.238,0
Ti,1.052,61.796,1
O,0.9526,24.191,0
Ti,0.2186,45.898,1
O,0.6336,22.382,1
Ti,0.8447,121.97,1
O,1.493,26.034,0
Ti,1.016,40.73,0
O,0.9357,26.465,0
O,1.127,47.645,1
O,1.186,33.783,0
Ti,1.269,50.333,1
O,0.2186,228.55,1
Ti,0.4165,157.93,0
Ti,0.6254,122.46,0
O,1.014,56.85,0
O,1.37,25.226,0
O,0.419,88.213,1
O,0.8327,42.708,0
O,1.183,23.581,0
O,0.6428,143.95,1
O,1.195,35.961,0
Ti,1.094,65.613,0
O,1.067,24.025,1
Ti,1.28,82.908,1
O,1.604,37.609,0
O,1.382,47.778,1
O,0.4359,303.22,1
O,1.758,23.183,0
O,1.716,0.34167,0
O,1.716,20.842,0
Ti,1.581,97.315,0
Ti,1.739,71.128,0
Ti,1.907,44.913,0
O,2.062,27.835,0
Ti,1.083,67.025,0
O,1.205,28.325,0
O,0.6511,49.88,1
Ti,0.2186,234.49,1
O,0.3815,38.378,0
O,0.4965,24.637,0
Ti,0.2983,42.418,0
O,0.3527,21.341,0
O,0.2205,30.745,0
O,0.2359,28.444,0
O,0.2887,22.946,0
O,0.3853,20.771,0
O,0.5617,0.021813,0
O,0.5617,20.749,0
O,0.1982,52.672,0
O,0.1848,0,0
O,0.1848,49.305,0
O,0.4571,59.711,1
O,0.5172,20.27,0
Ti,0.4323,146.63,1
Ti,0.8534,84.116,0
O,1.186,26.005,0
O,0.7804,92.597,1
O,0.7846,32.266,1
O,0.897,19.474,0
O,0.7764,36.473,1
O,0.2186,35.344,1
O,0.2965,0,0
O,0.2965,30.365,0
O,1.033,23.685,1
O,1.242,67.367,1
Ti,1.765,45.184,1
O,1.925,19.235,0
O,1.902,28.337,1
O,0.2186,34.696,1
Ti,0.4335,307.22,1
Ti,0.9395,68.451,0
Ti,1.139,45.022,0
Ti,0.7266,39.722,0
Ti,0.5731,64.116,0
O,0.4816,21.327,0
O,0.4282,73.549,0
O,0.4246,30.54,0
O,0.4215,0.026424,0
O,0.4215,30.513,0
O,0.3278,0,0
O,0.3278,29.576,0
Ti,0.5138,57.571,1
O,0.2186,34.903,1
Ti,0.4334,66.38,1
O,0.6389,202.09,1
O,1.19,31.874,0
Ti,0.8242,84.318,0
Ti,1.041,50.261,1
O,0.801,19.394,0
O,0.9431,19.865,0
O,0.2186,210.28,1
O,0.4224,174.12,0
O,0.6198,100.54,0
Ti,0.7786,70.653,0
Ti,0.988,57.757,0
Ti,0.4191,58.468,1
O,0.6,64.013,1
O,1.193,0.14159,0
O,1.193,26.389,0
O,0.8115,28.775,1
O,0.2186,83.033,1
O,0.2821,61.53,0
O,0.3823,54.612,0
O,0.762,20.421,0
O,0.5549,19.6,0
Ti,0.8258,131.66,1
O,1.705,19.512,0
O,1.493,35.249,0
O,0.8539,19.758,1
O,0.4365,222.5,1
O,1.252,0,0
O,1.252,31.88,0
O,1.68,27.388,0
O,1.709,19.127,0
O,1.076,19.383,0
Ti,1.047,101.39,1
Ti,1.081,82.34,0
Ti,0.6506,59.617,1
O,0.7806,39.688,0
Ti,0.8315,200.71,1
O,1.025,52.151,0
O,1.144,34.483,0
O,0.9084,83.775,0
Ti,0.8235,58.717,1
O,0.2186,20.594,1
Ti,0.435,132.23,1
O,0.9437,20.322,0
Ti,0.6357,53.762,0
O,0.7679,40.345,0
O,1.172,0.31949,0
O,1.172,28.961,0
O,0.578,66.563,1
O,0.8982,45.59,1
O,1.33,32.221,1
O,1.454,0,0
O,1.454,29.029,0
O,0.2186,51.641,1
O,0.317,0,0
O,0.317,49.233,0
Ti,0.4316,216.46,1
Ti,1.079,0.38226,0
Ti,1.079,62.934,0
O,1.483,28.623,0
O,0.6942,100.29,0
O,1.358,38.297,0
O,0.5587,28.772,0
Ti,0.5524,50.583,1
Ti,0.6987,46.05,0
Ti,0.2186,161.09,1
O,0.4909,20.679,0
O,0.4307,92.264,0
O,0.9327,22.552,0
Ti,0.6202,41.824,0
O,0.374,54.101,1
O,0.7504,32.556,1
Ti,0.43,289.73,1
O,0.3453,22.191,0
O,0.4121,31.488,0
O,0.3437,22.048,0
Ti,0.5059,89.232,0
O,0.6902,40.252,0
Ti,0.4544,81.249,0
O,0.5511,22.014,0
O,0.4695,28.532,0
O,0.5975,20.892,1
Ti,0.2186,44.281,1
O,0.4223,136.86,1
O,0.3766,24.143,0
O,0.5101,42.097,0
O,0.5427,36.878,0
Ti,0.6354,53.165,1
O,0.8063,19.234,0
O,0.9766,31.974,1
O,1.162,0,0
O,1.162,29.579,0
Ti,1.122,79.139,1
Ti,1.14,47.107,0
O,1.163,27.222,0
Ti,0.4356,76.74,1
Ti,0.4232,47.884,0
O,0.3511,27.61,0
O,0.6364,42.753,1
O,0.8294,159.42,1
O,1.068,30.443,0
O,1.088,44.966,0
Ti,1.043,60.405,1
O,0.2186,250.33,1
O,0.1327,31.06,0
O,0.2988,21.509,0
Ti,0.4307,176.17,0
O,1.05,25.038,0
O,0.6428,118.31,0
O,1.639,28.131,0
O,1.413,27.308,0
O,0.4194,82.958,1
O,1.026,28.977,0
Ti,0.4332,63.621,1
O,0.6721,20.887,0
O,0.526,28.602,0
O,1.001,29.253,1
Ti,1.558,41.762,1
Ti,1.787,41.659,1
O,1.848,21.97,0
O,0.2186,203.54,1
O,0.595,41.409,0
O,0.565,36.33,0
O,0.4718,26.366,0
O,0.4028,30.704,0
O,0.6023,21.44,1
Ti,0.9441,80.459,1
O,1.092,47.165,0
O,1.381,35.073,0
Ti,0.4341,139.51,1
O,0.166,29.23,0
Ti,0.4745,41.003,0
O,0.474,27.999,0
O,0.4751,37.895,0
O,0.7722,45.002,1
O,0.9513,25.612,0
Ti,0.894,42.565,1
O,1.098,58.529,1
O,1.253,28.294,1
O,0.4336,36.338,1
O,0.487,28.16,0
Ti,0.6492,96.412,1
O,0.8403,23.01,0
O,0.8442,172.33,1
O,1.494,120.63,0
O,0.4365,218.64,1
O,1.082,148.7,0
O,1.931,28.146,0
O,1.76,45.896,0
O,0.817,23.316,1
Ti,0.2186,62.602,1
O,0.415,154.65,1
O,1.293,0,0
O,1.293,46.476,0
Ti,0.8476,58.492,0
O,0.5893,73.487,1
O,0.6951,27.722,0
O,0.7737,24.553,0
O,0.9077,28.292,1
O,0.2186,287.13,1
O,0.5015,25.804,0
O,0.3838,189.59,0
O,0.5625,25.735,0
Ti,0.6734,99.689,0
Ti,1.024,66.415,0
O,1.226,31.81,0
O,0.8552,22.193,0
O,0.4233,47.577,1
O,0.5548,19.683,0
Ti,0.618,46.544,1
O,0.7002,20.158,0
O,0.431,70.587,1
O,1.121,19.34,0
O,1.082,41.131,1
O,1.291,42.277,1
O,1.373,34.78,0
O,1.524,0,0
O,1.524,32.75,0
Ti,1.507,77.109,1
O,1.721,31.146,0
Ti,1.703,46.751,1
O,1.696,35.094,0
Ti,0.2186,351.37,1
O,0.6152,19.973,0
Ti,0.49,268.38,0
O,1.171,41.209,0
O,1.374,25.707,0
O,1.118,25.356,0
O,0.6404,114.91,0
O,0.9423,0,0
O,0.9423,98.519,0
O,1.153,55.874,0
O,1.383,0.90351,0
O,1.383,26.315,0
O,0.3062,30.093,0
Ti,0.2186,151.11,1
Ti,0.3348,0,0
Ti,0.3348,44.824,0
O,0.3678,23.204,0
O,0.2824,32.865,0
O,0.2542,24.052,0
O,0.2727,0.31415,0
O,0.2727,23.738,0
O,0.4018,0,0
O,0.4018,23.685,0
O,0.3786,72.759,1
O,0.4049,49.507,0
O,0.3373,19.852,0
Ti,0.7342,56.553,1
O,0.9143,32.883,0
Ti,0.755,75.378,1
O,0.2186,59.032,1
O,1.064,200.29,1
O,2.045,23.772,0
Ti,1.86,57.653,0
O,2.072,29.169,0
O,1.488,43.876,1
O,1.691,36.327,0
O,0.4292,90.531,1
O,0.5775,44.668,0
Ti,0.6214,251.66,1
Ti,0.564,80.483,0
Ti,0.4498,51.101,0
O,0.6263,38.149,0
O,0.4573,0.73851,0
O,0.4573,23.292,0
O,0.6298,25.465,0
O,0.6297,0,0
O,0.6297,21.074,0
O,0.6299,85.258,0
O,0.6376,26.529,0
O,0.4314,153.77,1
O,0.8072,92.291,0
O,0.9155,19.48,0
O,0.9354,39.479,0
O,0.7012,31.334,0
O,0.7723,0,0
O,0.7723,28.429,0
O,1.08,51.059,1
O,1.181,30.27,0
Ti,1.296,64.418,1
O,1.453,19.016,1
O,0.8239,185.68,1
O,1.249,67.799,0
O,1.382,55.183,0
O,1.772,38.022,0
O,1.086,21.444,0
O,0.9852,24.284,0
O,1.033,24.67,1
Ti,0.2186,62.93,1
O,0.4084,30.054,0
O,0.3083,21.8,0
O,0.6223,43.171,1
O,0.725,0.090432,0
O,0.725,26.984,0
O,0.8206,73.782,1
O,1.203,0,0
O,1.203,24.848,0
O,1.108,20.952,0
O,1.032,131.02,1
Ti,1.661,59.599,0
Ti,2.029,0,0
Ti,2.029,43.165,0
O,1.229,21.211,1
Ti,0.2186,117.79,1
O,0.3641,28.512,0
Ti,0.2182,55.746,0
Ti,0.2177,51.143,0
O,0.2162,35.489,0
O,0.2111,25.95,0
O,0.2026,0.64303,0
O,0.2026,22.543,0
O,0.5563,97.648,1
O,0.9221,27.201,0
O,0.7482,19.707,1
Ti,0.958,122.36,1
Ti,0.9867,83.795,0
O,1.011,37.866,0
O,0.9781,23.898,0
O,0.2186,64.054,1
O,0.3628,53.709,0
O,0.4302,100.68,1
Ti,0.8478,48.934,0
O,0.6125,162.98,1
O,1.003,68.84,0
O,0.8716,40.181,0
O,1.104,21.17,0
Ti,0.7896,39.539,0
O,0.8971,21.189,0
O,0.6543,35.669,1
O,0.8695,142.69,1
O,1.052,36.519,1
O,1.193,72.962,1
Ti,1.328,44.191,0
O,1.504,26.166,0
O,1.277,54.785,1
O,1.328,43.858,0
O,1.43,38.31,0
Ti,1.488,98.959,1
Ti,1.614,64.927,0
O,1.774,46.237,0
O,1.531,22.047,0
Ti,1.865,113.9,1
O,1.972,79.913,0
Ti,0.2186,222.26,1
O,0.8572,39.127,0
O,0.6896,26.9,0
O,0.5538,84.975,0
O,0.6955,58.161,0
O,1.172,0.095217,0
O,1.172,19.801,0
O,0.3424,57.162,1
O,0.2348,19.27,0
O,0.2186,229.48,1
O,1.128,20.832,0
O,1.047,51.115,0
Ti,1.007,62.867,0
O,1.128,37.077,0
O,0.6028,78.199,1
O,1.309,0,0
O,1.309,42.421,0
O,0.7338,26.395,1
O,0.4365,151.53,1
O,0.9986,33.957,0
O,1.036,26.311,0
O,0.8845,24.831,0
O,0.9364,19.153,0
O,0.6437,82.211,1
O,0.9877,27.032,0
O,0.8193,40.092,1
Ti,1.097,45.605,1
O,1.155,26.427,0
Ti,0.4283,249.84,1
O,0.5883,24.283,0
O,0.4922,82.544,0
O,0.3609,46.029,0
O,0.1782,0,0
O,0.1782,44.054,0
O,0.4718,21.72,0
O,0.4674,22.695,0
Ti,0.471,42.519,0
O,0.5548,20.048,1
O,0.2186,30.981,1
O,0.2498,0,0
